 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.125,0.711,0.481,0.538
model.000.01.pdb,0.125,1.000,0.143,0.136,0.190
model.000.02.pdb,0.711,0.143,1.000,0.449,0.614
model.000.03.pdb,0.481,0.136,0.449,1.000,0.451
model.000.04.pdb,0.538,0.190,0.614,0.451,1.000
