 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,1.000,0.235,0.100,0.633,0.583
model.000.01.pdb,0.235,1.000,0.404,0.190,0.182
model.000.02.pdb,0.100,0.404,1.000,0.107,0.113
model.000.03.pdb,0.633,0.190,0.107,1.000,0.608
model.000.04.pdb,0.583,0.182,0.113,0.608,1.000
