 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.063,0.129,0.042,0.164,0.099
model.000.01.pdb,0.682,0.095,0.711,0.545,0.511
model.000.02.pdb,0.064,0.592,0.072,0.100,0.116
model.000.03.pdb,0.159,0.531,0.183,0.138,0.194
model.000.04.pdb,0.543,0.015,0.442,0.275,0.354
