 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.136,0.213,0.200,0.260,0.059
model.000.01.pdb,0.608,0.180,0.125,0.054,0.078
model.000.02.pdb,0.113,0.643,0.083,0.119,0.404
model.000.03.pdb,0.071,0.226,0.298,0.449,0.088
model.000.04.pdb,0.053,0.190,0.418,0.596,0.065
