 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.013,0.625,0.014,0.000,0.027
model.000.01.pdb,0.520,0.013,0.600,0.310,0.562
model.000.02.pdb,0.054,0.339,0.000,0.013,0.013
model.000.03.pdb,0.104,0.536,0.052,0.000,0.120
model.000.04.pdb,0.263,0.237,0.214,0.014,0.315
