 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb
model.000.00.pdb,0.013,0.520,0.054,0.104,0.263
model.000.01.pdb,0.625,0.013,0.339,0.536,0.237
model.000.02.pdb,0.014,0.600,0.000,0.052,0.214
model.000.03.pdb,0.000,0.310,0.013,0.000,0.014
model.000.04.pdb,0.027,0.562,0.013,0.120,0.315
