 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.172,0.312,0.041,0.558,0.089,0.000,0.000,0.000,0.500,0.417,0.404,0.063,0.512,0.519,0.076,0.000,0.013,0.000,0.000,0.322,0.278,0.000,0.028,0.591,0.000,0.000,0.273,0.404,0.464,0.000
model.000.01.pdb,0.429,0.410,0.147,0.255,0.189,0.000,0.000,0.015,0.365,0.346,0.596,0.190,0.457,0.653,0.197,0.000,0.127,0.000,0.099,0.538,0.511,0.000,0.119,0.532,0.000,0.000,0.108,0.415,0.750,0.000
model.000.02.pdb,0.255,0.027,0.595,0.000,0.444,0.105,0.015,0.556,0.000,0.000,0.067,0.450,0.000,0.094,0.632,0.180,0.568,0.151,0.523,0.095,0.154,0.000,0.600,0.000,0.000,0.075,0.000,0.000,0.106,0.000
model.000.03.pdb,0.224,0.719,0.023,0.191,0.042,0.036,0.098,0.000,0.361,0.390,0.500,0.066,0.491,0.500,0.037,0.079,0.057,0.000,0.034,0.586,0.317,0.000,0.012,0.474,0.000,0.081,0.091,0.450,0.524,0.000
model.000.04.pdb,0.122,0.029,0.260,0.000,0.067,0.229,0.145,0.529,0.000,0.000,0.000,0.149,0.000,0.000,0.234,0.410,0.413,0.213,0.400,0.032,0.077,0.000,0.250,0.000,0.017,0.293,0.000,0.000,0.000,0.000
model.000.05.pdb,0.000,0.026,0.000,0.016,0.000,0.047,0.145,0.000,0.067,0.086,0.015,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0.000,0.032,0.079,0.000,0.083,0.097,0.027,0.167
model.000.06.pdb,0.000,0.000,0.000,0.000,0.000,0.131,0.141,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048,0.000,0.288,0.000,0.000,0.000,0.488,0.000,0.000,0.628,0.050,0.015,0.000,0.000,0.625
model.000.07.pdb,0.524,0.509,0.108,0.145,0.140,0.000,0.014,0.052,0.226,0.208,0.533,0.212,0.356,0.562,0.155,0.032,0.138,0.000,0.108,0.721,0.757,0.000,0.095,0.375,0.000,0.033,0.048,0.278,0.560,0.000
model.000.08.pdb,0.250,0.500,0.000,0.231,0.036,0.000,0.000,0.000,0.467,0.512,0.591,0.049,0.632,0.520,0.030,0.000,0.027,0.000,0.000,0.471,0.375,0.000,0.000,0.718,0.000,0.000,0.098,0.591,0.612,0.000
model.000.09.pdb,0.000,0.000,0.000,0.000,0.000,0.140,0.113,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.370,0.000,0.000,0.000,0.390,0.000,0.000,0.833,0.073,0.000,0.000,0.000,0.488
model.000.10.pdb,0.052,0.262,0.000,0.395,0.000,0.000,0.000,0.000,0.676,0.794,0.375,0.000,0.706,0.333,0.000,0.000,0.000,0.000,0.000,0.224,0.148,0.000,0.000,0.615,0.000,0.000,0.260,0.692,0.442,0.000
model.000.11.pdb,0.186,0.284,0.054,0.533,0.105,0.000,0.000,0.000,0.449,0.400,0.471,0.078,0.558,0.528,0.074,0.000,0.000,0.000,0.000,0.333,0.291,0.000,0.042,0.674,0.000,0.000,0.309,0.471,0.556,0.000
model.000.12.pdb,0.000,0.000,0.000,0.000,0.000,0.103,0.214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.069,0.000,0.000,0.000,0.333,0.000,0.000,0.226,0.018,0.016,0.000,0.000,0.333
model.000.13.pdb,0.158,0.367,0.014,0.327,0.035,0.000,0.000,0.000,0.558,0.610,0.511,0.016,0.658,0.453,0.030,0.000,0.000,0.000,0.000,0.333,0.288,0.000,0.000,0.744,0.000,0.000,0.153,0.732,0.600,0.000
model.000.14.pdb,0.356,0.069,0.568,0.000,0.350,0.121,0.062,0.318,0.000,0.000,0.065,0.538,0.000,0.091,0.488,0.196,0.614,0.050,0.568,0.145,0.216,0.000,0.610,0.000,0.000,0.157,0.000,0.000,0.119,0.000
model.000.15.pdb,0.400,0.536,0.114,0.169,0.189,0.000,0.000,0.015,0.291,0.346,0.562,0.169,0.457,0.653,0.159,0.000,0.096,0.000,0.068,0.633,0.511,0.000,0.103,0.500,0.000,0.000,0.043,0.389,0.647,0.000
