 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.490,0.000,0.135,0.609,0.000,0.254,0.271,0.000,0.317,0.024,0.013,0.178,0.219,0.609,0.385,0.024,0.066,0.091,0.000,0.600,0.136,0.000,0.096,0.246,0.000,0.000,0.068,0.667,0.127,0.000
model.000.01.pdb,0.658,0.000,0.233,0.641,0.000,0.333,0.354,0.000,0.380,0.000,0.062,0.310,0.333,0.684,0.632,0.028,0.000,0.000,0.000,0.476,0.250,0.000,0.038,0.315,0.013,0.000,0.091,0.489,0.013,0.032
model.000.02.pdb,0.304,0.000,0.500,0.156,0.000,0.088,0.119,0.039,0.162,0.000,0.254,0.323,0.200,0.194,0.385,0.091,0.000,0.000,0.088,0.200,0.364,0.000,0.034,0.174,0.160,0.000,0.068,0.127,0.000,0.339
model.000.03.pdb,0.067,0.031,0.154,0.016,0.000,0.016,0.048,0.164,0.077,0.000,0.458,0.242,0.190,0.016,0.068,0.014,0.000,0.000,0.444,0.000,0.347,0.015,0.000,0.161,0.068,0.029,0.197,0.000,0.000,0.610
model.000.04.pdb,0.148,0.000,0.025,0.203,0.000,0.479,0.565,0.000,0.583,0.000,0.434,0.482,0.500,0.224,0.131,0.000,0.000,0.000,0.291,0.045,0.333,0.000,0.000,0.696,0.000,0.000,0.569,0.242,0.000,0.125
model.000.05.pdb,0.091,0.000,0.224,0.034,0.000,0.034,0.051,0.098,0.065,0.000,0.375,0.217,0.182,0.034,0.135,0.044,0.000,0.000,0.220,0.000,0.319,0.000,0.000,0.115,0.104,0.000,0.095,0.000,0.000,0.824
model.000.06.pdb,0.069,0.039,0.023,0.083,0.013,0.279,0.295,0.050,0.297,0.000,0.596,0.429,0.367,0.099,0.041,0.000,0.000,0.000,0.560,0.000,0.362,0.026,0.000,0.417,0.000,0.000,0.508,0.105,0.000,0.274
model.000.07.pdb,0.476,0.000,0.141,0.658,0.000,0.465,0.488,0.000,0.545,0.000,0.079,0.316,0.367,0.615,0.452,0.000,0.000,0.000,0.016,0.356,0.231,0.000,0.000,0.429,0.000,0.000,0.169,0.643,0.000,0.032
model.000.08.pdb,0.400,0.000,0.104,0.641,0.000,0.524,0.548,0.000,0.533,0.000,0.078,0.288,0.360,0.600,0.378,0.000,0.000,0.000,0.016,0.348,0.226,0.000,0.000,0.420,0.000,0.000,0.200,0.707,0.000,0.016
model.000.09.pdb,0.000,0.471,0.024,0.000,0.345,0.000,0.000,0.404,0.000,0.410,0.000,0.000,0.000,0.000,0.000,0.200,0.246,0.235,0.028,0.000,0.000,0.531,0.422,0.000,0.192,0.549,0.011,0.000,0.219,0.000
model.000.10.pdb,0.000,0.298,0.025,0.043,0.304,0.000,0.000,0.145,0.000,0.574,0.000,0.000,0.000,0.028,0.000,0.169,0.429,0.431,0.000,0.109,0.000,0.298,0.636,0.000,0.147,0.258,0.011,0.068,0.375,0.000
model.000.11.pdb,0.211,0.000,0.067,0.400,0.061,0.167,0.164,0.000,0.190,0.093,0.000,0.079,0.088,0.321,0.193,0.013,0.149,0.159,0.000,0.511,0.044,0.000,0.101,0.116,0.000,0.000,0.098,0.462,0.197,0.000
