 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.418,0.510,0.042,0.000,0.333,0.000,0.219,0.000,0.027,0.027,0.000,0.577,0.529,0.000,0.527,0.000,0.056,0.060,0.076,0.614,0.327
model.000.01.pdb,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.717,0.169,0.000,0.552,0.000,0.356,0.014,0.129,0.145,0.000,0.647,0.509,0.000,0.623,0.000,0.219,0.123,0.028,0.404,0.190
model.000.02.pdb,0.500,0.341,0.095,0.000,0.138,0.000,0.028,0.415,0.475,0.000,0.115,0.585,0.188,0.097,0.000,0.095,0.538,0.581,0.619,0.349,0.106,0.015,0.000,0.103,0.196,0.457,0.676,0.000,0.000,0.016
model.000.03.pdb,0.057,0.038,0.057,0.000,0.000,0.000,0.000,0.000,0.000,0.353,0.468,0.035,0.000,0.645,0.000,0.438,0.025,0.034,0.058,0.038,0.412,0.533,0.012,0.508,0.000,0.125,0.024,0.037,0.441,0.130
model.000.04.pdb,0.512,0.719,0.226,0.000,0.127,0.000,0.030,0.543,0.486,0.000,0.000,0.271,0.359,0.042,0.000,0.121,0.697,0.422,0.488,0.688,0.000,0.000,0.000,0.000,0.295,0.312,0.318,0.000,0.000,0.000
model.000.05.pdb,0.000,0.000,0.074,0.255,0.000,0.224,0.085,0.000,0.000,0.197,0.029,0.000,0.000,0.012,0.235,0.028,0.000,0.000,0.000,0.000,0.027,0.058,0.585,0.026,0.016,0.000,0.000,0.100,0.065,0.046
model.000.06.pdb,0.014,0.048,0.190,0.650,0.385,0.378,0.580,0.049,0.048,0.000,0.000,0.000,0.145,0.000,0.625,0.000,0.031,0.000,0.000,0.067,0.000,0.000,0.340,0.000,0.218,0.000,0.000,0.153,0.000,0.000
model.000.07.pdb,0.121,0.032,0.000,0.000,0.000,0.000,0.000,0.016,0.016,0.213,0.460,0.167,0.000,0.585,0.000,0.542,0.048,0.123,0.159,0.050,0.418,0.396,0.000,0.509,0.000,0.309,0.098,0.000,0.264,0.095
model.000.08.pdb,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.471,0.574,0.029,0.000,0.491,0.000,0.339,0.000,0.014,0.014,0.000,0.549,0.705,0.015,0.588,0.000,0.106,0.015,0.030,0.511,0.129
model.000.09.pdb,0.029,0.089,0.183,0.378,0.478,0.289,0.562,0.111,0.109,0.000,0.000,0.000,0.229,0.000,0.452,0.000,0.051,0.000,0.000,0.111,0.000,0.000,0.189,0.000,0.312,0.000,0.000,0.164,0.000,0.000
model.000.10.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.690,0.522,0.000,0.000,0.266,0.000,0.183,0.000,0.000,0.000,0.000,0.471,0.614,0.016,0.481,0.000,0.000,0.000,0.103,0.684,0.269
model.000.11.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.404,0.549,0.056,0.000,0.343,0.000,0.212,0.000,0.039,0.039,0.000,0.680,0.538,0.014,0.564,0.000,0.054,0.090,0.074,0.553,0.415
model.000.12.pdb,0.000,0.000,0.129,0.488,0.081,0.425,0.213,0.000,0.000,0.045,0.000,0.000,0.036,0.000,0.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.676,0.000,0.088,0.000,0.000,0.086,0.016,0.000
model.000.13.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.583,0.596,0.000,0.000,0.387,0.000,0.267,0.000,0.014,0.000,0.000,0.538,0.652,0.030,0.608,0.000,0.042,0.030,0.062,0.605,0.203
model.000.14.pdb,0.578,0.298,0.127,0.000,0.030,0.000,0.000,0.277,0.271,0.000,0.129,0.634,0.135,0.157,0.000,0.224,0.378,0.628,0.667,0.304,0.103,0.014,0.000,0.100,0.068,0.683,0.524,0.000,0.000,0.015
model.000.15.pdb,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.612,0.134,0.000,0.698,0.000,0.455,0.014,0.113,0.113,0.000,0.585,0.538,0.000,0.654,0.000,0.200,0.123,0.000,0.377,0.103
model.000.16.pdb,0.000,0.000,0.000,0.016,0.000,0.000,0.026,0.000,0.000,0.644,0.404,0.000,0.000,0.183,0.067,0.104,0.000,0.000,0.000,0.000,0.345,0.423,0.082,0.356,0.000,0.000,0.000,0.288,0.489,0.353
model.000.17.pdb,0.000,0.000,0.143,0.312,0.015,0.341,0.118,0.000,0.000,0.091,0.014,0.000,0.053,0.000,0.240,0.000,0.000,0.000,0.000,0.000,0.013,0.029,0.524,0.013,0.049,0.000,0.000,0.032,0.032,0.000
model.000.18.pdb,0.138,0.280,0.644,0.121,0.029,0.271,0.013,0.167,0.123,0.000,0.000,0.061,0.319,0.063,0.067,0.104,0.182,0.123,0.141,0.235,0.000,0.000,0.031,0.000,0.245,0.108,0.063,0.000,0.000,0.000
model.000.19.pdb,0.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.681,0.152,0.000,0.607,0.000,0.379,0.014,0.113,0.129,0.000,0.647,0.509,0.014,0.686,0.000,0.238,0.123,0.014,0.404,0.154
