 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.440,0.000,0.339,0.281,0.000,0.177,0.213,0.000,0.258,0.000,0.238,0.491,0.351,0.304,0.511,0.051,0.000,0.000,0.058,0.224,0.396,0.000,0.011,0.290,0.089,0.000,0.134,0.215,0.000,0.194
model.000.01.pdb,0.000,0.095,0.068,0.000,0.030,0.000,0.030,0.276,0.058,0.000,0.404,0.159,0.125,0.000,0.000,0.040,0.000,0.000,0.545,0.000,0.232,0.095,0.000,0.103,0.095,0.106,0.173,0.000,0.000,0.380
model.000.02.pdb,0.000,0.268,0.000,0.045,0.458,0.000,0.000,0.086,0.000,0.608,0.000,0.000,0.000,0.029,0.000,0.111,0.638,0.569,0.000,0.097,0.000,0.246,0.475,0.000,0.051,0.154,0.047,0.056,0.518,0.000
model.000.03.pdb,0.641,0.000,0.316,0.383,0.000,0.250,0.294,0.000,0.321,0.000,0.148,0.426,0.380,0.477,0.800,0.027,0.000,0.014,0.016,0.340,0.347,0.000,0.038,0.286,0.013,0.000,0.104,0.340,0.026,0.138
model.000.04.pdb,0.045,0.143,0.080,0.076,0.183,0.000,0.000,0.027,0.000,0.383,0.000,0.000,0.000,0.076,0.045,0.286,0.418,0.421,0.000,0.150,0.000,0.143,0.492,0.000,0.135,0.101,0.000,0.100,0.387,0.000
model.000.05.pdb,0.086,0.011,0.456,0.011,0.000,0.000,0.000,0.118,0.000,0.086,0.033,0.063,0.022,0.047,0.130,0.597,0.043,0.065,0.011,0.074,0.034,0.023,0.178,0.000,0.569,0.205,0.000,0.033,0.030,0.111
model.000.06.pdb,0.413,0.000,0.520,0.222,0.000,0.119,0.136,0.000,0.183,0.000,0.092,0.279,0.207,0.294,0.561,0.101,0.000,0.013,0.000,0.280,0.241,0.000,0.064,0.141,0.129,0.000,0.049,0.200,0.025,0.155
model.000.07.pdb,0.000,0.018,0.000,0.143,0.143,0.191,0.188,0.000,0.151,0.153,0.000,0.015,0.034,0.077,0.000,0.000,0.167,0.179,0.000,0.174,0.000,0.036,0.074,0.125,0.000,0.000,0.188,0.265,0.145,0.000
model.000.08.pdb,0.465,0.000,0.104,0.641,0.000,0.455,0.477,0.000,0.500,0.000,0.113,0.310,0.360,0.600,0.378,0.000,0.000,0.000,0.016,0.319,0.275,0.000,0.000,0.449,0.000,0.000,0.183,0.591,0.000,0.032
model.000.09.pdb,0.340,0.000,0.156,0.391,0.000,0.123,0.121,0.000,0.150,0.027,0.000,0.101,0.097,0.422,0.348,0.088,0.127,0.156,0.000,0.632,0.066,0.000,0.141,0.109,0.000,0.000,0.000,0.429,0.179,0.000
