 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.111,0.500,0.057,0.512,0.000,0.014,0.121,0.014,0.029,0.000,0.000,0.000,0.000,0.578,0.081,0.000,0.000,0.138,0.096,0.000,0.222,0.489,0.000,0.182,0.222,0.000,0.062,0.000,0.056
model.000.01.pdb,0.000,0.000,0.341,0.038,0.719,0.000,0.048,0.032,0.000,0.089,0.000,0.000,0.000,0.000,0.298,0.000,0.000,0.000,0.280,0.000,0.000,0.288,0.727,0.000,0.100,0.400,0.000,0.157,0.000,0.119
model.000.02.pdb,0.000,0.000,0.095,0.057,0.226,0.074,0.190,0.000,0.000,0.183,0.000,0.000,0.129,0.000,0.127,0.000,0.000,0.143,0.644,0.000,0.000,0.167,0.196,0.111,0.000,0.500,0.000,0.438,0.000,0.101
model.000.03.pdb,0.000,0.000,0.000,0.000,0.000,0.255,0.650,0.000,0.000,0.378,0.000,0.000,0.488,0.000,0.000,0.000,0.016,0.312,0.121,0.000,0.034,0.133,0.036,0.419,0.000,0.036,0.000,0.429,0.000,0.264
model.000.04.pdb,0.000,0.000,0.138,0.000,0.127,0.000,0.385,0.000,0.000,0.478,0.000,0.000,0.081,0.000,0.030,0.000,0.000,0.015,0.029,0.000,0.000,0.682,0.231,0.288,0.148,0.016,0.000,0.222,0.000,0.521
model.000.05.pdb,0.000,0.000,0.000,0.000,0.000,0.224,0.378,0.000,0.000,0.289,0.000,0.000,0.425,0.000,0.000,0.000,0.000,0.341,0.271,0.000,0.000,0.123,0.059,0.239,0.000,0.104,0.000,0.514,0.000,0.145
model.000.06.pdb,0.000,0.000,0.028,0.000,0.030,0.085,0.580,0.000,0.000,0.562,0.000,0.000,0.213,0.000,0.000,0.000,0.026,0.118,0.013,0.000,0.042,0.350,0.076,0.574,0.030,0.000,0.000,0.259,0.000,0.600
model.000.07.pdb,0.000,0.000,0.415,0.000,0.543,0.000,0.049,0.016,0.000,0.111,0.000,0.000,0.000,0.000,0.277,0.000,0.000,0.000,0.167,0.000,0.000,0.435,0.697,0.000,0.174,0.222,0.000,0.115,0.000,0.140
model.000.08.pdb,0.000,0.000,0.475,0.000,0.486,0.000,0.048,0.016,0.000,0.109,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.123,0.000,0.000,0.457,0.676,0.000,0.250,0.191,0.000,0.113,0.000,0.138
model.000.09.pdb,0.418,0.333,0.000,0.353,0.000,0.197,0.000,0.213,0.471,0.000,0.690,0.404,0.045,0.583,0.000,0.333,0.644,0.091,0.000,0.311,0.346,0.000,0.000,0.000,0.000,0.000,0.509,0.000,0.451,0.000
model.000.10.pdb,0.510,0.717,0.115,0.468,0.000,0.029,0.000,0.460,0.574,0.000,0.522,0.549,0.000,0.596,0.129,0.612,0.404,0.014,0.000,0.681,0.131,0.000,0.000,0.000,0.123,0.000,0.708,0.000,0.490,0.000
model.000.11.pdb,0.042,0.169,0.585,0.035,0.271,0.000,0.000,0.167,0.029,0.000,0.000,0.056,0.000,0.000,0.634,0.134,0.000,0.000,0.061,0.152,0.000,0.141,0.286,0.000,0.419,0.127,0.053,0.000,0.029,0.014
model.000.12.pdb,0.000,0.000,0.188,0.000,0.359,0.000,0.145,0.000,0.000,0.229,0.000,0.000,0.036,0.000,0.135,0.000,0.000,0.053,0.319,0.000,0.000,0.354,0.447,0.055,0.019,0.385,0.000,0.390,0.000,0.208
model.000.13.pdb,0.333,0.552,0.097,0.645,0.042,0.012,0.000,0.585,0.491,0.000,0.266,0.343,0.000,0.387,0.157,0.698,0.183,0.000,0.063,0.607,0.026,0.000,0.000,0.000,0.103,0.070,0.409,0.000,0.273,0.000
model.000.14.pdb,0.000,0.000,0.000,0.000,0.000,0.235,0.625,0.000,0.000,0.452,0.000,0.000,0.429,0.000,0.000,0.000,0.067,0.240,0.067,0.000,0.091,0.155,0.036,0.538,0.000,0.018,0.000,0.311,0.000,0.320
model.000.15.pdb,0.219,0.356,0.095,0.438,0.121,0.028,0.000,0.542,0.339,0.000,0.183,0.212,0.000,0.267,0.224,0.455,0.104,0.000,0.104,0.379,0.014,0.000,0.031,0.000,0.032,0.138,0.239,0.000,0.156,0.000
model.000.16.pdb,0.000,0.014,0.538,0.025,0.697,0.000,0.031,0.048,0.000,0.051,0.000,0.000,0.000,0.000,0.378,0.014,0.000,0.000,0.182,0.014,0.000,0.308,0.526,0.000,0.217,0.295,0.000,0.071,0.000,0.081
model.000.17.pdb,0.027,0.129,0.581,0.034,0.422,0.000,0.000,0.123,0.014,0.000,0.000,0.039,0.000,0.014,0.628,0.113,0.000,0.000,0.123,0.113,0.000,0.169,0.347,0.000,0.280,0.204,0.038,0.030,0.014,0.027
model.000.18.pdb,0.027,0.145,0.619,0.058,0.488,0.000,0.000,0.159,0.014,0.000,0.000,0.039,0.000,0.000,0.667,0.113,0.000,0.000,0.141,0.129,0.000,0.206,0.404,0.000,0.255,0.226,0.038,0.046,0.014,0.027
model.000.19.pdb,0.000,0.000,0.349,0.038,0.688,0.000,0.067,0.050,0.000,0.111,0.000,0.000,0.000,0.000,0.304,0.000,0.000,0.000,0.235,0.000,0.000,0.347,0.750,0.000,0.102,0.341,0.000,0.137,0.000,0.140
model.000.20.pdb,0.577,0.647,0.106,0.412,0.000,0.027,0.000,0.418,0.549,0.000,0.471,0.680,0.000,0.538,0.103,0.585,0.345,0.013,0.000,0.647,0.121,0.000,0.000,0.000,0.169,0.000,0.706,0.000,0.592,0.000
model.000.21.pdb,0.529,0.509,0.015,0.533,0.000,0.058,0.000,0.396,0.705,0.000,0.614,0.538,0.000,0.652,0.014,0.538,0.423,0.029,0.000,0.509,0.167,0.000,0.000,0.000,0.032,0.000,0.694,0.000,0.542,0.000
model.000.22.pdb,0.000,0.000,0.000,0.012,0.000,0.585,0.340,0.000,0.015,0.189,0.016,0.014,0.676,0.030,0.000,0.000,0.082,0.524,0.031,0.014,0.127,0.015,0.000,0.240,0.000,0.000,0.014,0.151,0.015,0.097
model.000.23.pdb,0.527,0.623,0.103,0.508,0.000,0.026,0.000,0.509,0.588,0.000,0.481,0.564,0.000,0.608,0.100,0.654,0.356,0.013,0.000,0.686,0.152,0.000,0.000,0.000,0.109,0.000,0.618,0.000,0.481,0.000
model.000.24.pdb,0.000,0.000,0.196,0.000,0.295,0.016,0.218,0.000,0.000,0.312,0.000,0.000,0.088,0.000,0.068,0.000,0.000,0.049,0.245,0.000,0.000,0.408,0.439,0.107,0.056,0.318,0.000,0.452,0.000,0.259
