 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.409,0.083,0.628,0.000,0.486,0.031,0.014,0.372,0.000,0.000,0.081,0.564,0.000,0.123,0.711,0.088,0.600,0.049,0.489,0.161,0.235,0.000,0.595,0.000,0.000,0.034,0.000,0.000,0.152,0.000
model.000.01.pdb,0.317,0.094,0.265,0.262,0.424,0.000,0.000,0.062,0.078,0.019,0.157,0.325,0.085,0.226,0.295,0.000,0.143,0.000,0.127,0.185,0.250,0.000,0.229,0.143,0.000,0.000,0.167,0.035,0.259,0.000
model.000.02.pdb,0.440,0.143,0.569,0.000,0.327,0.086,0.053,0.353,0.000,0.000,0.116,0.479,0.015,0.153,0.562,0.161,0.673,0.072,0.569,0.206,0.281,0.000,0.571,0.014,0.000,0.111,0.000,0.000,0.162,0.000
model.000.03.pdb,0.000,0.000,0.012,0.000,0.000,0.099,0.065,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.042,0.012,0.288,0.025,0.000,0.000,0.296,0.000,0.000,0.681,0.043,0.041,0.000,0.000,0.542
model.000.04.pdb,0.255,0.037,0.638,0.000,0.476,0.058,0.013,0.535,0.000,0.000,0.057,0.478,0.000,0.081,0.636,0.113,0.646,0.183,0.571,0.097,0.129,0.000,0.574,0.000,0.042,0.031,0.000,0.000,0.107,0.000
model.000.05.pdb,0.130,0.400,0.000,0.277,0.038,0.000,0.000,0.000,0.512,0.564,0.500,0.034,0.758,0.469,0.016,0.000,0.000,0.000,0.000,0.340,0.240,0.000,0.000,0.703,0.000,0.000,0.125,0.571,0.562,0.000
model.000.06.pdb,0.725,0.232,0.375,0.062,0.348,0.014,0.027,0.138,0.045,0.015,0.233,0.478,0.082,0.270,0.440,0.062,0.411,0.000,0.305,0.339,0.556,0.000,0.370,0.109,0.000,0.063,0.000,0.057,0.339,0.000
model.000.07.pdb,0.314,0.051,0.667,0.065,0.500,0.060,0.000,0.422,0.015,0.000,0.075,0.535,0.016,0.114,0.750,0.117,0.540,0.113,0.531,0.132,0.214,0.000,0.600,0.030,0.000,0.048,0.045,0.000,0.141,0.000
model.000.08.pdb,0.000,0.000,0.152,0.000,0.089,0.091,0.041,0.300,0.000,0.000,0.000,0.081,0.000,0.000,0.145,0.097,0.130,0.373,0.152,0.000,0.000,0.123,0.106,0.000,0.304,0.065,0.014,0.000,0.000,0.115
model.000.09.pdb,0.229,0.119,0.175,0.415,0.238,0.000,0.000,0.000,0.176,0.113,0.164,0.184,0.191,0.250,0.192,0.000,0.062,0.000,0.047,0.190,0.224,0.000,0.143,0.220,0.000,0.000,0.298,0.123,0.304,0.000
model.000.10.pdb,0.136,0.383,0.000,0.294,0.034,0.000,0.000,0.000,0.581,0.675,0.565,0.031,0.684,0.500,0.014,0.000,0.000,0.000,0.000,0.351,0.236,0.000,0.000,0.683,0.000,0.000,0.131,0.674,0.528,0.000
