 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.209,0.000,0.054,0.327,0.129,0.043,0.213,0.164,0.469,0.565,0.315,0.319,0.029,0.328,0.219,0.000,0.660,0.000,0.225,0.127,0.154,0.041,0.000,0.000,0.171,0.429,0.000,0.417,0.429,0.054
model.000.01.pdb,0.420,0.000,0.000,0.575,0.030,0.087,0.391,0.059,0.550,0.378,0.386,0.529,0.071,0.523,0.068,0.000,0.333,0.000,0.085,0.029,0.204,0.098,0.000,0.000,0.043,0.167,0.000,0.261,0.667,0.062
model.000.02.pdb,0.620,0.134,0.000,0.431,0.013,0.276,0.644,0.000,0.161,0.161,0.145,0.348,0.228,0.283,0.023,0.000,0.099,0.000,0.074,0.026,0.442,0.453,0.042,0.304,0.012,0.053,0.000,0.062,0.273,0.322
model.000.03.pdb,0.180,0.558,0.000,0.085,0.000,0.073,0.083,0.000,0.033,0.000,0.051,0.000,0.694,0.115,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.214,0.179,0.422,0.000,0.000,0.000,0.000,0.034,0.131
model.000.04.pdb,0.200,0.159,0.000,0.167,0.000,0.000,0.044,0.151,0.302,0.045,0.447,0.017,0.288,0.370,0.000,0.000,0.103,0.000,0.000,0.000,0.014,0.014,0.000,0.077,0.000,0.041,0.000,0.204,0.288,0.027
model.000.05.pdb,0.214,0.312,0.000,0.154,0.000,0.120,0.173,0.000,0.035,0.000,0.055,0.000,0.500,0.103,0.000,0.000,0.000,0.000,0.000,0.000,0.127,0.306,0.148,0.538,0.000,0.000,0.000,0.000,0.056,0.204
model.000.06.pdb,0.149,0.379,0.000,0.085,0.000,0.010,0.026,0.062,0.134,0.000,0.210,0.000,0.396,0.227,0.000,0.000,0.051,0.000,0.000,0.000,0.013,0.066,0.053,0.149,0.000,0.012,0.000,0.059,0.138,0.025
model.000.07.pdb,0.296,0.000,0.000,0.378,0.015,0.024,0.235,0.152,0.794,0.271,0.538,0.308,0.054,0.535,0.040,0.000,0.367,0.000,0.041,0.000,0.103,0.031,0.000,0.000,0.014,0.169,0.000,0.357,0.639,0.000
model.000.08.pdb,0.268,0.000,0.000,0.340,0.015,0.012,0.185,0.227,0.722,0.292,0.649,0.268,0.053,0.523,0.039,0.000,0.360,0.000,0.041,0.000,0.083,0.015,0.000,0.000,0.014,0.167,0.000,0.450,0.579,0.000
model.000.09.pdb,0.000,0.056,0.279,0.000,0.197,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.236,0.705,0.000,0.423,0.115,0.176,0.000,0.013,0.230,0.014,0.242,0.026,0.773,0.000,0.000,0.000
model.000.10.pdb,0.000,0.000,0.571,0.000,0.472,0.091,0.000,0.125,0.000,0.109,0.000,0.000,0.000,0.000,0.492,0.510,0.100,0.521,0.323,0.436,0.000,0.000,0.057,0.000,0.446,0.234,0.510,0.117,0.000,0.000
model.000.11.pdb,0.100,0.000,0.138,0.131,0.172,0.011,0.111,0.395,0.283,0.478,0.218,0.184,0.000,0.197,0.232,0.000,0.542,0.000,0.258,0.152,0.076,0.014,0.000,0.000,0.182,0.434,0.000,0.488,0.179,0.014
model.000.12.pdb,0.605,0.032,0.000,0.649,0.000,0.090,0.442,0.000,0.395,0.176,0.372,0.282,0.208,0.512,0.000,0.000,0.158,0.000,0.014,0.000,0.260,0.121,0.000,0.130,0.000,0.046,0.000,0.167,0.568,0.100
model.000.13.pdb,0.022,0.000,0.375,0.037,0.679,0.244,0.077,0.104,0.000,0.171,0.000,0.075,0.000,0.000,0.623,0.269,0.114,0.448,0.565,0.667,0.149,0.074,0.037,0.000,0.586,0.324,0.275,0.099,0.013,0.173
model.000.14.pdb,0.109,0.650,0.000,0.068,0.000,0.036,0.049,0.000,0.016,0.000,0.034,0.000,0.500,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.136,0.161,0.312,0.000,0.000,0.000,0.000,0.034,0.079
model.000.15.pdb,0.052,0.000,0.238,0.090,0.519,0.276,0.121,0.032,0.014,0.333,0.000,0.170,0.000,0.027,0.534,0.172,0.182,0.298,0.582,0.429,0.172,0.100,0.042,0.000,0.577,0.379,0.164,0.079,0.061,0.182
model.000.16.pdb,0.263,0.000,0.015,0.422,0.045,0.060,0.275,0.196,0.537,0.465,0.476,0.432,0.034,0.388,0.096,0.000,0.408,0.000,0.099,0.044,0.179,0.079,0.000,0.000,0.074,0.246,0.000,0.439,0.605,0.045
model.000.17.pdb,0.159,0.000,0.100,0.241,0.130,0.032,0.177,0.260,0.365,0.479,0.250,0.298,0.000,0.267,0.189,0.000,0.674,0.014,0.211,0.129,0.121,0.041,0.000,0.000,0.157,0.519,0.013,0.457,0.302,0.027
model.000.18.pdb,0.176,0.000,0.100,0.286,0.164,0.043,0.197,0.235,0.420,0.543,0.296,0.326,0.000,0.310,0.222,0.000,0.711,0.014,0.246,0.162,0.138,0.041,0.000,0.000,0.191,0.491,0.000,0.489,0.353,0.041
model.000.19.pdb,0.346,0.000,0.000,0.550,0.046,0.062,0.340,0.060,0.605,0.386,0.429,0.457,0.073,0.535,0.068,0.000,0.340,0.000,0.086,0.045,0.185,0.065,0.000,0.000,0.044,0.169,0.000,0.267,0.735,0.063
model.000.20.pdb,0.000,0.000,0.640,0.000,0.431,0.098,0.000,0.172,0.000,0.086,0.000,0.000,0.000,0.000,0.476,0.491,0.079,0.500,0.300,0.377,0.000,0.000,0.053,0.000,0.410,0.217,0.464,0.108,0.000,0.012
model.000.21.pdb,0.000,0.000,0.368,0.000,0.386,0.169,0.000,0.032,0.000,0.043,0.000,0.000,0.000,0.000,0.391,0.562,0.000,0.609,0.261,0.379,0.014,0.000,0.087,0.000,0.390,0.127,0.560,0.015,0.000,0.054
model.000.22.pdb,0.028,0.619,0.000,0.016,0.000,0.085,0.015,0.000,0.000,0.000,0.000,0.000,0.348,0.000,0.000,0.047,0.000,0.015,0.000,0.000,0.015,0.211,0.426,0.413,0.000,0.000,0.077,0.000,0.000,0.061
model.000.23.pdb,0.000,0.000,0.527,0.000,0.491,0.132,0.000,0.111,0.000,0.114,0.000,0.000,0.000,0.000,0.508,0.473,0.077,0.509,0.368,0.458,0.025,0.000,0.052,0.000,0.492,0.246,0.500,0.104,0.000,0.050
model.000.24.pdb,0.521,0.097,0.000,0.548,0.000,0.072,0.347,0.018,0.391,0.123,0.400,0.200,0.265,0.533,0.000,0.000,0.148,0.000,0.013,0.000,0.175,0.113,0.000,0.140,0.000,0.043,0.000,0.200,0.512,0.077
model.000.25.pdb,0.097,0.000,0.134,0.183,0.262,0.080,0.161,0.192,0.207,0.667,0.131,0.250,0.000,0.154,0.359,0.000,0.490,0.029,0.393,0.300,0.141,0.042,0.000,0.000,0.311,0.592,0.000,0.347,0.172,0.086
model.000.26.pdb,0.121,0.000,0.145,0.158,0.125,0.011,0.098,0.462,0.354,0.354,0.255,0.196,0.000,0.250,0.155,0.000,0.479,0.015,0.159,0.106,0.046,0.014,0.000,0.000,0.087,0.377,0.014,0.525,0.235,0.000
model.000.27.pdb,0.000,0.232,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.068,0.014,0.025,0.153,0.000,0.015,0.000,0.028,0.000,0.000,0.097,0.031,0.014,0.000,0.109,0.000,0.000,0.000
model.000.28.pdb,0.000,0.000,0.392,0.000,0.263,0.111,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.281,0.700,0.000,0.523,0.143,0.259,0.000,0.014,0.097,0.015,0.250,0.058,0.651,0.000,0.000,0.000
model.000.29.pdb,0.000,0.029,0.352,0.000,0.104,0.000,0.000,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.346,0.000,0.131,0.038,0.154,0.000,0.000,0.061,0.000,0.069,0.056,0.281,0.016,0.000,0.000
