 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.288,0.037,0.027,0.293,0.000,0.000,0.141,0.000,0.554,0.000,0.000,0.000,0.014,0.000,0.214,0.439,0.441,0.000,0.090,0.000,0.288,0.614,0.000,0.158,0.231,0.011,0.052,0.385,0.000
model.000.01.pdb,0.278,0.000,0.538,0.129,0.000,0.061,0.092,0.041,0.136,0.000,0.210,0.262,0.156,0.167,0.388,0.127,0.000,0.000,0.077,0.172,0.291,0.000,0.036,0.116,0.186,0.000,0.047,0.101,0.000,0.340
model.000.02.pdb,0.049,0.000,0.210,0.000,0.000,0.000,0.015,0.224,0.029,0.000,0.273,0.132,0.131,0.000,0.050,0.103,0.000,0.000,0.250,0.000,0.245,0.015,0.000,0.091,0.200,0.061,0.090,0.000,0.000,0.535
model.000.03.pdb,0.237,0.000,0.037,0.423,0.057,0.233,0.230,0.000,0.234,0.075,0.000,0.103,0.130,0.321,0.200,0.000,0.110,0.120,0.000,0.440,0.056,0.000,0.058,0.174,0.000,0.000,0.106,0.509,0.141,0.000
model.000.04.pdb,0.086,0.147,0.074,0.100,0.185,0.000,0.000,0.051,0.012,0.413,0.000,0.011,0.000,0.100,0.071,0.243,0.400,0.450,0.000,0.210,0.000,0.147,0.567,0.000,0.111,0.139,0.000,0.137,0.373,0.000
model.000.05.pdb,0.000,0.511,0.013,0.000,0.400,0.000,0.000,0.267,0.000,0.547,0.000,0.000,0.000,0.000,0.000,0.159,0.351,0.311,0.000,0.000,0.000,0.511,0.450,0.000,0.153,0.389,0.023,0.000,0.328,0.000
model.000.06.pdb,0.367,0.000,0.147,0.283,0.000,0.259,0.327,0.014,0.327,0.000,0.404,0.509,0.469,0.308,0.435,0.000,0.000,0.000,0.133,0.138,0.643,0.000,0.000,0.389,0.013,0.000,0.173,0.233,0.000,0.278
model.000.07.pdb,0.108,0.050,0.274,0.092,0.064,0.000,0.000,0.000,0.011,0.218,0.000,0.022,0.000,0.122,0.110,0.409,0.268,0.257,0.000,0.191,0.000,0.037,0.408,0.000,0.263,0.086,0.000,0.127,0.256,0.000
model.000.08.pdb,0.000,0.400,0.024,0.013,0.520,0.000,0.000,0.171,0.000,0.833,0.000,0.000,0.000,0.000,0.000,0.147,0.537,0.433,0.000,0.057,0.000,0.375,0.500,0.000,0.141,0.266,0.079,0.025,0.444,0.000
model.000.09.pdb,0.062,0.076,0.081,0.014,0.029,0.061,0.092,0.118,0.136,0.000,0.596,0.302,0.233,0.014,0.062,0.000,0.000,0.000,0.750,0.000,0.315,0.060,0.000,0.185,0.025,0.042,0.304,0.000,0.000,0.449
