 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.063,0.000,0.228,0.000,0.109,0.115,0.071,0.032,0.000,0.000,0.083,0.226,0.306,0.066,0.076,0.129,0.034,0.326,0.197,0.352,0.291,0.000,0.193,0.000,0.190,0.028,0.089,0.074,0.000,0.255
model.000.01.pdb,0.092,0.000,0.049,0.000,0.013,0.105,0.056,0.025,0.000,0.000,0.133,0.045,0.212,0.125,0.160,0.483,0.000,0.123,0.035,0.391,0.243,0.000,0.037,0.000,0.338,0.127,0.027,0.057,0.000,0.062
model.000.02.pdb,0.000,0.177,0.418,0.175,0.190,0.070,0.172,0.141,0.000,0.051,0.036,0.556,0.125,0.000,0.039,0.000,0.283,0.275,0.558,0.141,0.129,0.224,0.520,0.000,0.064,0.000,0.255,0.082,0.045,0.571
model.000.03.pdb,0.435,0.000,0.000,0.000,0.000,0.634,0.000,0.000,0.000,0.088,0.000,0.000,0.500,0.488,0.000,0.030,0.035,0.273,0.014,0.286,0.458,0.000,0.000,0.113,0.014,0.000,0.000,0.000,0.221,0.000
model.000.04.pdb,0.017,0.094,0.145,0.093,0.038,0.089,0.039,0.018,0.000,0.030,0.000,0.278,0.213,0.018,0.000,0.000,0.262,0.429,0.320,0.179,0.185,0.143,0.326,0.000,0.015,0.000,0.059,0.000,0.041,0.292
model.000.05.pdb,0.000,0.131,0.156,0.111,0.354,0.000,0.455,0.353,0.119,0.026,0.464,0.127,0.000,0.000,0.471,0.042,0.000,0.000,0.132,0.000,0.000,0.117,0.161,0.000,0.295,0.400,0.250,0.512,0.011,0.159
model.000.06.pdb,0.000,0.043,0.083,0.042,0.190,0.000,0.308,0.237,0.129,0.000,0.564,0.050,0.000,0.000,0.580,0.130,0.000,0.000,0.080,0.000,0.000,0.044,0.101,0.000,0.361,0.653,0.150,0.404,0.000,0.100
model.000.07.pdb,0.000,0.409,0.457,0.400,0.381,0.000,0.267,0.319,0.000,0.091,0.087,0.622,0.000,0.000,0.097,0.000,0.267,0.080,0.591,0.014,0.015,0.500,0.477,0.000,0.043,0.000,0.487,0.196,0.025,0.467
model.000.08.pdb,0.388,0.000,0.000,0.000,0.000,0.380,0.000,0.000,0.000,0.027,0.000,0.000,0.300,0.571,0.000,0.127,0.000,0.094,0.000,0.451,0.385,0.000,0.000,0.044,0.013,0.000,0.000,0.000,0.090,0.000
model.000.09.pdb,0.288,0.000,0.000,0.000,0.000,0.308,0.000,0.000,0.000,0.027,0.000,0.000,0.231,0.444,0.000,0.207,0.000,0.056,0.000,0.460,0.315,0.000,0.000,0.045,0.042,0.000,0.000,0.000,0.077,0.000
model.000.10.pdb,0.180,0.000,0.027,0.000,0.000,0.217,0.000,0.000,0.000,0.000,0.037,0.025,0.327,0.296,0.027,0.230,0.000,0.192,0.040,0.529,0.462,0.000,0.028,0.000,0.127,0.026,0.000,0.000,0.011,0.057
model.000.11.pdb,0.015,0.067,0.278,0.066,0.132,0.063,0.093,0.032,0.000,0.014,0.055,0.389,0.167,0.016,0.045,0.015,0.204,0.333,0.412,0.180,0.148,0.107,0.426,0.000,0.088,0.000,0.132,0.075,0.025,0.447
model.000.12.pdb,0.255,0.000,0.000,0.000,0.000,0.275,0.000,0.000,0.000,0.029,0.000,0.000,0.326,0.378,0.000,0.218,0.000,0.125,0.000,0.556,0.360,0.000,0.000,0.047,0.043,0.000,0.000,0.000,0.052,0.000
model.000.13.pdb,0.182,0.000,0.038,0.000,0.000,0.274,0.000,0.000,0.000,0.000,0.035,0.061,0.442,0.246,0.025,0.227,0.000,0.259,0.050,0.615,0.577,0.000,0.039,0.013,0.132,0.024,0.000,0.000,0.033,0.081
model.000.14.pdb,0.014,0.172,0.377,0.169,0.164,0.076,0.125,0.115,0.000,0.040,0.013,0.491,0.175,0.015,0.014,0.000,0.286,0.333,0.520,0.169,0.156,0.222,0.449,0.000,0.068,0.000,0.208,0.052,0.036,0.500
model.000.15.pdb,0.000,0.161,0.273,0.158,0.488,0.000,0.667,0.477,0.029,0.014,0.418,0.188,0.000,0.000,0.420,0.061,0.000,0.000,0.237,0.000,0.000,0.167,0.259,0.000,0.293,0.237,0.419,0.657,0.000,0.278
model.000.16.pdb,0.000,0.210,0.600,0.206,0.291,0.000,0.273,0.230,0.000,0.012,0.114,0.654,0.072,0.000,0.110,0.026,0.186,0.136,0.596,0.107,0.066,0.237,0.696,0.000,0.133,0.012,0.392,0.172,0.000,0.646
model.000.17.pdb,0.000,0.489,0.263,0.417,0.465,0.000,0.265,0.595,0.197,0.185,0.143,0.219,0.000,0.000,0.106,0.000,0.088,0.000,0.210,0.000,0.000,0.383,0.129,0.043,0.055,0.119,0.312,0.333,0.075,0.127
model.000.18.pdb,0.000,0.217,0.560,0.233,0.278,0.000,0.259,0.217,0.000,0.037,0.089,0.647,0.043,0.000,0.097,0.013,0.214,0.121,0.558,0.080,0.053,0.268,0.727,0.026,0.107,0.000,0.380,0.158,0.022,0.674
