 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.000,0.542,0.000,0.364,0.069,0.000,0.091,0.000,0.030,0.000,0.000,0.000,0.000,0.349,0.511,0.014,0.400,0.221,0.357,0.000,0.000,0.014,0.000,0.345,0.134,0.451,0.016,0.000,0.014
model.000.01.pdb,0.000,0.000,0.551,0.000,0.571,0.067,0.000,0.127,0.000,0.148,0.000,0.000,0.000,0.000,0.582,0.352,0.118,0.469,0.417,0.560,0.014,0.000,0.028,0.000,0.538,0.300,0.407,0.119,0.000,0.027
model.000.02.pdb,0.133,0.000,0.102,0.200,0.119,0.000,0.109,0.342,0.405,0.439,0.349,0.225,0.000,0.280,0.152,0.000,0.548,0.000,0.175,0.098,0.051,0.000,0.000,0.000,0.113,0.340,0.000,0.774,0.295,0.000
model.000.03.pdb,0.034,0.000,0.313,0.037,0.483,0.305,0.077,0.014,0.000,0.108,0.000,0.075,0.000,0.000,0.478,0.393,0.035,0.585,0.406,0.500,0.164,0.101,0.076,0.000,0.460,0.169,0.419,0.013,0.026,0.205
model.000.04.pdb,0.280,0.000,0.000,0.514,0.051,0.081,0.357,0.068,0.447,0.486,0.317,0.607,0.019,0.395,0.091,0.000,0.386,0.000,0.094,0.050,0.234,0.091,0.000,0.000,0.066,0.212,0.000,0.275,0.559,0.070
model.000.05.pdb,0.000,0.396,0.000,0.000,0.000,0.158,0.000,0.000,0.000,0.000,0.000,0.000,0.173,0.000,0.000,0.100,0.000,0.048,0.000,0.000,0.015,0.236,0.737,0.362,0.000,0.000,0.131,0.000,0.000,0.078
model.000.06.pdb,0.175,0.533,0.000,0.100,0.000,0.023,0.047,0.000,0.083,0.000,0.123,0.000,0.615,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.129,0.115,0.269,0.000,0.000,0.000,0.017,0.086,0.060
model.000.07.pdb,0.000,0.000,0.429,0.032,0.732,0.127,0.031,0.077,0.016,0.231,0.000,0.059,0.000,0.015,0.528,0.241,0.129,0.375,0.549,0.565,0.063,0.000,0.000,0.000,0.609,0.358,0.250,0.091,0.000,0.077
model.000.08.pdb,0.000,0.000,0.392,0.000,0.440,0.154,0.000,0.018,0.000,0.066,0.000,0.000,0.000,0.000,0.464,0.511,0.000,0.675,0.290,0.404,0.030,0.000,0.079,0.000,0.471,0.159,0.543,0.000,0.000,0.060
model.000.09.pdb,0.207,0.327,0.000,0.148,0.000,0.012,0.086,0.000,0.151,0.000,0.250,0.000,0.475,0.269,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.082,0.016,0.192,0.000,0.000,0.000,0.018,0.157,0.047
