 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.000,0.000,0.000,0.000,0.477,0.367,0.000,0.000,0.189,0.000,0.000,0.771,0.000,0.000,0.000,0.015,0.600,0.158,0.000,0.033,0.045,0.017,0.240,0.000,0.036,0.000,0.298,0.000,0.097
model.000.01.pdb,0.000,0.000,0.333,0.026,0.677,0.000,0.051,0.017,0.000,0.094,0.000,0.000,0.000,0.000,0.261,0.000,0.000,0.000,0.271,0.000,0.000,0.306,0.742,0.000,0.083,0.359,0.000,0.167,0.000,0.125
model.000.02.pdb,0.000,0.000,0.063,0.071,0.189,0.076,0.177,0.000,0.000,0.169,0.000,0.000,0.133,0.000,0.095,0.000,0.000,0.148,0.674,0.000,0.000,0.119,0.161,0.097,0.000,0.455,0.000,0.426,0.000,0.088
model.000.03.pdb,0.000,0.000,0.452,0.000,0.462,0.000,0.063,0.015,0.000,0.125,0.000,0.000,0.000,0.000,0.260,0.000,0.000,0.000,0.138,0.000,0.000,0.500,0.639,0.000,0.239,0.184,0.000,0.130,0.000,0.172
model.000.04.pdb,0.027,0.164,0.634,0.071,0.500,0.000,0.000,0.180,0.028,0.000,0.000,0.026,0.000,0.000,0.643,0.130,0.000,0.000,0.143,0.147,0.000,0.190,0.383,0.000,0.260,0.231,0.038,0.031,0.000,0.028
model.000.05.pdb,0.050,0.178,0.531,0.101,0.340,0.000,0.000,0.250,0.080,0.000,0.000,0.049,0.000,0.038,0.638,0.178,0.000,0.000,0.096,0.194,0.000,0.153,0.281,0.000,0.268,0.161,0.060,0.000,0.026,0.025
model.000.06.pdb,0.000,0.000,0.145,0.000,0.157,0.000,0.327,0.000,0.000,0.444,0.000,0.000,0.049,0.000,0.032,0.000,0.000,0.015,0.046,0.000,0.000,0.732,0.298,0.255,0.113,0.053,0.000,0.260,0.000,0.522
model.000.07.pdb,0.000,0.000,0.000,0.000,0.000,0.224,0.378,0.000,0.000,0.289,0.000,0.000,0.425,0.000,0.000,0.000,0.000,0.341,0.271,0.000,0.000,0.123,0.059,0.239,0.000,0.104,0.000,0.514,0.000,0.145
model.000.08.pdb,0.333,0.525,0.097,0.645,0.042,0.000,0.000,0.585,0.441,0.000,0.227,0.343,0.000,0.365,0.157,0.607,0.167,0.000,0.063,0.579,0.039,0.000,0.000,0.000,0.103,0.070,0.388,0.000,0.235,0.000
model.000.09.pdb,0.075,0.028,0.000,0.036,0.000,0.081,0.150,0.000,0.030,0.161,0.121,0.088,0.085,0.061,0.000,0.000,0.259,0.031,0.000,0.014,0.455,0.060,0.000,0.306,0.000,0.000,0.055,0.016,0.079,0.250
