 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.000,0.000,0.000,0.027,0.050,0.000,0.000,0.333,0.075,0.000,0.039,0.056,0.000,0.588,0.000,0.500,0.509,0.620,0.000,0.000,0.000,0.537,0.000,0.267,0.469,0.565,0.490,0.027,0.000
model.000.01.pdb,0.000,0.000,0.000,0.000,0.164,0.178,0.000,0.000,0.525,0.028,0.000,0.155,0.132,0.000,0.660,0.000,0.426,0.608,0.660,0.000,0.000,0.000,0.700,0.000,0.529,0.682,0.542,0.500,0.164,0.000
model.000.02.pdb,0.000,0.333,0.063,0.452,0.634,0.531,0.145,0.000,0.097,0.000,0.029,0.479,0.692,0.400,0.108,0.066,0.100,0.092,0.108,0.000,0.000,0.311,0.104,0.351,0.155,0.105,0.000,0.031,0.595,0.302
model.000.03.pdb,0.000,0.026,0.071,0.000,0.071,0.101,0.000,0.000,0.645,0.036,0.000,0.080,0.023,0.013,0.439,0.000,0.290,0.469,0.439,0.000,0.000,0.000,0.516,0.058,0.364,0.433,0.458,0.452,0.071,0.039
model.000.04.pdb,0.000,0.677,0.189,0.462,0.500,0.340,0.157,0.000,0.042,0.000,0.015,0.396,0.319,0.625,0.000,0.109,0.000,0.000,0.000,0.000,0.000,0.447,0.000,0.769,0.086,0.000,0.000,0.000,0.465,0.733
model.000.05.pdb,0.477,0.000,0.076,0.000,0.000,0.000,0.000,0.224,0.000,0.081,0.071,0.000,0.000,0.000,0.027,0.045,0.000,0.027,0.000,0.523,0.220,0.000,0.026,0.000,0.000,0.031,0.047,0.092,0.000,0.000
model.000.06.pdb,0.367,0.051,0.177,0.063,0.000,0.000,0.327,0.378,0.000,0.150,0.571,0.000,0.000,0.051,0.000,0.449,0.000,0.000,0.000,0.438,0.500,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051
model.000.07.pdb,0.000,0.017,0.000,0.015,0.180,0.250,0.000,0.000,0.585,0.000,0.000,0.188,0.109,0.017,0.426,0.000,0.268,0.462,0.604,0.000,0.000,0.016,0.519,0.058,0.674,0.478,0.333,0.358,0.200,0.052
model.000.08.pdb,0.000,0.000,0.000,0.000,0.028,0.080,0.000,0.000,0.441,0.030,0.000,0.055,0.014,0.000,0.500,0.000,0.263,0.540,0.500,0.000,0.000,0.000,0.569,0.000,0.377,0.605,0.605,0.622,0.043,0.000
model.000.09.pdb,0.189,0.094,0.169,0.125,0.000,0.000,0.444,0.289,0.000,0.161,0.587,0.000,0.015,0.094,0.000,0.595,0.000,0.000,0.000,0.226,0.341,0.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.094
