 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.431,0.783,0.129,0.000,0.576,0.000,0.317,0.000,0.093,0.108,0.000,0.642,0.627,0.014,0.679,0.000,0.174,0.101,0.056,0.490,0.200
model.000.01.pdb,0.114,0.259,0.773,0.232,0.056,0.383,0.093,0.155,0.115,0.000,0.000,0.057,0.375,0.048,0.172,0.083,0.169,0.116,0.116,0.196,0.000,0.000,0.129,0.000,0.346,0.086,0.060,0.000,0.000,0.000
model.000.02.pdb,0.000,0.000,0.281,0.561,0.111,0.579,0.222,0.000,0.000,0.014,0.000,0.000,0.109,0.000,0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.477,0.000,0.182,0.000,0.000,0.048,0.000,0.000
model.000.03.pdb,0.577,0.263,0.065,0.000,0.145,0.000,0.036,0.365,0.412,0.000,0.110,0.696,0.129,0.095,0.000,0.155,0.404,0.620,0.620,0.268,0.117,0.012,0.000,0.086,0.138,0.455,0.630,0.000,0.000,0.041
model.000.04.pdb,0.181,0.056,0.012,0.000,0.000,0.000,0.000,0.042,0.042,0.232,0.527,0.227,0.014,0.667,0.000,0.466,0.070,0.167,0.200,0.072,0.483,0.417,0.000,0.542,0.013,0.361,0.164,0.013,0.279,0.111
model.000.05.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.660,0.540,0.000,0.000,0.294,0.000,0.164,0.000,0.013,0.000,0.000,0.547,0.560,0.045,0.474,0.000,0.000,0.029,0.127,0.732,0.377
model.000.06.pdb,0.169,0.320,0.434,0.264,0.259,0.312,0.250,0.327,0.294,0.000,0.000,0.059,0.600,0.000,0.222,0.000,0.218,0.119,0.136,0.300,0.000,0.000,0.115,0.000,0.659,0.042,0.095,0.000,0.000,0.000
model.000.07.pdb,0.167,0.110,0.110,0.000,0.000,0.000,0.000,0.039,0.038,0.123,0.268,0.160,0.039,0.578,0.000,0.569,0.108,0.139,0.184,0.111,0.250,0.247,0.000,0.311,0.012,0.328,0.091,0.000,0.120,0.024
model.000.08.pdb,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.660,0.081,0.000,0.343,0.000,0.183,0.000,0.064,0.064,0.000,0.725,0.556,0.013,0.579,0.000,0.065,0.100,0.100,0.604,0.411
model.000.09.pdb,0.000,0.015,0.182,0.605,0.271,0.354,0.577,0.015,0.000,0.026,0.000,0.000,0.100,0.000,0.744,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.373,0.000,0.167,0.000,0.000,0.291,0.000,0.014
model.000.10.pdb,0.000,0.000,0.310,0.314,0.028,0.537,0.111,0.000,0.000,0.027,0.000,0.000,0.143,0.012,0.222,0.013,0.000,0.000,0.000,0.000,0.000,0.013,0.333,0.000,0.153,0.000,0.000,0.000,0.015,0.000
model.000.11.pdb,0.591,0.463,0.148,0.000,0.081,0.000,0.014,0.341,0.364,0.000,0.062,0.435,0.208,0.127,0.000,0.250,0.525,0.438,0.533,0.475,0.042,0.014,0.000,0.070,0.148,0.545,0.400,0.000,0.000,0.000
model.000.12.pdb,0.463,0.255,0.068,0.000,0.169,0.000,0.051,0.333,0.408,0.000,0.147,0.667,0.136,0.127,0.000,0.113,0.429,0.529,0.560,0.259,0.153,0.026,0.000,0.118,0.145,0.426,0.756,0.000,0.029,0.088
model.000.13.pdb,0.081,0.186,0.739,0.268,0.055,0.489,0.091,0.131,0.094,0.000,0.000,0.041,0.360,0.047,0.186,0.067,0.127,0.082,0.082,0.150,0.000,0.000,0.143,0.000,0.309,0.054,0.043,0.000,0.000,0.000
model.000.14.pdb,0.646,0.380,0.129,0.000,0.086,0.000,0.012,0.308,0.327,0.000,0.130,0.630,0.155,0.187,0.000,0.339,0.458,0.560,0.625,0.388,0.107,0.039,0.000,0.133,0.127,0.750,0.469,0.000,0.000,0.000
model.000.15.pdb,0.027,0.082,0.086,0.264,0.431,0.145,0.600,0.102,0.100,0.013,0.000,0.000,0.164,0.000,0.375,0.000,0.047,0.014,0.014,0.102,0.000,0.000,0.153,0.000,0.193,0.000,0.015,0.327,0.000,0.029
model.000.16.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.490,0.000,0.000,0.318,0.000,0.222,0.000,0.000,0.000,0.000,0.473,0.604,0.078,0.509,0.000,0.014,0.000,0.129,0.556,0.241
model.000.17.pdb,0.000,0.000,0.000,0.085,0.061,0.034,0.185,0.000,0.000,0.141,0.029,0.000,0.000,0.000,0.189,0.000,0.000,0.000,0.000,0.000,0.027,0.058,0.121,0.039,0.000,0.000,0.015,0.692,0.082,0.308
model.000.18.pdb,0.000,0.032,0.345,0.757,0.164,0.743,0.300,0.033,0.016,0.014,0.000,0.000,0.170,0.000,0.561,0.000,0.000,0.000,0.000,0.033,0.000,0.000,0.404,0.000,0.200,0.000,0.000,0.098,0.000,0.000
model.000.19.pdb,0.000,0.000,0.276,0.354,0.044,0.525,0.130,0.000,0.000,0.014,0.000,0.000,0.107,0.012,0.255,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.375,0.000,0.119,0.000,0.000,0.015,0.015,0.000
model.000.20.pdb,0.708,0.333,0.108,0.000,0.097,0.000,0.024,0.340,0.333,0.000,0.110,0.592,0.148,0.165,0.000,0.262,0.431,0.688,0.688,0.365,0.089,0.038,0.000,0.100,0.121,0.600,0.500,0.000,0.000,0.013
model.000.21.pdb,0.617,0.375,0.118,0.000,0.141,0.000,0.026,0.413,0.467,0.000,0.087,0.600,0.185,0.117,0.000,0.169,0.558,0.667,0.705,0.413,0.081,0.000,0.000,0.079,0.172,0.510,0.605,0.000,0.000,0.000
model.000.22.pdb,0.014,0.000,0.000,0.000,0.155,0.000,0.156,0.054,0.091,0.045,0.030,0.119,0.000,0.000,0.053,0.000,0.052,0.030,0.030,0.017,0.088,0.045,0.000,0.041,0.000,0.015,0.125,0.235,0.068,0.275
model.000.23.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.511,0.591,0.000,0.000,0.421,0.000,0.291,0.000,0.014,0.014,0.000,0.562,0.651,0.016,0.540,0.000,0.030,0.016,0.032,0.561,0.138
model.000.24.pdb,0.215,0.278,0.145,0.148,0.727,0.100,0.407,0.417,0.438,0.000,0.000,0.136,0.314,0.000,0.150,0.000,0.296,0.164,0.219,0.333,0.000,0.000,0.014,0.000,0.392,0.085,0.161,0.075,0.000,0.000
model.000.25.pdb,0.026,0.062,0.162,0.489,0.407,0.320,0.694,0.079,0.078,0.000,0.000,0.014,0.136,0.000,0.568,0.000,0.045,0.013,0.013,0.079,0.000,0.000,0.291,0.000,0.224,0.000,0.014,0.220,0.000,0.014
model.000.26.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.481,0.519,0.027,0.000,0.343,0.000,0.212,0.000,0.013,0.013,0.000,0.615,0.633,0.014,0.623,0.000,0.040,0.058,0.074,0.659,0.339
model.000.27.pdb,0.113,0.017,0.000,0.000,0.031,0.000,0.000,0.036,0.093,0.045,0.236,0.327,0.000,0.179,0.000,0.095,0.091,0.214,0.193,0.000,0.327,0.095,0.000,0.210,0.000,0.218,0.378,0.000,0.107,0.280
model.000.28.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.549,0.560,0.027,0.000,0.290,0.000,0.179,0.000,0.013,0.013,0.000,0.627,0.612,0.014,0.491,0.000,0.013,0.059,0.091,0.674,0.396
model.000.29.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.560,0.571,0.000,0.000,0.354,0.000,0.182,0.000,0.013,0.000,0.000,0.577,0.660,0.029,0.500,0.000,0.027,0.029,0.060,0.651,0.281
