 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.426,0.520,0.028,0.000,0.426,0.000,0.283,0.000,0.013,0.013,0.000,0.528,0.604,0.000,0.596,0.000,0.087,0.029,0.077,0.591,0.286
model.000.01.pdb,0.062,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.417,0.474,0.052,0.000,0.532,0.000,0.417,0.013,0.037,0.063,0.028,0.435,0.604,0.000,0.596,0.000,0.153,0.026,0.054,0.472,0.194
model.000.02.pdb,0.628,0.429,0.111,0.000,0.136,0.000,0.028,0.513,0.500,0.000,0.078,0.535,0.208,0.096,0.000,0.111,0.564,0.605,0.725,0.475,0.072,0.014,0.000,0.070,0.192,0.447,0.658,0.000,0.000,0.016
model.000.03.pdb,0.028,0.085,0.175,0.548,0.392,0.326,0.592,0.086,0.085,0.000,0.000,0.000,0.170,0.000,0.524,0.000,0.048,0.000,0.000,0.105,0.000,0.000,0.294,0.000,0.245,0.000,0.000,0.155,0.000,0.000
model.000.04.pdb,0.056,0.121,0.339,0.404,0.385,0.409,0.386,0.143,0.140,0.000,0.000,0.000,0.400,0.000,0.327,0.000,0.082,0.028,0.028,0.143,0.000,0.000,0.136,0.000,0.426,0.000,0.000,0.062,0.000,0.000
model.000.05.pdb,0.136,0.048,0.027,0.000,0.000,0.000,0.000,0.016,0.016,0.210,0.423,0.145,0.000,0.574,0.000,0.562,0.065,0.121,0.156,0.067,0.362,0.364,0.000,0.473,0.000,0.304,0.079,0.000,0.259,0.094
model.000.06.pdb,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.266,0.600,0.167,0.000,0.655,0.000,0.473,0.029,0.127,0.159,0.014,0.545,0.473,0.000,0.611,0.000,0.274,0.138,0.028,0.345,0.152
model.000.07.pdb,0.000,0.000,0.000,0.033,0.000,0.000,0.041,0.000,0.000,0.500,0.164,0.000,0.000,0.051,0.088,0.029,0.000,0.000,0.000,0.000,0.134,0.241,0.185,0.182,0.000,0.000,0.000,0.354,0.275,0.314
model.000.08.pdb,0.013,0.046,0.200,0.643,0.415,0.383,0.608,0.047,0.046,0.000,0.000,0.000,0.158,0.000,0.581,0.000,0.030,0.000,0.000,0.063,0.000,0.000,0.321,0.000,0.228,0.000,0.000,0.164,0.000,0.000
model.000.09.pdb,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.382,0.562,0.075,0.000,0.536,0.000,0.434,0.000,0.042,0.071,0.016,0.509,0.583,0.000,0.608,0.000,0.175,0.045,0.030,0.468,0.145
