 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.228,0.757,0.000,0.000,0.000,0.153,0.000,0.000,0.373,0.545,0.000,0.000,0.286,0.000,0.097,0.015,0.066,0.610,0.610,0.000,0.000,0.000,0.000,0.060,0.291,0.000,0.000,0.000,0.000
model.000.01.pdb,0.000,0.250,0.000,0.255,0.043,0.000,0.340,0.083,0.000,0.016,0.016,0.425,0.245,0.196,0.347,0.086,0.000,0.000,0.034,0.000,0.302,0.340,0.000,0.000,0.294,0.065,0.000,0.000,0.000,0.000
model.000.02.pdb,0.000,0.810,0.268,0.039,0.012,0.000,0.370,0.127,0.000,0.169,0.321,0.115,0.041,0.814,0.100,0.072,0.000,0.000,0.333,0.286,0.081,0.088,0.000,0.000,0.100,0.149,0.000,0.000,0.000,0.000
model.000.03.pdb,0.000,0.129,0.000,0.396,0.055,0.000,0.283,0.037,0.000,0.014,0.000,0.348,0.420,0.108,0.315,0.115,0.000,0.000,0.031,0.000,0.298,0.447,0.107,0.000,0.479,0.092,0.000,0.089,0.000,0.000
model.000.04.pdb,0.125,0.118,0.000,0.600,0.221,0.000,0.121,0.219,0.051,0.000,0.000,0.619,0.540,0.083,0.791,0.014,0.000,0.000,0.000,0.000,0.739,0.682,0.030,0.000,0.185,0.013,0.000,0.175,0.000,0.000
model.000.05.pdb,0.156,0.077,0.000,0.630,0.300,0.000,0.079,0.276,0.059,0.000,0.000,0.551,0.518,0.049,0.771,0.012,0.012,0.000,0.000,0.000,0.760,0.608,0.041,0.027,0.149,0.012,0.036,0.210,0.012,0.012
model.000.06.pdb,0.000,0.075,0.098,0.134,0.000,0.000,0.321,0.000,0.000,0.241,0.029,0.103,0.159,0.072,0.090,0.429,0.000,0.063,0.153,0.030,0.118,0.129,0.123,0.000,0.825,0.352,0.000,0.000,0.000,0.000
model.000.07.pdb,0.000,0.383,0.579,0.000,0.000,0.000,0.312,0.000,0.000,0.354,0.537,0.000,0.000,0.489,0.000,0.145,0.000,0.034,0.743,0.525,0.000,0.000,0.000,0.000,0.100,0.320,0.000,0.000,0.000,0.000
model.000.08.pdb,0.550,0.048,0.000,0.095,0.696,0.239,0.000,0.629,0.324,0.000,0.012,0.127,0.127,0.047,0.203,0.000,0.279,0.000,0.000,0.012,0.165,0.117,0.000,0.373,0.000,0.000,0.324,0.162,0.254,0.294
model.000.09.pdb,0.055,0.000,0.047,0.000,0.013,0.108,0.000,0.000,0.114,0.286,0.000,0.000,0.000,0.000,0.000,0.321,0.127,0.718,0.097,0.015,0.000,0.000,0.255,0.032,0.074,0.217,0.072,0.016,0.106,0.059
