 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.340,0.053,0.000,0.014,0.000,0.270,0.000,0.298,0.274,0.212,0.145,0.016,0.000,0.206,0.000,0.087,0.183,0.340,0.271,0.000,0.000
model.000.01.pdb,0.000,0.378,0.106,0.558,0.197,0.157,0.643,0.051,0.000,0.045,0.328,0.185,0.241,0.409,0.000,0.449,0.000,0.000,0.000,0.015,0.068,0.413,0.000,0.217,0.000,0.000,0.000,0.000,0.197,0.319
model.000.02.pdb,0.000,0.558,0.130,0.500,0.529,0.483,0.213,0.031,0.084,0.000,0.051,0.608,0.453,0.634,0.037,0.152,0.027,0.025,0.037,0.000,0.015,0.458,0.049,0.419,0.147,0.042,0.000,0.000,0.529,0.595
model.000.03.pdb,0.015,0.340,0.072,0.511,0.194,0.155,0.628,0.050,0.000,0.061,0.345,0.182,0.237,0.370,0.000,0.440,0.000,0.000,0.000,0.029,0.049,0.404,0.000,0.213,0.000,0.000,0.000,0.000,0.194,0.286
model.000.04.pdb,0.033,0.611,0.302,0.432,0.327,0.242,0.204,0.137,0.025,0.000,0.058,0.281,0.236,0.611,0.000,0.241,0.000,0.000,0.000,0.000,0.073,0.649,0.000,0.444,0.062,0.000,0.000,0.000,0.327,0.611
model.000.05.pdb,0.000,0.000,0.000,0.000,0.027,0.024,0.000,0.000,0.158,0.263,0.013,0.013,0.071,0.000,0.373,0.000,0.500,0.356,0.350,0.029,0.000,0.000,0.317,0.000,0.152,0.241,0.309,0.288,0.027,0.000
model.000.06.pdb,0.033,0.541,0.388,0.292,0.333,0.246,0.123,0.118,0.067,0.000,0.014,0.286,0.196,0.425,0.000,0.119,0.000,0.000,0.000,0.000,0.055,0.463,0.000,0.500,0.079,0.000,0.000,0.000,0.308,0.583
model.000.07.pdb,0.031,0.632,0.327,0.396,0.281,0.191,0.327,0.127,0.024,0.000,0.132,0.222,0.200,0.512,0.000,0.340,0.000,0.000,0.000,0.015,0.105,0.667,0.000,0.400,0.028,0.000,0.000,0.000,0.237,0.550
model.000.08.pdb,0.352,0.030,0.162,0.028,0.000,0.000,0.293,0.333,0.000,0.250,0.596,0.000,0.000,0.030,0.000,0.375,0.000,0.000,0.000,0.415,0.438,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030
model.000.09.pdb,0.055,0.059,0.037,0.149,0.012,0.022,0.386,0.075,0.000,0.339,0.582,0.012,0.051,0.059,0.035,0.350,0.065,0.024,0.023,0.113,0.123,0.103,0.011,0.015,0.000,0.013,0.026,0.012,0.012,0.043
model.000.10.pdb,0.194,0.210,0.536,0.111,0.147,0.146,0.038,0.210,0.140,0.000,0.011,0.139,0.049,0.154,0.000,0.091,0.000,0.023,0.034,0.079,0.152,0.200,0.022,0.232,0.103,0.000,0.000,0.000,0.178,0.230
model.000.11.pdb,0.000,0.377,0.091,0.660,0.585,0.533,0.270,0.014,0.079,0.000,0.114,0.600,0.566,0.460,0.047,0.171,0.037,0.035,0.060,0.000,0.000,0.434,0.071,0.314,0.135,0.067,0.000,0.012,0.556,0.377
