 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.000,0.133,0.034,0.280,0.000,0.175,0.000,0.000,0.207,0.000,0.000,0.045,0.000,0.129,0.000,0.000,0.044,0.490,0.000,0.000,0.288,0.347,0.095,0.000,0.477,0.000,0.447,0.000,0.172
model.000.01.pdb,0.000,0.000,0.000,0.000,0.000,0.396,0.533,0.000,0.000,0.327,0.000,0.000,0.600,0.000,0.000,0.000,0.079,0.375,0.030,0.000,0.103,0.076,0.000,0.488,0.000,0.000,0.000,0.189,0.000,0.250
model.000.02.pdb,0.542,0.551,0.102,0.313,0.000,0.000,0.000,0.429,0.392,0.000,0.340,0.617,0.000,0.385,0.098,0.462,0.273,0.000,0.000,0.520,0.158,0.000,0.000,0.000,0.173,0.000,0.580,0.000,0.522,0.000
model.000.03.pdb,0.000,0.000,0.200,0.037,0.514,0.000,0.100,0.032,0.000,0.148,0.000,0.000,0.017,0.000,0.192,0.000,0.000,0.016,0.444,0.000,0.000,0.283,0.450,0.034,0.037,0.629,0.000,0.304,0.000,0.155
model.000.04.pdb,0.364,0.571,0.119,0.483,0.051,0.000,0.000,0.732,0.440,0.000,0.214,0.375,0.000,0.352,0.172,0.674,0.164,0.000,0.029,0.604,0.031,0.000,0.016,0.000,0.107,0.033,0.356,0.000,0.268,0.000
model.000.05.pdb,0.069,0.067,0.000,0.305,0.081,0.158,0.023,0.127,0.154,0.012,0.117,0.080,0.118,0.152,0.049,0.188,0.047,0.192,0.348,0.105,0.012,0.000,0.012,0.012,0.000,0.209,0.101,0.077,0.047,0.011
model.000.06.pdb,0.000,0.000,0.109,0.077,0.357,0.000,0.047,0.031,0.000,0.086,0.000,0.000,0.016,0.000,0.189,0.000,0.000,0.049,0.737,0.000,0.000,0.131,0.255,0.016,0.000,0.758,0.000,0.245,0.000,0.079
model.000.07.pdb,0.091,0.127,0.342,0.014,0.068,0.000,0.000,0.077,0.018,0.000,0.000,0.127,0.000,0.036,0.233,0.127,0.000,0.000,0.000,0.127,0.000,0.157,0.089,0.000,0.808,0.000,0.102,0.000,0.098,0.036
model.000.08.pdb,0.000,0.000,0.405,0.000,0.447,0.000,0.083,0.016,0.000,0.151,0.000,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.123,0.000,0.000,0.457,0.676,0.000,0.146,0.167,0.000,0.157,0.000,0.179
model.000.09.pdb,0.030,0.148,0.439,0.108,0.486,0.000,0.000,0.231,0.066,0.000,0.000,0.014,0.000,0.048,0.564,0.129,0.000,0.000,0.164,0.148,0.000,0.117,0.295,0.000,0.122,0.273,0.028,0.017,0.016,0.000
