 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.294,0.578,0.241,0.722,0.000,0.525,0.610,0.059,0.056,0.254,0.375,0.000,0.000,0.241,0.014,0.017,0.000,0.423,0.000,0.000,0.280,0.380,0.000,0.152,0.104,0.722,0.475,0.012,0.458
model.000.01.pdb,0.795,0.000,0.000,0.000,0.000,0.543,0.000,0.000,0.057,0.099,0.000,0.000,0.288,0.744,0.000,0.028,0.000,0.132,0.000,0.246,0.345,0.000,0.000,0.197,0.013,0.000,0.000,0.000,0.243,0.000
model.000.02.pdb,0.000,0.069,0.155,0.068,0.217,0.000,0.333,0.222,0.078,0.012,0.636,0.100,0.000,0.000,0.694,0.224,0.000,0.000,0.133,0.024,0.000,0.071,0.159,0.000,0.500,0.491,0.237,0.346,0.000,0.157
model.000.03.pdb,0.000,0.396,0.714,0.360,0.537,0.000,0.348,0.426,0.028,0.069,0.127,0.625,0.031,0.000,0.106,0.000,0.127,0.093,0.630,0.042,0.043,0.444,0.522,0.000,0.069,0.000,0.615,0.224,0.000,0.543
model.000.04.pdb,0.533,0.000,0.000,0.000,0.000,0.795,0.000,0.000,0.014,0.100,0.000,0.000,0.571,0.523,0.000,0.014,0.033,0.341,0.027,0.293,0.431,0.000,0.000,0.161,0.000,0.000,0.000,0.000,0.265,0.029
model.000.05.pdb,0.000,0.718,0.309,0.700,0.260,0.000,0.170,0.340,0.090,0.305,0.053,0.418,0.000,0.000,0.028,0.000,0.442,0.035,0.339,0.000,0.000,0.857,0.207,0.143,0.000,0.000,0.370,0.091,0.162,0.203
model.000.06.pdb,0.000,0.889,0.327,0.816,0.306,0.000,0.189,0.388,0.138,0.300,0.066,0.436,0.000,0.000,0.042,0.000,0.432,0.017,0.357,0.000,0.000,0.833,0.224,0.123,0.013,0.013,0.391,0.130,0.160,0.220
model.000.07.pdb,0.316,0.000,0.000,0.000,0.000,0.152,0.000,0.000,0.129,0.025,0.075,0.000,0.075,0.352,0.026,0.130,0.000,0.000,0.000,0.141,0.113,0.000,0.000,0.068,0.012,0.110,0.000,0.000,0.095,0.000
model.000.08.pdb,0.000,0.756,0.351,0.825,0.333,0.000,0.264,0.412,0.164,0.281,0.104,0.456,0.000,0.000,0.083,0.000,0.367,0.000,0.356,0.000,0.000,0.667,0.250,0.149,0.025,0.026,0.417,0.182,0.167,0.267
model.000.09.pdb,0.286,0.000,0.012,0.000,0.000,0.439,0.000,0.000,0.000,0.099,0.000,0.023,0.592,0.339,0.000,0.183,0.057,0.365,0.048,0.526,0.491,0.013,0.012,0.105,0.060,0.012,0.000,0.000,0.195,0.051
model.000.10.pdb,0.042,0.263,0.055,0.259,0.133,0.014,0.081,0.200,0.625,0.414,0.076,0.051,0.000,0.029,0.068,0.000,0.117,0.000,0.053,0.000,0.000,0.148,0.000,0.262,0.012,0.159,0.062,0.140,0.264,0.000
model.000.11.pdb,0.013,0.436,0.235,0.429,0.389,0.000,0.276,0.491,0.308,0.348,0.179,0.216,0.000,0.000,0.149,0.000,0.156,0.000,0.208,0.000,0.000,0.305,0.155,0.183,0.085,0.101,0.293,0.333,0.195,0.153
model.000.12.pdb,0.000,0.614,0.288,0.600,0.367,0.000,0.245,0.511,0.242,0.328,0.105,0.262,0.000,0.000,0.085,0.000,0.200,0.000,0.234,0.000,0.000,0.468,0.138,0.169,0.025,0.053,0.340,0.208,0.169,0.154
model.000.13.pdb,0.000,0.426,0.674,0.388,0.575,0.000,0.442,0.558,0.028,0.085,0.176,0.529,0.015,0.000,0.159,0.014,0.107,0.035,0.630,0.027,0.028,0.444,0.489,0.000,0.116,0.027,0.800,0.304,0.000,0.511
model.000.14.pdb,0.000,0.250,0.429,0.222,0.694,0.000,0.765,0.667,0.044,0.027,0.322,0.310,0.000,0.000,0.291,0.014,0.034,0.000,0.352,0.000,0.000,0.235,0.360,0.000,0.210,0.123,0.649,0.611,0.012,0.408
model.000.15.pdb,0.013,0.000,0.012,0.000,0.000,0.013,0.059,0.027,0.012,0.000,0.304,0.000,0.070,0.041,0.258,0.907,0.000,0.015,0.012,0.214,0.064,0.000,0.013,0.000,0.403,0.308,0.028,0.061,0.000,0.025
model.000.16.pdb,0.288,0.000,0.039,0.000,0.000,0.481,0.000,0.000,0.000,0.063,0.024,0.062,0.780,0.298,0.013,0.129,0.030,0.404,0.065,0.491,0.569,0.000,0.041,0.082,0.091,0.012,0.000,0.000,0.163,0.083
model.000.17.pdb,0.274,0.000,0.051,0.000,0.000,0.429,0.014,0.013,0.000,0.036,0.047,0.060,0.617,0.283,0.037,0.139,0.043,0.380,0.090,0.545,0.694,0.000,0.067,0.051,0.130,0.024,0.014,0.014,0.116,0.095
model.000.18.pdb,0.113,0.155,0.000,0.193,0.016,0.029,0.000,0.047,0.698,0.375,0.013,0.013,0.000,0.063,0.028,0.000,0.148,0.000,0.014,0.000,0.000,0.066,0.000,0.385,0.000,0.071,0.000,0.017,0.344,0.000
model.000.19.pdb,0.000,0.140,0.489,0.138,0.356,0.030,0.463,0.300,0.000,0.000,0.182,0.434,0.085,0.000,0.203,0.014,0.091,0.188,0.553,0.106,0.092,0.167,0.581,0.000,0.154,0.058,0.488,0.318,0.000,0.725
model.000.20.pdb,0.000,0.417,0.197,0.380,0.362,0.000,0.212,0.447,0.321,0.219,0.125,0.162,0.000,0.000,0.121,0.000,0.068,0.000,0.152,0.000,0.000,0.294,0.076,0.090,0.040,0.134,0.231,0.271,0.101,0.075
model.000.21.pdb,0.667,0.000,0.000,0.000,0.000,0.449,0.000,0.000,0.042,0.068,0.013,0.000,0.288,0.789,0.000,0.043,0.000,0.132,0.000,0.267,0.345,0.000,0.000,0.141,0.013,0.013,0.000,0.000,0.176,0.000
model.000.22.pdb,0.194,0.000,0.072,0.000,0.026,0.243,0.068,0.024,0.000,0.022,0.102,0.067,0.361,0.292,0.098,0.290,0.000,0.188,0.070,0.673,0.500,0.000,0.074,0.035,0.190,0.057,0.039,0.069,0.040,0.100
model.000.23.pdb,0.000,0.805,0.295,0.786,0.296,0.000,0.190,0.423,0.250,0.355,0.074,0.349,0.000,0.000,0.053,0.000,0.327,0.000,0.302,0.000,0.000,0.636,0.203,0.179,0.012,0.038,0.346,0.155,0.177,0.200
model.000.24.pdb,0.012,0.000,0.000,0.000,0.000,0.000,0.027,0.000,0.049,0.000,0.310,0.000,0.026,0.039,0.265,0.545,0.000,0.000,0.000,0.158,0.024,0.000,0.000,0.000,0.304,0.397,0.000,0.028,0.000,0.000
model.000.25.pdb,0.233,0.000,0.000,0.000,0.000,0.119,0.000,0.000,0.026,0.000,0.076,0.000,0.076,0.309,0.026,0.305,0.000,0.000,0.000,0.250,0.099,0.000,0.000,0.013,0.051,0.081,0.000,0.000,0.046,0.000
model.000.26.pdb,0.072,0.381,0.095,0.397,0.107,0.098,0.038,0.176,0.348,0.732,0.031,0.181,0.062,0.036,0.011,0.000,0.390,0.097,0.159,0.000,0.022,0.328,0.071,0.484,0.000,0.022,0.107,0.053,0.582,0.058
model.000.27.pdb,0.000,0.377,0.625,0.345,0.408,0.013,0.308,0.377,0.013,0.092,0.117,0.680,0.043,0.000,0.129,0.013,0.236,0.140,0.800,0.066,0.053,0.449,0.617,0.013,0.092,0.013,0.533,0.222,0.022,0.638
model.000.28.pdb,0.273,0.000,0.101,0.000,0.013,0.491,0.027,0.012,0.000,0.057,0.044,0.107,0.588,0.302,0.035,0.087,0.027,0.345,0.084,0.406,0.571,0.000,0.062,0.074,0.122,0.000,0.026,0.027,0.161,0.117
model.000.29.pdb,0.045,0.046,0.028,0.045,0.123,0.000,0.105,0.115,0.423,0.114,0.191,0.013,0.000,0.000,0.175,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.106,0.054,0.333,0.032,0.173,0.087,0.000
