 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.667,0.119,0.000,0.500,0.013,0.247,0.622,0.000,0.203,0.145,0.186,0.298,0.232,0.310,0.000,0.000,0.132,0.000,0.049,0.000,0.396,0.382,0.042,0.309,0.000,0.039,0.000,0.098,0.302,0.262
model.000.01.pdb,0.000,0.000,0.527,0.000,0.574,0.120,0.000,0.094,0.000,0.114,0.000,0.000,0.000,0.000,0.532,0.397,0.077,0.538,0.368,0.593,0.025,0.000,0.052,0.000,0.517,0.246,0.448,0.088,0.000,0.063
model.000.02.pdb,0.440,0.015,0.000,0.455,0.000,0.035,0.250,0.078,0.537,0.125,0.590,0.152,0.173,0.619,0.000,0.000,0.190,0.000,0.000,0.000,0.119,0.030,0.000,0.085,0.000,0.060,0.000,0.255,0.564,0.045
model.000.03.pdb,0.235,0.274,0.000,0.188,0.000,0.000,0.100,0.031,0.230,0.027,0.321,0.048,0.327,0.379,0.000,0.000,0.066,0.000,0.000,0.000,0.054,0.026,0.013,0.101,0.000,0.000,0.000,0.109,0.237,0.025
model.000.04.pdb,0.237,0.478,0.000,0.140,0.000,0.072,0.100,0.000,0.085,0.000,0.105,0.000,0.722,0.169,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.211,0.155,0.444,0.000,0.000,0.000,0.017,0.088,0.129
model.000.05.pdb,0.393,0.141,0.000,0.346,0.000,0.022,0.183,0.017,0.353,0.095,0.478,0.113,0.367,0.574,0.000,0.000,0.136,0.000,0.000,0.000,0.108,0.072,0.000,0.148,0.000,0.027,0.000,0.182,0.396,0.056
model.000.06.pdb,0.000,0.000,0.420,0.000,0.241,0.000,0.000,0.213,0.000,0.066,0.000,0.000,0.000,0.000,0.206,0.236,0.092,0.155,0.159,0.281,0.000,0.000,0.000,0.000,0.154,0.217,0.203,0.130,0.000,0.000
model.000.07.pdb,0.415,0.186,0.000,0.367,0.000,0.083,0.236,0.018,0.245,0.015,0.300,0.077,0.391,0.420,0.000,0.000,0.043,0.000,0.000,0.000,0.150,0.127,0.015,0.218,0.000,0.000,0.000,0.088,0.306,0.075
model.000.08.pdb,0.056,0.000,0.177,0.097,0.156,0.000,0.030,0.553,0.241,0.314,0.269,0.096,0.000,0.161,0.200,0.000,0.431,0.015,0.188,0.136,0.014,0.000,0.000,0.000,0.149,0.389,0.014,0.575,0.161,0.000
model.000.09.pdb,0.063,0.000,0.246,0.101,0.519,0.266,0.132,0.000,0.042,0.316,0.000,0.182,0.000,0.039,0.559,0.200,0.157,0.351,0.579,0.456,0.200,0.096,0.013,0.000,0.635,0.317,0.191,0.044,0.074,0.191
model.000.10.pdb,0.222,0.385,0.000,0.131,0.000,0.022,0.077,0.000,0.115,0.000,0.196,0.000,0.650,0.237,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.123,0.076,0.278,0.000,0.000,0.000,0.016,0.119,0.057
