 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.566,0.000,0.000,0.000,0.000,0.296,0.000,0.029,0.356,0.000,0.029,0.000,0.000,0.234,0.000,0.000,0.000,0.000,0.000,0.030,0.108,0.027,0.060,0.377,0.500,0.219,0.558,0.000,0.032
model.000.01.pdb,0.000,0.655,0.000,0.000,0.000,0.000,0.219,0.000,0.039,0.443,0.000,0.068,0.000,0.000,0.318,0.000,0.000,0.000,0.000,0.027,0.055,0.125,0.049,0.113,0.306,0.509,0.329,0.589,0.000,0.028
model.000.02.pdb,0.150,0.056,0.245,0.074,0.000,0.155,0.068,0.067,0.444,0.106,0.000,0.600,0.015,0.341,0.161,0.017,0.000,0.218,0.000,0.173,0.127,0.471,0.489,0.488,0.065,0.079,0.038,0.057,0.027,0.381
model.000.03.pdb,0.159,0.000,0.182,0.510,0.571,0.392,0.000,0.388,0.000,0.000,0.667,0.000,0.738,0.073,0.000,0.585,0.179,0.291,0.340,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.113,0.000
model.000.04.pdb,0.321,0.000,0.375,0.472,0.457,0.565,0.000,0.683,0.000,0.000,0.614,0.000,0.480,0.132,0.000,0.833,0.098,0.500,0.214,0.179,0.117,0.000,0.000,0.015,0.000,0.000,0.012,0.000,0.231,0.000
model.000.05.pdb,0.000,0.473,0.000,0.000,0.000,0.000,0.236,0.000,0.111,0.560,0.000,0.169,0.000,0.000,0.453,0.000,0.000,0.000,0.000,0.082,0.098,0.250,0.136,0.232,0.224,0.553,0.359,0.436,0.026,0.086
model.000.06.pdb,0.000,0.706,0.000,0.000,0.000,0.000,0.276,0.000,0.169,0.474,0.000,0.119,0.000,0.000,0.456,0.000,0.000,0.000,0.000,0.014,0.043,0.265,0.157,0.230,0.351,0.681,0.292,0.604,0.000,0.169
model.000.07.pdb,0.000,0.164,0.000,0.042,0.016,0.000,0.083,0.000,0.000,0.014,0.015,0.000,0.029,0.000,0.000,0.000,0.164,0.000,0.066,0.000,0.000,0.000,0.000,0.000,0.115,0.045,0.000,0.188,0.041,0.000
model.000.08.pdb,0.167,0.000,0.169,0.500,0.628,0.389,0.000,0.385,0.000,0.000,0.762,0.000,0.833,0.033,0.000,0.533,0.207,0.271,0.365,0.062,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.153,0.000
model.000.09.pdb,0.000,0.577,0.000,0.000,0.000,0.000,0.169,0.000,0.060,0.436,0.000,0.077,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.015,0.046,0.157,0.070,0.129,0.286,0.510,0.294,0.633,0.000,0.049
model.000.10.pdb,0.042,0.093,0.000,0.026,0.172,0.000,0.015,0.014,0.000,0.000,0.075,0.000,0.119,0.000,0.000,0.000,0.478,0.000,0.302,0.000,0.000,0.000,0.000,0.000,0.029,0.014,0.000,0.096,0.125,0.000
model.000.11.pdb,0.164,0.000,0.489,0.519,0.268,0.551,0.000,0.377,0.194,0.000,0.442,0.177,0.393,0.422,0.000,0.429,0.014,0.551,0.108,0.061,0.029,0.151,0.197,0.058,0.000,0.000,0.000,0.000,0.050,0.196
model.000.12.pdb,0.000,0.500,0.000,0.000,0.000,0.000,0.224,0.000,0.014,0.227,0.000,0.000,0.000,0.000,0.127,0.000,0.029,0.000,0.000,0.000,0.000,0.025,0.000,0.014,0.298,0.382,0.154,0.547,0.012,0.015
model.000.13.pdb,0.000,0.483,0.000,0.000,0.000,0.000,0.462,0.000,0.083,0.178,0.000,0.000,0.000,0.000,0.133,0.000,0.014,0.000,0.000,0.000,0.000,0.048,0.037,0.027,0.549,0.350,0.118,0.526,0.000,0.060
model.000.14.pdb,0.096,0.000,0.309,0.615,0.217,0.393,0.014,0.316,0.101,0.000,0.400,0.071,0.455,0.245,0.000,0.309,0.014,0.322,0.088,0.043,0.014,0.062,0.110,0.000,0.000,0.000,0.000,0.000,0.049,0.113
model.000.15.pdb,0.207,0.013,0.409,0.175,0.068,0.283,0.016,0.182,0.347,0.072,0.063,0.512,0.061,0.514,0.090,0.127,0.000,0.333,0.000,0.192,0.105,0.357,0.420,0.327,0.015,0.030,0.025,0.027,0.041,0.311
model.000.16.pdb,0.000,0.611,0.000,0.000,0.000,0.000,0.298,0.000,0.134,0.400,0.000,0.071,0.000,0.000,0.407,0.000,0.014,0.000,0.000,0.000,0.028,0.211,0.125,0.172,0.351,0.756,0.292,0.667,0.012,0.150
model.000.17.pdb,0.345,0.037,0.129,0.065,0.109,0.101,0.000,0.159,0.000,0.188,0.056,0.074,0.040,0.049,0.227,0.148,0.145,0.134,0.125,0.458,0.614,0.077,0.000,0.106,0.014,0.100,0.300,0.025,0.615,0.000
model.000.18.pdb,0.140,0.029,0.357,0.150,0.018,0.235,0.035,0.132,0.386,0.000,0.051,0.364,0.048,0.594,0.046,0.056,0.000,0.286,0.000,0.075,0.055,0.340,0.435,0.250,0.033,0.032,0.000,0.029,0.014,0.385
model.000.19.pdb,0.200,0.000,0.657,0.296,0.135,0.488,0.000,0.356,0.216,0.000,0.167,0.271,0.158,0.625,0.000,0.234,0.000,0.561,0.034,0.115,0.054,0.180,0.218,0.130,0.000,0.000,0.000,0.000,0.059,0.196
model.000.20.pdb,0.000,0.500,0.000,0.000,0.000,0.000,0.479,0.000,0.106,0.209,0.000,0.000,0.000,0.000,0.159,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.068,0.043,0.609,0.382,0.111,0.577,0.000,0.082
model.000.21.pdb,0.211,0.000,0.271,0.090,0.000,0.175,0.000,0.103,0.300,0.141,0.000,0.641,0.015,0.410,0.108,0.034,0.000,0.218,0.000,0.298,0.240,0.442,0.373,0.422,0.000,0.000,0.065,0.000,0.103,0.261
model.000.22.pdb,0.074,0.096,0.000,0.000,0.100,0.000,0.000,0.030,0.000,0.069,0.045,0.000,0.043,0.000,0.070,0.000,0.435,0.000,0.314,0.032,0.158,0.000,0.000,0.000,0.014,0.108,0.178,0.130,0.339,0.000
model.000.23.pdb,0.138,0.000,0.222,0.625,0.457,0.412,0.000,0.380,0.000,0.000,0.651,0.000,0.682,0.091,0.000,0.535,0.117,0.309,0.259,0.048,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.096,0.000
