 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.286,0.088,0.014,0.000,0.000,0.000,0.000,0.070,0.069,0.043,0.291,0.360,0.017,0.414,0.000,0.412,0.125,0.268,0.315,0.089,0.267,0.200,0.000,0.322,0.016,0.522,0.250,0.000,0.083,0.081
model.000.01.pdb,0.073,0.026,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.239,0.359,0.063,0.000,0.719,0.000,0.492,0.013,0.048,0.074,0.027,0.333,0.419,0.000,0.382,0.000,0.178,0.025,0.000,0.286,0.064
model.000.02.pdb,0.538,0.250,0.067,0.000,0.132,0.000,0.024,0.353,0.400,0.000,0.129,0.689,0.115,0.125,0.000,0.127,0.392,0.612,0.612,0.255,0.135,0.013,0.000,0.103,0.108,0.444,0.698,0.000,0.014,0.056
model.000.03.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.365,0.296,0.031,0.000,0.141,0.000,0.060,0.000,0.014,0.000,0.000,0.364,0.315,0.000,0.351,0.000,0.000,0.067,0.143,0.455,0.571
model.000.04.pdb,0.250,0.058,0.000,0.000,0.088,0.000,0.000,0.125,0.170,0.000,0.185,0.419,0.000,0.154,0.000,0.102,0.191,0.391,0.362,0.059,0.190,0.048,0.000,0.164,0.018,0.312,0.487,0.000,0.036,0.071
model.000.05.pdb,0.134,0.294,0.810,0.196,0.058,0.340,0.081,0.204,0.158,0.000,0.000,0.091,0.488,0.024,0.138,0.056,0.196,0.136,0.136,0.226,0.000,0.000,0.097,0.000,0.417,0.104,0.095,0.000,0.000,0.000
model.000.06.pdb,0.081,0.167,0.633,0.224,0.027,0.426,0.063,0.078,0.061,0.000,0.000,0.013,0.259,0.084,0.148,0.111,0.109,0.068,0.082,0.131,0.000,0.000,0.143,0.000,0.241,0.054,0.014,0.000,0.000,0.000
model.000.07.pdb,0.500,0.475,0.113,0.000,0.269,0.000,0.090,0.657,0.788,0.000,0.015,0.413,0.326,0.026,0.000,0.062,0.765,0.417,0.478,0.526,0.014,0.000,0.000,0.014,0.298,0.288,0.442,0.000,0.000,0.000
model.000.08.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.659,0.532,0.000,0.000,0.221,0.000,0.123,0.000,0.014,0.000,0.000,0.426,0.553,0.032,0.549,0.000,0.000,0.015,0.119,0.692,0.308
model.000.09.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.714,0.511,0.000,0.000,0.242,0.000,0.143,0.000,0.000,0.000,0.000,0.407,0.600,0.016,0.500,0.000,0.000,0.000,0.102,0.625,0.218
