 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.440,0.000,0.000,0.641,0.045,0.086,0.413,0.000,0.465,0.340,0.292,0.472,0.130,0.478,0.096,0.000,0.327,0.000,0.099,0.044,0.245,0.097,0.000,0.049,0.058,0.164,0.000,0.180,0.564,0.095
model.000.01.pdb,0.000,0.095,0.268,0.000,0.143,0.011,0.000,0.018,0.000,0.000,0.000,0.000,0.016,0.000,0.139,0.545,0.000,0.241,0.053,0.197,0.000,0.000,0.153,0.000,0.136,0.043,0.392,0.000,0.000,0.000
model.000.02.pdb,0.339,0.068,0.000,0.316,0.080,0.456,0.520,0.000,0.104,0.156,0.074,0.306,0.108,0.145,0.083,0.027,0.096,0.056,0.171,0.093,0.604,0.519,0.116,0.250,0.091,0.079,0.026,0.029,0.200,0.509
model.000.03.pdb,0.281,0.000,0.045,0.383,0.076,0.011,0.222,0.143,0.641,0.391,0.465,0.286,0.069,0.500,0.110,0.000,0.489,0.000,0.113,0.059,0.098,0.015,0.000,0.000,0.072,0.263,0.000,0.429,0.512,0.000
model.000.04.pdb,0.000,0.030,0.458,0.000,0.183,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.174,0.396,0.014,0.179,0.082,0.241,0.000,0.000,0.063,0.000,0.138,0.108,0.296,0.034,0.000,0.000
model.000.05.pdb,0.177,0.000,0.000,0.250,0.000,0.000,0.119,0.191,0.455,0.123,0.658,0.102,0.069,0.408,0.000,0.000,0.186,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.059,0.000,0.364,0.476,0.000
model.000.06.pdb,0.213,0.030,0.000,0.294,0.000,0.000,0.136,0.188,0.477,0.121,0.730,0.122,0.105,0.489,0.000,0.000,0.183,0.000,0.000,0.000,0.046,0.000,0.000,0.015,0.000,0.058,0.000,0.356,0.537,0.000
model.000.07.pdb,0.000,0.276,0.086,0.000,0.027,0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.115,0.000,0.061,0.259,0.000,0.125,0.012,0.054,0.000,0.119,0.622,0.203,0.053,0.000,0.288,0.000,0.000,0.013
model.000.08.pdb,0.258,0.058,0.000,0.321,0.000,0.000,0.183,0.151,0.500,0.150,0.581,0.157,0.117,0.542,0.000,0.000,0.230,0.000,0.012,0.000,0.075,0.000,0.000,0.029,0.000,0.069,0.000,0.300,0.523,0.014
model.000.09.pdb,0.000,0.000,0.608,0.000,0.383,0.086,0.000,0.153,0.000,0.027,0.000,0.000,0.000,0.000,0.388,0.549,0.038,0.444,0.247,0.355,0.000,0.000,0.026,0.000,0.344,0.151,0.414,0.059,0.000,0.012
