 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.013,0.062,0.628,0.028,0.056,0.136,0.125,0.000,0.013,0.056,0.000,0.179,0.000,0.000,0.095,0.578,0.080,0.082,0.404,0.340,0.000,0.591,0.000,0.027,0.352,0.000,0.000,0.667,0.000,0.000
model.000.01.pdb,0.000,0.014,0.429,0.085,0.121,0.048,0.000,0.000,0.046,0.000,0.000,0.232,0.000,0.000,0.145,0.564,0.000,0.150,0.366,0.462,0.000,0.579,0.000,0.083,0.615,0.014,0.000,0.444,0.000,0.000
model.000.02.pdb,0.000,0.000,0.111,0.175,0.339,0.027,0.000,0.000,0.200,0.000,0.041,0.145,0.000,0.000,0.095,0.145,0.000,0.411,0.082,0.175,0.000,0.207,0.072,0.154,0.431,0.157,0.154,0.154,0.071,0.109
model.000.03.pdb,0.000,0.000,0.000,0.548,0.404,0.000,0.000,0.033,0.643,0.000,0.196,0.207,0.000,0.000,0.161,0.016,0.000,0.094,0.000,0.074,0.000,0.000,0.102,0.404,0.103,0.440,0.347,0.000,0.294,0.378
model.000.04.pdb,0.000,0.000,0.136,0.392,0.385,0.000,0.000,0.000,0.415,0.000,0.014,0.767,0.000,0.000,0.625,0.236,0.000,0.027,0.286,0.391,0.000,0.155,0.000,0.440,0.228,0.418,0.014,0.125,0.014,0.046
model.000.05.pdb,0.000,0.000,0.000,0.326,0.409,0.000,0.000,0.000,0.383,0.000,0.105,0.158,0.000,0.000,0.097,0.036,0.000,0.200,0.000,0.059,0.000,0.000,0.173,0.265,0.154,0.259,0.348,0.000,0.240,0.349
model.000.06.pdb,0.000,0.000,0.028,0.592,0.386,0.000,0.000,0.041,0.608,0.000,0.067,0.431,0.000,0.000,0.574,0.087,0.000,0.025,0.094,0.183,0.000,0.042,0.013,0.612,0.116,0.771,0.129,0.026,0.129,0.154
model.000.07.pdb,0.000,0.000,0.513,0.086,0.143,0.016,0.000,0.000,0.047,0.000,0.000,0.360,0.000,0.000,0.207,0.667,0.000,0.079,0.571,0.600,0.000,0.595,0.000,0.103,0.442,0.045,0.000,0.488,0.000,0.000
model.000.08.pdb,0.000,0.000,0.500,0.085,0.140,0.016,0.000,0.000,0.046,0.000,0.000,0.380,0.000,0.000,0.224,0.649,0.000,0.062,0.697,0.583,0.000,0.538,0.000,0.102,0.400,0.029,0.000,0.477,0.000,0.000
model.000.09.pdb,0.426,0.417,0.000,0.000,0.000,0.210,0.266,0.500,0.000,0.382,0.310,0.000,0.625,0.482,0.000,0.000,0.328,0.039,0.000,0.000,0.345,0.000,0.213,0.014,0.000,0.000,0.103,0.000,0.136,0.060
