 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.000,0.000,0.000,0.125,0.156,0.000,0.000,0.550,0.055,0.000,0.133,0.111,0.000,0.593,0.000,0.455,0.700,0.564,0.000,0.000,0.000,0.725,0.000,0.421,0.711,0.540,0.588,0.125,0.000
model.000.01.pdb,0.228,0.250,0.810,0.129,0.118,0.077,0.075,0.383,0.048,0.000,0.096,0.096,0.056,0.182,0.000,0.213,0.000,0.000,0.000,0.143,0.294,0.236,0.000,0.204,0.027,0.000,0.000,0.000,0.118,0.226
model.000.02.pdb,0.757,0.000,0.268,0.000,0.000,0.000,0.098,0.579,0.000,0.047,0.210,0.000,0.000,0.000,0.000,0.211,0.000,0.000,0.000,0.558,0.605,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
model.000.03.pdb,0.000,0.255,0.039,0.396,0.600,0.630,0.134,0.000,0.095,0.000,0.037,0.647,0.717,0.327,0.104,0.040,0.113,0.077,0.118,0.000,0.000,0.241,0.115,0.235,0.159,0.086,0.000,0.026,0.538,0.232
model.000.04.pdb,0.000,0.043,0.012,0.055,0.221,0.300,0.000,0.000,0.696,0.013,0.000,0.243,0.188,0.043,0.467,0.000,0.344,0.500,0.571,0.000,0.000,0.042,0.579,0.100,0.660,0.519,0.339,0.407,0.277,0.075
model.000.05.pdb,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.239,0.108,0.000,0.000,0.027,0.000,0.558,0.000,0.364,0.481,0.397,0.029,0.000,0.000,0.456,0.000,0.206,0.500,0.714,0.652,0.000,0.000
model.000.06.pdb,0.153,0.340,0.370,0.283,0.121,0.079,0.321,0.312,0.000,0.000,0.238,0.114,0.123,0.286,0.000,0.500,0.000,0.000,0.000,0.129,0.280,0.435,0.000,0.163,0.000,0.000,0.000,0.000,0.104,0.286
model.000.07.pdb,0.000,0.083,0.127,0.037,0.219,0.276,0.000,0.000,0.629,0.000,0.000,0.208,0.100,0.068,0.237,0.000,0.158,0.274,0.343,0.000,0.000,0.052,0.315,0.161,0.459,0.269,0.164,0.219,0.236,0.114
model.000.08.pdb,0.000,0.000,0.000,0.000,0.051,0.059,0.000,0.000,0.324,0.114,0.000,0.036,0.095,0.000,0.740,0.000,0.558,0.564,0.554,0.000,0.000,0.000,0.589,0.000,0.262,0.625,0.625,0.608,0.051,0.000
model.000.09.pdb,0.373,0.016,0.169,0.014,0.000,0.000,0.241,0.354,0.000,0.286,0.569,0.000,0.000,0.016,0.000,0.345,0.000,0.000,0.000,0.440,0.435,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016
model.000.10.pdb,0.545,0.016,0.321,0.000,0.000,0.000,0.029,0.537,0.012,0.000,0.099,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.321,0.455,0.048,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000
model.000.11.pdb,0.000,0.425,0.115,0.348,0.619,0.551,0.103,0.000,0.127,0.000,0.000,0.532,0.426,0.425,0.043,0.031,0.031,0.043,0.074,0.000,0.000,0.304,0.071,0.500,0.214,0.049,0.016,0.000,0.581,0.500
model.000.12.pdb,0.000,0.245,0.041,0.420,0.540,0.518,0.159,0.000,0.127,0.000,0.052,0.446,0.727,0.294,0.139,0.056,0.152,0.110,0.155,0.000,0.000,0.232,0.151,0.250,0.185,0.123,0.028,0.055,0.510,0.222
