Repebodies,A10,G3,A4,B10,C6,D3,B3
A10,0.0,1.0,1.0,0.7,0.8,0.8,1.0
G3,1.0,0.0,0.6,0.8,1.0,0.8,1.0
A4,1.0,0.6,0.0,0.8,1.0,0.6,1.0
B10,0.7,0.8,0.8,0.0,0.5,0.8,0.6
C6,0.8,1.0,1.0,0.5,0.0,0.6,1.0
D3,0.8,0.8,0.6,0.8,0.6,0.0,1.0
B3,1.0,1.0,1.0,0.6,1.0,1.0,0.0
