 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.024,0.000,0.015,0.532,0.581,0.025,0.032,0.224,0.014,0.000,0.043,0.000,0.022,0.000,0.089,0.000,0.167,0.203,0.017,0.000,0.217,0.027,0.139,0.000,0.512,0.127,0.269,0.233,0.750,0.300
model.000.01.pdb,0.077,0.784,0.558,0.129,0.082,0.013,0.000,0.408,0.074,0.465,0.055,0.000,0.095,0.085,0.024,0.046,0.608,0.302,0.000,0.618,0.145,0.123,0.013,0.340,0.017,0.000,0.032,0.286,0.000,0.189
model.000.02.pdb,0.392,0.000,0.000,0.156,0.164,0.478,0.093,0.073,0.108,0.025,0.554,0.306,0.461,0.137,0.635,0.130,0.031,0.011,0.147,0.000,0.011,0.057,0.737,0.071,0.274,0.536,0.509,0.058,0.176,0.108
model.000.03.pdb,0.000,0.053,0.157,0.105,0.143,0.068,0.400,0.078,0.338,0.132,0.038,0.152,0.019,0.130,0.043,0.262,0.116,0.297,0.304,0.078,0.518,0.338,0.022,0.000,0.072,0.110,0.000,0.194,0.224,0.041
model.000.04.pdb,0.176,0.476,0.312,0.015,0.033,0.027,0.000,0.204,0.062,0.341,0.122,0.000,0.173,0.091,0.000,0.049,0.368,0.102,0.000,0.417,0.031,0.113,0.027,0.634,0.018,0.012,0.017,0.097,0.000,0.093
model.000.05.pdb,0.010,0.052,0.171,0.104,0.157,0.067,0.279,0.050,0.222,0.114,0.037,0.069,0.029,0.068,0.076,0.169,0.102,0.273,0.233,0.077,0.458,0.275,0.056,0.000,0.087,0.133,0.039,0.192,0.239,0.054
model.000.06.pdb,0.346,0.012,0.011,0.034,0.024,0.507,0.183,0.011,0.146,0.024,0.481,0.383,0.395,0.149,0.641,0.171,0.010,0.023,0.159,0.000,0.011,0.080,0.554,0.057,0.066,0.688,0.214,0.011,0.085,0.012
model.000.07.pdb,0.101,0.333,0.373,0.474,0.429,0.011,0.000,0.729,0.036,0.185,0.078,0.000,0.093,0.013,0.032,0.000,0.655,0.537,0.000,0.232,0.328,0.087,0.056,0.149,0.233,0.000,0.147,0.720,0.206,0.540
model.000.08.pdb,0.068,0.089,0.107,0.512,0.564,0.000,0.000,0.488,0.000,0.036,0.058,0.000,0.048,0.000,0.000,0.000,0.351,0.231,0.000,0.042,0.158,0.015,0.042,0.082,0.375,0.000,0.157,0.489,0.340,0.611
model.000.09.pdb,0.444,0.014,0.014,0.149,0.141,0.338,0.045,0.086,0.081,0.029,0.493,0.150,0.456,0.109,0.492,0.087,0.023,0.027,0.082,0.000,0.000,0.053,0.642,0.099,0.264,0.343,0.578,0.068,0.136,0.129
model.000.10.pdb,0.119,0.333,0.351,0.455,0.407,0.011,0.000,0.717,0.025,0.177,0.093,0.000,0.109,0.014,0.033,0.000,0.704,0.519,0.000,0.226,0.306,0.078,0.071,0.141,0.207,0.000,0.138,0.673,0.164,0.521
model.000.11.pdb,0.618,0.070,0.022,0.091,0.095,0.472,0.047,0.044,0.100,0.023,0.649,0.205,0.735,0.125,0.549,0.080,0.038,0.011,0.104,0.013,0.010,0.065,0.631,0.244,0.178,0.449,0.364,0.032,0.093,0.047
model.000.12.pdb,0.056,0.568,0.405,0.033,0.000,0.014,0.000,0.130,0.140,0.571,0.048,0.000,0.063,0.167,0.000,0.111,0.321,0.151,0.020,0.679,0.105,0.204,0.000,0.370,0.000,0.000,0.000,0.067,0.000,0.000
model.000.13.pdb,0.103,0.345,0.519,0.344,0.279,0.011,0.027,0.558,0.090,0.250,0.069,0.000,0.106,0.041,0.032,0.039,0.593,0.558,0.029,0.264,0.383,0.149,0.057,0.153,0.108,0.000,0.086,0.714,0.096,0.415
model.000.14.pdb,0.351,0.012,0.012,0.049,0.025,0.500,0.179,0.024,0.113,0.000,0.455,0.393,0.421,0.127,0.724,0.135,0.010,0.024,0.154,0.000,0.012,0.047,0.574,0.061,0.070,0.689,0.250,0.023,0.091,0.026
model.000.15.pdb,0.106,0.407,0.426,0.429,0.333,0.011,0.000,0.681,0.025,0.237,0.071,0.000,0.097,0.014,0.033,0.000,0.704,0.463,0.000,0.300,0.266,0.092,0.059,0.174,0.186,0.000,0.104,0.640,0.164,0.521
model.000.16.pdb,0.000,0.081,0.259,0.092,0.136,0.013,0.255,0.111,0.254,0.185,0.010,0.033,0.000,0.066,0.012,0.169,0.153,0.373,0.176,0.120,0.532,0.321,0.000,0.000,0.052,0.048,0.000,0.259,0.190,0.049
model.000.17.pdb,0.627,0.099,0.053,0.051,0.054,0.314,0.056,0.095,0.076,0.027,0.565,0.175,0.677,0.101,0.433,0.081,0.093,0.025,0.092,0.015,0.012,0.049,0.484,0.297,0.125,0.338,0.246,0.063,0.013,0.103
model.000.18.pdb,0.067,0.305,0.345,0.528,0.453,0.000,0.000,0.667,0.037,0.175,0.049,0.000,0.062,0.014,0.011,0.000,0.632,0.538,0.000,0.222,0.344,0.091,0.034,0.093,0.224,0.000,0.103,0.694,0.234,0.510
model.000.19.pdb,0.133,0.267,0.283,0.509,0.434,0.023,0.000,0.717,0.000,0.123,0.104,0.000,0.121,0.000,0.044,0.000,0.614,0.436,0.000,0.161,0.246,0.037,0.084,0.141,0.228,0.010,0.175,0.708,0.200,0.622
model.000.20.pdb,0.446,0.072,0.011,0.011,0.011,0.537,0.132,0.000,0.171,0.036,0.608,0.308,0.533,0.176,0.507,0.182,0.019,0.000,0.171,0.013,0.022,0.103,0.451,0.221,0.064,0.486,0.176,0.000,0.083,0.000
model.000.21.pdb,0.132,0.000,0.000,0.000,0.000,0.367,0.250,0.000,0.154,0.000,0.225,0.600,0.175,0.158,0.387,0.207,0.000,0.000,0.245,0.000,0.028,0.042,0.242,0.000,0.000,0.508,0.082,0.000,0.045,0.000
model.000.22.pdb,0.012,0.000,0.016,0.115,0.123,0.054,0.245,0.047,0.127,0.000,0.022,0.071,0.011,0.016,0.065,0.065,0.039,0.155,0.118,0.000,0.211,0.127,0.040,0.000,0.115,0.149,0.051,0.094,0.347,0.017
model.000.23.pdb,0.081,0.240,0.260,0.435,0.442,0.013,0.000,0.625,0.000,0.073,0.045,0.000,0.073,0.000,0.026,0.000,0.529,0.383,0.000,0.109,0.175,0.030,0.027,0.117,0.217,0.000,0.111,0.581,0.185,0.553
model.000.24.pdb,0.100,0.667,0.511,0.156,0.129,0.012,0.000,0.431,0.041,0.396,0.075,0.000,0.116,0.046,0.000,0.014,0.623,0.281,0.000,0.513,0.136,0.100,0.012,0.364,0.067,0.011,0.046,0.288,0.043,0.175
