 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.015,0.000,0.000,0.167,0.000,0.046,0.098,0.161,0.264,0.000,0.099,0.000,0.123,0.550,0.029,0.015,0.026,0.000,0.000,0.012,0.000,0.267,0.175,0.000,0.333,0.031,0.113,0.219,0.000,0.000
model.000.01.pdb,0.364,0.029,0.389,0.186,0.169,0.032,0.081,0.368,0.281,0.281,0.092,0.000,0.128,0.172,0.529,0.000,0.000,0.081,0.393,0.023,0.097,0.171,0.231,0.186,0.560,0.460,0.012,0.063,0.109,0.078
model.000.02.pdb,0.012,0.082,0.000,0.011,0.000,0.458,0.513,0.000,0.013,0.013,0.515,0.137,0.079,0.267,0.089,0.221,0.288,0.100,0.036,0.333,0.013,0.552,0.000,0.000,0.075,0.000,0.500,0.057,0.039,0.041
model.000.03.pdb,0.141,0.069,0.025,0.483,0.014,0.040,0.056,0.312,0.339,0.113,0.020,0.110,0.541,0.042,0.012,0.246,0.150,0.265,0.012,0.068,0.000,0.000,0.387,0.013,0.135,0.053,0.123,0.579,0.185,0.136
model.000.04.pdb,0.462,0.143,0.617,0.135,0.400,0.065,0.091,0.317,0.194,0.370,0.116,0.041,0.113,0.095,0.519,0.000,0.000,0.110,0.612,0.047,0.278,0.122,0.227,0.392,0.386,0.721,0.012,0.049,0.200,0.207
model.000.05.pdb,0.333,0.032,0.388,0.101,0.170,0.047,0.111,0.224,0.158,0.269,0.114,0.000,0.066,0.151,0.614,0.000,0.000,0.074,0.449,0.025,0.089,0.230,0.123,0.189,0.420,0.435,0.026,0.027,0.085,0.069
model.000.06.pdb,0.174,0.100,0.038,0.534,0.056,0.030,0.037,0.355,0.362,0.145,0.010,0.095,0.567,0.042,0.012,0.157,0.122,0.265,0.024,0.056,0.000,0.000,0.410,0.056,0.151,0.068,0.110,0.552,0.203,0.172
model.000.07.pdb,0.000,0.302,0.017,0.153,0.019,0.093,0.150,0.000,0.036,0.055,0.081,0.364,0.177,0.000,0.000,0.395,0.224,0.383,0.000,0.217,0.019,0.000,0.048,0.058,0.000,0.000,0.094,0.150,0.167,0.200
model.000.08.pdb,0.108,0.172,0.000,0.356,0.031,0.044,0.072,0.136,0.129,0.129,0.034,0.220,0.371,0.000,0.000,0.263,0.137,0.375,0.000,0.090,0.000,0.000,0.222,0.047,0.000,0.000,0.108,0.373,0.236,0.222
model.000.09.pdb,0.319,0.318,0.476,0.077,0.806,0.077,0.080,0.226,0.111,0.429,0.079,0.170,0.056,0.000,0.226,0.000,0.028,0.175,0.477,0.087,0.528,0.000,0.241,0.727,0.066,0.429,0.000,0.029,0.349,0.400
model.000.10.pdb,0.000,0.161,0.030,0.013,0.000,0.379,0.347,0.000,0.000,0.000,0.328,0.302,0.093,0.000,0.075,0.438,0.509,0.175,0.014,0.464,0.051,0.152,0.000,0.016,0.000,0.000,0.436,0.040,0.066,0.068
