 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.060,0.458,0.821,0.138,0.077,0.012,0.047,0.304,0.132,0.457,0.042,0.000,0.091,0.062,0.035,0.075,0.483,0.460,0.050,0.439,0.364,0.222,0.050,0.190,0.000,0.000,0.030,0.333,0.000,0.136
model.000.01.pdb,0.183,0.200,0.136,0.000,0.000,0.270,0.145,0.030,0.490,0.340,0.157,0.192,0.150,0.641,0.077,0.447,0.108,0.045,0.255,0.222,0.092,0.431,0.096,0.203,0.000,0.074,0.000,0.014,0.000,0.000
model.000.02.pdb,0.128,0.795,0.543,0.088,0.061,0.077,0.000,0.352,0.100,0.489,0.064,0.000,0.116,0.133,0.023,0.059,0.536,0.304,0.000,0.595,0.154,0.167,0.012,0.389,0.000,0.000,0.015,0.246,0.000,0.136
model.000.03.pdb,0.011,0.130,0.295,0.155,0.164,0.057,0.210,0.141,0.308,0.230,0.049,0.042,0.040,0.118,0.043,0.231,0.205,0.421,0.224,0.136,0.729,0.393,0.022,0.000,0.075,0.021,0.027,0.254,0.159,0.103
model.000.04.pdb,0.108,0.524,0.413,0.030,0.000,0.054,0.000,0.155,0.145,0.525,0.068,0.000,0.111,0.192,0.000,0.100,0.333,0.155,0.018,0.606,0.113,0.203,0.000,0.438,0.000,0.000,0.000,0.077,0.000,0.000
model.000.05.pdb,0.667,0.095,0.045,0.055,0.034,0.536,0.060,0.044,0.125,0.047,0.718,0.205,0.761,0.139,0.507,0.106,0.069,0.022,0.090,0.025,0.021,0.100,0.582,0.276,0.062,0.378,0.233,0.043,0.056,0.047
model.000.06.pdb,0.579,0.085,0.040,0.116,0.097,0.468,0.100,0.105,0.185,0.065,0.737,0.195,0.620,0.190,0.500,0.182,0.103,0.029,0.131,0.046,0.029,0.135,0.506,0.230,0.157,0.352,0.299,0.091,0.072,0.138
model.000.07.pdb,0.011,0.304,0.510,0.203,0.177,0.000,0.061,0.288,0.127,0.346,0.030,0.000,0.031,0.044,0.034,0.056,0.413,0.652,0.065,0.348,0.625,0.231,0.012,0.099,0.063,0.011,0.014,0.386,0.154,0.111
model.000.08.pdb,0.012,0.193,0.278,0.200,0.214,0.012,0.066,0.246,0.103,0.161,0.032,0.000,0.033,0.015,0.049,0.029,0.292,0.578,0.052,0.213,0.659,0.190,0.012,0.028,0.107,0.023,0.015,0.298,0.250,0.102
model.000.09.pdb,0.062,0.447,0.533,0.059,0.015,0.065,0.066,0.246,0.250,0.667,0.043,0.016,0.033,0.245,0.036,0.250,0.312,0.291,0.089,0.500,0.281,0.389,0.038,0.159,0.000,0.000,0.015,0.175,0.000,0.048
model.000.10.pdb,0.662,0.125,0.071,0.093,0.084,0.368,0.048,0.094,0.066,0.036,0.644,0.178,0.758,0.086,0.459,0.070,0.116,0.033,0.092,0.026,0.011,0.043,0.651,0.301,0.120,0.388,0.294,0.091,0.070,0.115
model.000.11.pdb,0.313,0.094,0.044,0.000,0.000,0.377,0.241,0.000,0.426,0.155,0.299,0.222,0.263,0.511,0.143,0.440,0.036,0.000,0.312,0.035,0.042,0.305,0.151,0.210,0.000,0.152,0.000,0.000,0.000,0.000
model.000.12.pdb,0.041,0.092,0.235,0.115,0.122,0.141,0.250,0.089,0.304,0.212,0.087,0.129,0.090,0.125,0.098,0.214,0.151,0.365,0.288,0.108,0.571,0.364,0.090,0.000,0.041,0.106,0.038,0.219,0.164,0.067
model.000.13.pdb,0.066,0.000,0.000,0.595,0.575,0.027,0.000,0.222,0.000,0.000,0.094,0.000,0.085,0.000,0.110,0.000,0.162,0.100,0.000,0.000,0.097,0.000,0.167,0.000,0.676,0.105,0.419,0.211,0.444,0.333
model.000.14.pdb,0.230,0.460,0.396,0.185,0.123,0.036,0.000,0.520,0.013,0.228,0.170,0.000,0.237,0.000,0.083,0.000,0.534,0.267,0.000,0.292,0.114,0.053,0.115,0.393,0.081,0.044,0.092,0.339,0.027,0.296
model.000.15.pdb,0.114,0.000,0.000,0.000,0.000,0.377,0.367,0.000,0.262,0.015,0.235,0.650,0.200,0.236,0.333,0.286,0.000,0.000,0.370,0.000,0.042,0.116,0.235,0.000,0.000,0.422,0.079,0.000,0.029,0.000
model.000.16.pdb,0.320,0.013,0.000,0.000,0.000,0.759,0.219,0.000,0.239,0.054,0.423,0.453,0.338,0.274,0.435,0.258,0.000,0.000,0.213,0.000,0.036,0.173,0.319,0.103,0.000,0.437,0.097,0.000,0.092,0.000
model.000.17.pdb,0.134,0.136,0.246,0.000,0.014,0.219,0.309,0.083,0.673,0.358,0.129,0.183,0.110,0.521,0.094,0.604,0.110,0.147,0.388,0.185,0.270,0.640,0.113,0.081,0.000,0.103,0.000,0.095,0.000,0.000
model.000.18.pdb,0.182,0.698,0.480,0.100,0.074,0.012,0.000,0.382,0.053,0.373,0.144,0.000,0.207,0.060,0.022,0.027,0.561,0.246,0.000,0.476,0.130,0.096,0.036,0.529,0.031,0.022,0.029,0.234,0.000,0.167
model.000.19.pdb,0.554,0.107,0.037,0.024,0.000,0.565,0.127,0.024,0.216,0.067,0.592,0.274,0.603,0.246,0.423,0.197,0.042,0.036,0.188,0.014,0.048,0.139,0.406,0.222,0.000,0.316,0.125,0.023,0.024,0.026
model.000.20.pdb,0.174,0.432,0.231,0.015,0.000,0.100,0.000,0.082,0.111,0.333,0.120,0.000,0.171,0.173,0.013,0.083,0.234,0.065,0.000,0.368,0.015,0.129,0.013,0.659,0.000,0.024,0.000,0.030,0.000,0.000
model.000.21.pdb,0.418,0.041,0.040,0.286,0.262,0.182,0.000,0.194,0.000,0.000,0.390,0.058,0.392,0.014,0.338,0.000,0.134,0.053,0.000,0.000,0.000,0.012,0.517,0.155,0.340,0.289,0.562,0.169,0.197,0.298
model.000.22.pdb,0.011,0.230,0.407,0.129,0.172,0.011,0.091,0.164,0.224,0.385,0.010,0.000,0.010,0.141,0.011,0.167,0.300,0.444,0.115,0.306,0.667,0.390,0.000,0.096,0.078,0.011,0.000,0.246,0.167,0.059
