 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.338,0.024,0.036,0.127,0.118,0.456,0.108,0.048,0.136,0.012,0.533,0.266,0.461,0.122,0.689,0.130,0.020,0.048,0.164,0.000,0.047,0.095,0.707,0.034,0.179,0.514,0.407,0.046,0.145,0.065
model.000.01.pdb,0.344,0.333,0.232,0.043,0.030,0.079,0.000,0.203,0.027,0.182,0.273,0.000,0.343,0.048,0.103,0.014,0.273,0.092,0.000,0.239,0.014,0.042,0.139,0.698,0.051,0.085,0.065,0.121,0.000,0.102
model.000.02.pdb,0.074,0.239,0.254,0.642,0.596,0.000,0.000,0.593,0.011,0.127,0.087,0.000,0.090,0.000,0.063,0.000,0.523,0.410,0.000,0.161,0.275,0.059,0.115,0.100,0.400,0.051,0.227,0.589,0.328,0.509
model.000.03.pdb,0.295,0.130,0.107,0.140,0.151,0.056,0.000,0.333,0.000,0.036,0.230,0.000,0.279,0.000,0.162,0.000,0.242,0.067,0.000,0.042,0.000,0.000,0.172,0.294,0.196,0.093,0.255,0.241,0.050,0.318
model.000.04.pdb,0.237,0.000,0.012,0.024,0.013,0.462,0.238,0.000,0.173,0.013,0.354,0.510,0.321,0.179,0.547,0.203,0.000,0.024,0.233,0.000,0.049,0.086,0.377,0.024,0.000,0.619,0.113,0.012,0.051,0.000
model.000.05.pdb,0.026,0.395,0.356,0.016,0.000,0.042,0.036,0.105,0.218,0.676,0.023,0.037,0.036,0.318,0.000,0.216,0.267,0.125,0.082,0.581,0.121,0.314,0.014,0.327,0.000,0.000,0.000,0.048,0.000,0.000
model.000.06.pdb,0.493,0.024,0.012,0.141,0.149,0.356,0.038,0.114,0.057,0.000,0.597,0.157,0.542,0.078,0.585,0.061,0.074,0.048,0.083,0.000,0.047,0.057,0.623,0.125,0.215,0.395,0.431,0.083,0.130,0.155
model.000.07.pdb,0.225,0.533,0.400,0.090,0.078,0.025,0.000,0.358,0.027,0.294,0.179,0.000,0.234,0.015,0.061,0.014,0.441,0.180,0.000,0.381,0.072,0.070,0.092,0.542,0.050,0.047,0.047,0.190,0.000,0.158
model.000.08.pdb,0.035,0.129,0.224,0.000,0.014,0.105,0.367,0.058,0.571,0.340,0.053,0.138,0.032,0.283,0.035,0.440,0.089,0.177,0.400,0.180,0.339,0.604,0.024,0.042,0.000,0.058,0.000,0.118,0.059,0.000
model.000.09.pdb,0.603,0.136,0.041,0.013,0.027,0.309,0.075,0.068,0.224,0.125,0.458,0.127,0.485,0.281,0.208,0.203,0.096,0.000,0.133,0.049,0.013,0.171,0.290,0.429,0.045,0.171,0.058,0.052,0.000,0.075
model.000.10.pdb,0.381,0.278,0.148,0.058,0.062,0.092,0.000,0.180,0.013,0.119,0.320,0.000,0.397,0.047,0.130,0.014,0.232,0.043,0.000,0.137,0.000,0.013,0.153,0.609,0.105,0.098,0.136,0.136,0.000,0.138
