 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.053,0.021,0.392,0.091,0.078,0.515,0.089,0.126,0.157,0.429,0.150,0.273,0.162,0.011,0.035,0.062,0.304,0.299,0.224,0.274,0.059,0.091,0.140,0.446,0.507,0.569,0.580,0.028,0.106,0.011
model.000.01.pdb,0.094,0.114,0.310,0.012,0.000,0.304,0.310,0.000,0.564,0.125,0.608,0.104,0.134,0.089,0.000,0.000,0.600,0.139,0.160,0.361,0.270,0.000,0.000,0.155,0.146,0.211,0.286,0.260,0.000,0.080
model.000.02.pdb,0.067,0.123,0.000,0.311,0.558,0.037,0.014,0.519,0.000,0.135,0.000,0.133,0.129,0.143,0.469,0.591,0.000,0.105,0.011,0.000,0.014,0.481,0.491,0.167,0.189,0.147,0.069,0.000,0.500,0.136
model.000.03.pdb,0.475,0.132,0.012,0.471,0.333,0.039,0.327,0.351,0.230,0.013,0.164,0.167,0.327,0.136,0.000,0.140,0.030,0.000,0.000,0.000,0.232,0.364,0.351,0.000,0.107,0.025,0.011,0.000,0.327,0.186
model.000.04.pdb,0.038,0.031,0.544,0.077,0.065,0.545,0.073,0.099,0.167,0.522,0.175,0.194,0.100,0.021,0.023,0.048,0.314,0.457,0.359,0.418,0.095,0.065,0.136,0.535,0.395,0.486,0.563,0.103,0.079,0.022
model.000.05.pdb,0.000,0.152,0.000,0.254,0.415,0.000,0.000,0.382,0.000,0.099,0.000,0.033,0.032,0.194,0.610,0.600,0.000,0.083,0.025,0.000,0.000,0.370,0.333,0.164,0.108,0.111,0.048,0.000,0.358,0.190
model.000.06.pdb,0.117,0.250,0.000,0.509,0.647,0.036,0.058,0.735,0.012,0.061,0.013,0.164,0.159,0.277,0.293,0.490,0.000,0.048,0.000,0.000,0.116,0.627,0.635,0.056,0.110,0.072,0.011,0.000,0.620,0.258
model.000.07.pdb,0.183,0.000,0.288,0.115,0.128,0.569,0.116,0.141,0.160,0.264,0.153,0.531,0.351,0.000,0.013,0.055,0.421,0.213,0.159,0.235,0.013,0.145,0.171,0.225,0.583,0.500,0.429,0.016,0.164,0.000
model.000.08.pdb,0.132,0.393,0.000,0.551,0.400,0.000,0.100,0.472,0.041,0.026,0.014,0.032,0.048,0.382,0.236,0.347,0.000,0.000,0.000,0.000,0.207,0.382,0.368,0.012,0.037,0.025,0.011,0.000,0.370,0.449
model.000.09.pdb,0.154,0.130,0.000,0.520,0.750,0.026,0.031,0.773,0.000,0.053,0.000,0.164,0.158,0.152,0.236,0.571,0.000,0.039,0.000,0.000,0.045,0.727,0.733,0.048,0.105,0.065,0.000,0.000,0.682,0.127
