 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.113,0.033,0.059,0.107,0.022,0.058,0.257,0.609,0.037,0.090,0.282,0.128,0.000,0.115,0.507,0.111,0.000,0.022,0.045,0.119,0.129,0.026,0.063,0.588,0.181,0.033,0.000,0.268,0.372,0.048
model.000.01.pdb,0.125,0.226,0.014,0.000,0.400,0.156,0.291,0.178,0.015,0.039,0.407,0.096,0.341,0.000,0.192,0.014,0.244,0.345,0.490,0.085,0.051,0.312,0.117,0.096,0.000,0.167,0.286,0.014,0.452,0.167
model.000.02.pdb,0.024,0.338,0.143,0.653,0.314,0.679,0.284,0.135,0.258,0.319,0.065,0.759,0.104,0.159,0.091,0.011,0.164,0.348,0.282,0.045,0.000,0.238,0.464,0.050,0.012,0.614,0.015,0.294,0.117,0.049
model.000.03.pdb,0.000,0.131,0.000,0.073,0.346,0.264,0.561,0.234,0.000,0.028,0.357,0.197,0.040,0.000,0.229,0.000,0.043,0.314,0.327,0.000,0.000,0.143,0.091,0.120,0.000,0.228,0.000,0.119,0.339,0.000
model.000.04.pdb,0.118,0.011,0.062,0.000,0.000,0.000,0.063,0.303,0.038,0.081,0.185,0.011,0.000,0.081,0.325,0.162,0.000,0.000,0.011,0.125,0.210,0.000,0.039,0.552,0.227,0.011,0.000,0.075,0.226,0.051
model.000.05.pdb,0.422,0.308,0.250,0.000,0.278,0.119,0.000,0.013,0.071,0.091,0.056,0.014,0.594,0.014,0.024,0.226,0.600,0.294,0.308,0.353,0.125,0.410,0.157,0.012,0.132,0.113,0.438,0.000,0.079,0.590
model.000.06.pdb,0.099,0.033,0.034,0.092,0.119,0.110,0.443,0.661,0.024,0.090,0.429,0.155,0.000,0.066,0.594,0.047,0.000,0.083,0.120,0.093,0.068,0.026,0.037,0.459,0.090,0.080,0.000,0.268,0.486,0.048
model.000.07.pdb,0.106,0.400,0.088,0.015,0.660,0.293,0.263,0.145,0.078,0.110,0.292,0.157,0.364,0.013,0.133,0.028,0.357,0.562,0.674,0.099,0.000,0.524,0.214,0.057,0.015,0.300,0.222,0.014,0.300,0.183
model.000.08.pdb,0.254,0.200,0.562,0.015,0.068,0.041,0.000,0.035,0.321,0.281,0.024,0.012,0.130,0.390,0.067,0.596,0.184,0.101,0.083,0.362,0.280,0.102,0.095,0.069,0.522,0.097,0.077,0.056,0.022,0.263
model.000.09.pdb,0.386,0.051,0.096,0.000,0.200,0.038,0.258,0.348,0.000,0.000,0.636,0.048,0.158,0.000,0.429,0.194,0.050,0.125,0.221,0.333,0.232,0.077,0.000,0.210,0.119,0.050,0.196,0.013,0.565,0.262
