 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.381,0.159,0.133,0.000,0.429,0.000,0.553,0.071,0.121,0.255,0.030,0.000,0.000,0.436,0.000,0.222,0.511,0.000,0.148,0.119,0.015,0.488,0.067,0.271,0.060,0.000,0.129,0.000,0.103
model.000.01.pdb,0.057,0.000,0.152,0.000,0.085,0.015,0.045,0.013,0.418,0.000,0.000,0.654,0.113,0.043,0.138,0.130,0.105,0.127,0.000,0.250,0.000,0.037,0.068,0.577,0.082,0.561,0.279,0.000,0.196,0.012
model.000.02.pdb,0.463,0.174,0.000,0.104,0.492,0.014,0.361,0.093,0.078,0.375,0.188,0.083,0.000,0.481,0.000,0.258,0.000,0.022,0.222,0.090,0.361,0.236,0.024,0.036,0.000,0.044,0.012,0.431,0.220,0.450
model.000.03.pdb,0.071,0.138,0.483,0.117,0.048,0.200,0.058,0.271,0.118,0.013,0.071,0.167,0.175,0.000,0.532,0.000,0.547,0.582,0.000,0.114,0.058,0.065,0.453,0.231,0.510,0.279,0.134,0.024,0.000,0.000
model.000.04.pdb,0.045,0.154,0.731,0.236,0.000,0.117,0.082,0.288,0.069,0.038,0.134,0.118,0.360,0.000,0.377,0.000,0.766,0.517,0.060,0.053,0.070,0.122,0.444,0.141,0.696,0.205,0.203,0.061,0.000,0.000
model.000.05.pdb,0.301,0.418,0.022,0.224,0.230,0.061,0.397,0.254,0.026,0.635,0.436,0.011,0.000,0.321,0.013,0.111,0.049,0.110,0.213,0.038,0.610,0.323,0.110,0.024,0.066,0.022,0.000,0.698,0.113,0.527
model.000.06.pdb,0.025,0.103,0.068,0.000,0.027,0.600,0.013,0.161,0.294,0.203,0.066,0.175,0.018,0.091,0.378,0.015,0.075,0.242,0.000,0.478,0.052,0.000,0.218,0.186,0.098,0.203,0.000,0.070,0.122,0.228
model.000.07.pdb,0.045,0.134,0.685,0.255,0.011,0.097,0.094,0.262,0.083,0.051,0.132,0.132,0.278,0.000,0.370,0.000,0.680,0.508,0.043,0.067,0.094,0.135,0.436,0.155,0.681,0.219,0.182,0.073,0.000,0.000
model.000.08.pdb,0.083,0.121,0.035,0.000,0.087,0.467,0.058,0.119,0.357,0.266,0.087,0.183,0.000,0.207,0.241,0.041,0.038,0.176,0.000,0.560,0.110,0.000,0.167,0.176,0.055,0.208,0.000,0.132,0.300,0.333
model.000.09.pdb,0.583,0.130,0.120,0.183,0.358,0.014,0.583,0.097,0.039,0.250,0.162,0.023,0.127,0.321,0.013,0.212,0.075,0.022,0.396,0.025,0.462,0.509,0.038,0.037,0.066,0.046,0.111,0.429,0.131,0.217
model.000.10.pdb,0.130,0.077,0.000,0.000,0.122,0.378,0.074,0.060,0.358,0.283,0.060,0.176,0.000,0.245,0.172,0.091,0.000,0.122,0.000,0.510,0.101,0.000,0.090,0.134,0.000,0.169,0.000,0.139,0.386,0.357
model.000.11.pdb,0.068,0.722,0.132,0.528,0.027,0.125,0.197,0.575,0.000,0.380,0.750,0.000,0.000,0.055,0.091,0.000,0.186,0.271,0.137,0.000,0.436,0.250,0.327,0.000,0.226,0.000,0.000,0.451,0.000,0.236
model.000.12.pdb,0.000,0.524,0.162,0.295,0.000,0.333,0.110,0.667,0.048,0.268,0.548,0.014,0.000,0.017,0.265,0.000,0.220,0.453,0.017,0.115,0.286,0.125,0.489,0.029,0.288,0.027,0.000,0.267,0.000,0.148
model.000.13.pdb,0.058,0.000,0.187,0.000,0.074,0.015,0.034,0.014,0.382,0.000,0.000,0.556,0.136,0.014,0.143,0.152,0.108,0.130,0.014,0.200,0.000,0.025,0.069,0.538,0.100,0.500,0.310,0.000,0.161,0.000
