 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.101,0.242,0.096,0.134,0.059,0.304,0.113,0.297,0.197,0.039,0.075,0.020,0.088,0.033,0.200,0.165,0.386,0.255,0.140,0.620,0.407,0.023,0.013,0.045,0.054,0.000,0.224,0.182,0.058
model.000.01.pdb,0.638,0.055,0.013,0.052,0.027,0.379,0.104,0.067,0.151,0.014,0.621,0.197,0.585,0.190,0.377,0.145,0.069,0.026,0.148,0.000,0.000,0.091,0.422,0.262,0.109,0.256,0.230,0.078,0.000,0.121
model.000.02.pdb,0.057,0.500,0.617,0.274,0.250,0.011,0.000,0.500,0.051,0.333,0.040,0.000,0.086,0.028,0.022,0.013,0.750,0.529,0.015,0.422,0.356,0.123,0.023,0.212,0.062,0.000,0.028,0.500,0.085,0.286
model.000.03.pdb,0.047,0.000,0.000,0.154,0.183,0.149,0.097,0.028,0.026,0.000,0.074,0.136,0.066,0.000,0.203,0.014,0.012,0.088,0.049,0.000,0.134,0.040,0.197,0.000,0.204,0.353,0.232,0.055,0.460,0.030
model.000.04.pdb,0.136,0.281,0.297,0.536,0.464,0.021,0.000,0.735,0.011,0.145,0.120,0.000,0.125,0.000,0.042,0.000,0.633,0.466,0.000,0.183,0.279,0.060,0.103,0.160,0.267,0.010,0.176,0.660,0.235,0.612
model.000.05.pdb,0.364,0.036,0.011,0.071,0.036,0.485,0.200,0.011,0.133,0.012,0.481,0.407,0.468,0.149,0.615,0.187,0.040,0.023,0.212,0.000,0.034,0.068,0.554,0.082,0.066,0.688,0.214,0.033,0.085,0.037
model.000.06.pdb,0.145,0.305,0.345,0.446,0.351,0.011,0.000,0.633,0.037,0.175,0.115,0.000,0.132,0.027,0.044,0.013,0.632,0.429,0.014,0.222,0.262,0.077,0.083,0.139,0.203,0.000,0.154,0.627,0.162,0.609
model.000.07.pdb,0.683,0.086,0.060,0.095,0.073,0.397,0.076,0.138,0.092,0.024,0.686,0.217,0.676,0.117,0.514,0.111,0.130,0.046,0.110,0.000,0.011,0.056,0.594,0.208,0.123,0.362,0.284,0.133,0.023,0.181
model.000.08.pdb,0.125,0.373,0.491,0.328,0.286,0.022,0.013,0.615,0.060,0.279,0.088,0.000,0.126,0.039,0.042,0.037,0.672,0.424,0.028,0.296,0.284,0.128,0.067,0.229,0.154,0.010,0.113,0.554,0.122,0.472
model.000.09.pdb,0.425,0.024,0.012,0.047,0.012,0.538,0.153,0.035,0.120,0.012,0.547,0.344,0.493,0.120,0.677,0.158,0.041,0.023,0.179,0.000,0.034,0.069,0.538,0.110,0.053,0.597,0.217,0.034,0.073,0.051
