 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.471,0.188,0.075,0.657,0.000,0.477,0.000,0.034,0.097,0.025,0.090,0.027,0.425,0.026,0.000,0.581,0.012,0.341,0.096,0.000,0.111,0.000,0.000,0.074,0.060,0.131,0.000,0.038,0.500,0.000
model.000.01.pdb,0.079,0.042,0.293,0.013,0.105,0.037,0.022,0.068,0.433,0.042,0.000,0.722,0.000,0.043,0.100,0.031,0.061,0.141,0.250,0.071,0.164,0.068,0.050,0.596,0.092,0.048,0.210,0.031,0.000,0.033
model.000.02.pdb,0.000,0.159,0.000,0.025,0.467,0.023,0.394,0.533,0.011,0.522,0.433,0.054,0.143,0.537,0.203,0.014,0.467,0.000,0.000,0.500,0.000,0.407,0.348,0.043,0.000,0.333,0.096,0.486,0.081,0.370
model.000.03.pdb,0.294,0.090,0.490,0.345,0.051,0.397,0.070,0.059,0.500,0.043,0.023,0.264,0.141,0.055,0.000,0.275,0.051,0.651,0.553,0.011,0.462,0.000,0.012,0.328,0.278,0.012,0.074,0.066,0.159,0.011
model.000.04.pdb,0.196,0.057,0.480,0.339,0.040,0.464,0.057,0.058,0.417,0.010,0.023,0.165,0.121,0.032,0.000,0.179,0.020,0.469,0.574,0.000,0.750,0.000,0.037,0.216,0.556,0.000,0.057,0.032,0.194,0.056
model.000.05.pdb,0.014,0.203,0.013,0.130,0.274,0.149,0.297,0.400,0.000,0.478,0.691,0.000,0.328,0.515,0.062,0.062,0.338,0.014,0.000,0.329,0.053,0.194,0.229,0.011,0.028,0.391,0.069,0.603,0.283,0.244
model.000.06.pdb,0.600,0.615,0.068,0.231,0.011,0.164,0.000,0.032,0.138,0.158,0.113,0.066,0.212,0.036,0.000,0.447,0.022,0.271,0.145,0.039,0.065,0.048,0.000,0.162,0.000,0.364,0.000,0.087,0.167,0.025
model.000.07.pdb,0.172,0.056,0.531,0.310,0.019,0.456,0.056,0.068,0.483,0.020,0.046,0.192,0.087,0.089,0.000,0.155,0.029,0.460,0.630,0.011,0.733,0.000,0.012,0.230,0.479,0.000,0.056,0.076,0.172,0.033
model.000.08.pdb,0.375,0.698,0.043,0.175,0.084,0.110,0.022,0.102,0.091,0.273,0.171,0.083,0.237,0.103,0.085,0.327,0.084,0.164,0.074,0.141,0.027,0.134,0.025,0.187,0.000,0.545,0.000,0.169,0.177,0.069
model.000.09.pdb,0.000,0.055,0.013,0.040,0.507,0.076,0.600,0.534,0.023,0.437,0.431,0.011,0.041,0.562,0.115,0.000,0.529,0.014,0.013,0.409,0.081,0.290,0.509,0.045,0.106,0.127,0.116,0.464,0.055,0.590
