 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.246,0.084,0.048,0.053,0.167,0.023,0.288,0.562,0.012,0.044,0.644,0.056,0.123,0.011,0.551,0.101,0.061,0.114,0.200,0.197,0.118,0.100,0.052,0.364,0.079,0.034,0.153,0.087,0.625,0.183
model.000.01.pdb,0.037,0.450,0.183,0.426,0.397,0.735,0.224,0.102,0.339,0.444,0.106,0.569,0.129,0.138,0.095,0.037,0.196,0.466,0.338,0.060,0.000,0.298,0.660,0.030,0.026,0.692,0.032,0.135,0.122,0.080
model.000.02.pdb,0.026,0.456,0.176,0.404,0.377,0.653,0.200,0.081,0.316,0.403,0.111,0.526,0.100,0.115,0.087,0.026,0.167,0.473,0.361,0.050,0.000,0.321,0.682,0.032,0.014,0.647,0.017,0.111,0.115,0.055
model.000.03.pdb,0.099,0.033,0.034,0.051,0.056,0.022,0.257,0.537,0.037,0.090,0.316,0.078,0.000,0.102,0.486,0.084,0.000,0.058,0.081,0.106,0.129,0.026,0.050,0.662,0.164,0.033,0.000,0.200,0.390,0.036
model.000.04.pdb,0.203,0.000,0.077,0.000,0.011,0.000,0.065,0.276,0.000,0.000,0.221,0.000,0.000,0.096,0.316,0.217,0.000,0.012,0.024,0.239,0.304,0.000,0.000,0.500,0.295,0.000,0.000,0.091,0.247,0.095
model.000.05.pdb,0.057,0.560,0.230,0.388,0.295,0.583,0.090,0.011,0.400,0.414,0.012,0.414,0.196,0.155,0.033,0.071,0.289,0.434,0.300,0.097,0.000,0.327,0.683,0.000,0.061,0.580,0.037,0.071,0.034,0.108
model.000.06.pdb,0.109,0.471,0.108,0.083,0.727,0.431,0.167,0.090,0.117,0.162,0.171,0.215,0.415,0.013,0.045,0.043,0.410,0.659,0.744,0.101,0.000,0.722,0.347,0.011,0.015,0.382,0.262,0.029,0.187,0.211
model.000.07.pdb,0.204,0.278,0.082,0.000,0.400,0.117,0.103,0.097,0.034,0.043,0.226,0.028,0.576,0.000,0.075,0.048,0.441,0.340,0.500,0.148,0.019,0.474,0.132,0.024,0.000,0.129,0.469,0.000,0.258,0.286
model.000.08.pdb,0.512,0.278,0.294,0.000,0.228,0.098,0.000,0.026,0.089,0.106,0.086,0.014,0.529,0.028,0.049,0.269,0.485,0.241,0.278,0.400,0.170,0.333,0.132,0.012,0.151,0.094,0.424,0.000,0.092,0.658
model.000.09.pdb,0.205,0.057,0.072,0.065,0.120,0.034,0.279,0.619,0.024,0.079,0.571,0.067,0.071,0.032,0.580,0.113,0.014,0.084,0.136,0.192,0.130,0.053,0.064,0.372,0.105,0.045,0.094,0.127,0.582,0.147
