 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.206,0.013,0.138,0.250,0.013,0.000,0.206,0.000,0.114,0.000,0.000,0.000,0.254,0.784,0.455,0.000,0.099,0.065,0.000,0.046,0.194,0.188,0.181,0.108,0.127,0.074,0.000,0.200,0.232
model.000.01.pdb,0.600,0.042,0.013,0.440,0.377,0.056,0.265,0.370,0.200,0.013,0.133,0.250,0.476,0.043,0.016,0.148,0.048,0.000,0.000,0.000,0.100,0.412,0.370,0.012,0.143,0.054,0.024,0.000,0.373,0.063
model.000.02.pdb,0.000,0.011,0.441,0.022,0.070,0.357,0.038,0.057,0.083,0.727,0.115,0.113,0.052,0.022,0.153,0.066,0.181,0.727,0.478,0.375,0.062,0.034,0.081,0.789,0.356,0.470,0.529,0.115,0.047,0.024
model.000.03.pdb,0.014,0.796,0.094,0.178,0.115,0.011,0.101,0.143,0.147,0.011,0.139,0.000,0.013,0.654,0.164,0.101,0.039,0.023,0.106,0.078,0.429,0.103,0.086,0.021,0.000,0.000,0.031,0.189,0.077,0.653
model.000.04.pdb,0.625,0.000,0.042,0.172,0.169,0.220,0.234,0.129,0.214,0.043,0.143,0.474,0.706,0.000,0.000,0.018,0.148,0.014,0.000,0.032,0.033,0.193,0.167,0.000,0.267,0.138,0.095,0.000,0.179,0.016
model.000.05.pdb,0.014,0.745,0.044,0.160,0.114,0.011,0.085,0.127,0.087,0.022,0.092,0.000,0.000,0.740,0.197,0.085,0.025,0.034,0.118,0.024,0.373,0.115,0.099,0.054,0.011,0.000,0.042,0.085,0.104,0.640
model.000.06.pdb,0.000,0.056,0.562,0.033,0.000,0.347,0.037,0.011,0.107,0.448,0.141,0.080,0.012,0.045,0.037,0.012,0.208,0.565,0.683,0.429,0.087,0.000,0.022,0.507,0.232,0.303,0.472,0.167,0.011,0.011
model.000.07.pdb,0.207,0.173,0.000,0.623,0.776,0.047,0.101,0.833,0.062,0.084,0.012,0.175,0.226,0.194,0.258,0.490,0.000,0.059,0.000,0.000,0.111,0.755,0.760,0.066,0.133,0.095,0.010,0.000,0.714,0.191
model.000.08.pdb,0.085,0.131,0.000,0.288,0.545,0.029,0.018,0.468,0.000,0.060,0.000,0.146,0.140,0.155,0.405,0.541,0.000,0.076,0.000,0.000,0.017,0.457,0.438,0.083,0.119,0.090,0.000,0.000,0.477,0.127
model.000.09.pdb,0.000,0.000,0.344,0.026,0.067,0.361,0.045,0.066,0.068,0.566,0.087,0.155,0.062,0.000,0.127,0.078,0.177,0.509,0.318,0.267,0.043,0.026,0.080,0.667,0.475,0.604,0.508,0.057,0.055,0.000
model.000.10.pdb,0.200,0.151,0.000,0.608,0.804,0.049,0.091,0.867,0.051,0.075,0.013,0.186,0.220,0.171,0.213,0.469,0.000,0.049,0.000,0.000,0.101,0.783,0.787,0.045,0.139,0.086,0.011,0.000,0.702,0.167
model.000.11.pdb,0.065,0.010,0.522,0.021,0.031,0.594,0.073,0.042,0.126,0.500,0.133,0.246,0.143,0.021,0.084,0.011,0.353,0.500,0.395,0.418,0.045,0.032,0.064,0.627,0.514,0.576,0.790,0.056,0.043,0.022
model.000.12.pdb,0.548,0.015,0.029,0.231,0.140,0.079,0.385,0.119,0.306,0.000,0.224,0.209,0.459,0.016,0.000,0.019,0.115,0.000,0.000,0.017,0.115,0.164,0.119,0.000,0.108,0.061,0.055,0.000,0.127,0.054
