 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.082,0.189,0.136,0.031,0.117,0.701,0.590,0.022,0.023,0.059,0.697,0.296,0.071,0.049,0.250,0.136,0.338,0.128,0.218,0.567,0.197,0.375,0.010,0.087,0.067,0.098,0.325,0.020,0.073,0.089
model.000.01.pdb,0.040,0.480,0.147,0.132,0.180,0.316,0.341,0.025,0.000,0.188,0.195,0.733,0.123,0.000,0.025,0.200,0.391,0.456,0.095,0.444,0.291,0.024,0.078,0.197,0.000,0.070,0.100,0.115,0.276,0.333
model.000.02.pdb,0.179,0.000,0.145,0.176,0.028,0.063,0.121,0.224,0.222,0.085,0.125,0.000,0.136,0.532,0.224,0.000,0.000,0.012,0.123,0.034,0.014,0.284,0.151,0.028,0.708,0.185,0.060,0.143,0.014,0.000
model.000.03.pdb,0.145,0.154,0.215,0.000,0.197,0.507,0.388,0.025,0.000,0.069,0.523,0.295,0.022,0.029,0.344,0.026,0.169,0.091,0.323,0.373,0.286,0.323,0.012,0.156,0.093,0.185,0.203,0.000,0.056,0.090
model.000.04.pdb,0.065,0.160,0.054,0.050,0.057,0.714,0.688,0.031,0.032,0.067,0.553,0.273,0.088,0.096,0.148,0.273,0.493,0.132,0.086,0.521,0.096,0.364,0.020,0.069,0.052,0.043,0.403,0.059,0.068,0.082
model.000.05.pdb,0.640,0.083,0.344,0.385,0.226,0.030,0.036,0.635,0.404,0.404,0.041,0.025,0.301,0.154,0.393,0.000,0.000,0.192,0.328,0.022,0.103,0.085,0.500,0.242,0.491,0.429,0.034,0.247,0.258,0.169
model.000.06.pdb,0.429,0.244,0.622,0.133,0.636,0.038,0.057,0.340,0.208,0.526,0.026,0.053,0.106,0.000,0.286,0.000,0.014,0.182,0.465,0.028,0.395,0.000,0.327,0.618,0.145,0.657,0.000,0.078,0.366,0.350
model.000.07.pdb,0.368,0.028,0.345,0.178,0.161,0.064,0.111,0.350,0.288,0.246,0.114,0.000,0.123,0.183,0.558,0.000,0.000,0.078,0.397,0.034,0.092,0.214,0.221,0.159,0.558,0.434,0.035,0.074,0.088,0.059
model.000.08.pdb,0.097,0.153,0.146,0.048,0.129,0.771,0.675,0.040,0.031,0.064,0.718,0.275,0.085,0.105,0.250,0.186,0.361,0.115,0.221,0.575,0.188,0.380,0.019,0.090,0.071,0.111,0.349,0.037,0.077,0.079
model.000.09.pdb,0.097,0.391,0.062,0.267,0.107,0.098,0.176,0.076,0.048,0.245,0.073,0.417,0.246,0.000,0.000,0.308,0.215,0.587,0.044,0.191,0.052,0.000,0.177,0.145,0.014,0.048,0.083,0.222,0.333,0.409
