 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.065,0.750,0.047,0.242,0.186,0.012,0.161,0.200,0.171,0.012,0.130,0.000,0.029,0.673,0.156,0.091,0.041,0.024,0.047,0.039,0.551,0.171,0.151,0.022,0.000,0.000,0.033,0.093,0.143,0.674
model.000.01.pdb,0.031,0.012,0.406,0.051,0.037,0.526,0.058,0.090,0.153,0.450,0.162,0.268,0.141,0.000,0.027,0.028,0.400,0.403,0.282,0.379,0.085,0.051,0.104,0.382,0.492,0.561,0.500,0.132,0.066,0.000
model.000.02.pdb,0.383,0.169,0.000,0.800,0.608,0.049,0.183,0.627,0.125,0.012,0.069,0.190,0.291,0.191,0.123,0.340,0.027,0.000,0.000,0.000,0.136,0.620,0.566,0.000,0.113,0.024,0.011,0.000,0.580,0.206
model.000.03.pdb,0.000,0.215,0.105,0.027,0.026,0.066,0.000,0.013,0.000,0.125,0.000,0.000,0.000,0.262,0.278,0.098,0.000,0.191,0.308,0.088,0.060,0.000,0.000,0.173,0.104,0.107,0.125,0.000,0.014,0.180
model.000.04.pdb,0.180,0.139,0.011,0.544,0.780,0.070,0.068,0.765,0.035,0.122,0.000,0.206,0.219,0.158,0.290,0.560,0.000,0.082,0.011,0.000,0.079,0.725,0.731,0.088,0.171,0.133,0.020,0.000,0.720,0.153
model.000.05.pdb,0.027,0.080,0.562,0.033,0.011,0.347,0.025,0.033,0.081,0.492,0.127,0.125,0.037,0.081,0.037,0.025,0.208,0.590,0.712,0.429,0.101,0.022,0.033,0.465,0.263,0.320,0.452,0.186,0.022,0.048
model.000.06.pdb,0.175,0.118,0.000,0.537,0.750,0.061,0.090,0.771,0.051,0.101,0.026,0.203,0.217,0.137,0.190,0.460,0.000,0.061,0.000,0.000,0.100,0.729,0.771,0.068,0.167,0.113,0.011,0.000,0.653,0.147
model.000.07.pdb,0.068,0.000,0.443,0.080,0.105,0.508,0.037,0.143,0.080,0.607,0.098,0.281,0.183,0.000,0.036,0.063,0.239,0.485,0.360,0.338,0.048,0.119,0.171,0.567,0.457,0.515,0.507,0.092,0.136,0.000
model.000.08.pdb,0.268,0.141,0.011,0.554,0.660,0.083,0.185,0.679,0.115,0.083,0.064,0.230,0.305,0.160,0.162,0.328,0.000,0.046,0.011,0.000,0.141,0.740,0.679,0.054,0.159,0.094,0.020,0.000,0.667,0.171
model.000.09.pdb,0.013,0.080,0.547,0.045,0.011,0.412,0.025,0.044,0.082,0.500,0.114,0.143,0.065,0.070,0.012,0.025,0.211,0.548,0.613,0.413,0.089,0.011,0.044,0.515,0.282,0.380,0.500,0.131,0.034,0.036
