 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.011,0.066,0.242,0.025,0.020,0.635,0.400,0.373,0.029,0.127,0.424,0.175,0.000,0.509,0.010,0.233,0.000,0.000,0.489,0.194,0.137,0.026,0.071,0.021,0.750,0.012,0.161,0.241,0.453,0.367
model.000.01.pdb,0.247,0.323,0.000,0.186,0.417,0.000,0.000,0.012,0.277,0.333,0.000,0.014,0.400,0.012,0.451,0.172,0.600,0.358,0.000,0.014,0.183,0.095,0.089,0.448,0.000,0.536,0.058,0.014,0.000,0.000
model.000.02.pdb,0.011,0.041,0.200,0.000,0.010,0.446,0.180,0.242,0.020,0.136,0.667,0.167,0.053,0.681,0.010,0.250,0.000,0.012,0.535,0.045,0.274,0.000,0.000,0.034,0.431,0.000,0.153,0.214,0.304,0.279
model.000.03.pdb,0.145,0.377,0.000,0.121,0.094,0.149,0.310,0.058,0.102,0.286,0.070,0.000,0.027,0.190,0.175,0.404,0.105,0.051,0.069,0.179,0.119,0.000,0.529,0.035,0.232,0.055,0.000,0.000,0.095,0.042
model.000.04.pdb,0.418,0.500,0.000,0.281,0.423,0.000,0.016,0.000,0.382,0.224,0.000,0.000,0.258,0.012,0.569,0.156,0.543,0.304,0.000,0.138,0.078,0.081,0.224,0.297,0.000,0.349,0.000,0.000,0.000,0.000
model.000.05.pdb,0.135,0.044,0.391,0.200,0.095,0.597,0.400,0.557,0.144,0.049,0.380,0.239,0.000,0.311,0.045,0.128,0.000,0.040,0.400,0.354,0.054,0.175,0.121,0.038,0.542,0.021,0.162,0.365,0.596,0.600
model.000.06.pdb,0.163,0.000,0.404,0.212,0.112,0.431,0.196,0.681,0.157,0.000,0.262,0.286,0.000,0.174,0.031,0.043,0.000,0.060,0.308,0.263,0.000,0.300,0.000,0.044,0.316,0.025,0.186,0.373,0.531,0.633
model.000.07.pdb,0.412,0.222,0.042,0.250,0.566,0.020,0.000,0.031,0.447,0.187,0.052,0.011,0.485,0.041,0.622,0.082,0.459,0.521,0.011,0.082,0.148,0.241,0.026,0.629,0.011,0.661,0.047,0.023,0.044,0.020
model.000.08.pdb,0.225,0.587,0.000,0.175,0.240,0.000,0.058,0.000,0.183,0.465,0.000,0.000,0.119,0.042,0.324,0.269,0.400,0.155,0.000,0.082,0.136,0.014,0.300,0.173,0.030,0.262,0.000,0.000,0.000,0.000
model.000.09.pdb,0.067,0.013,0.323,0.139,0.031,0.604,0.432,0.558,0.082,0.044,0.400,0.213,0.000,0.383,0.010,0.121,0.000,0.011,0.489,0.298,0.051,0.096,0.091,0.021,0.638,0.012,0.125,0.286,0.604,0.519
