 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.138,0.814,0.293,0.133,0.411,0.357,0.074,0.035,0.400,0.439,0.062,0.171,0.298,0.139,0.044,0.136,0.415,0.520,0.393,0.179,0.032,0.477,0.500,0.022,0.129,0.411,0.120,0.014,0.095,0.241
model.000.01.pdb,0.750,0.121,0.291,0.000,0.136,0.029,0.000,0.091,0.048,0.068,0.191,0.000,0.295,0.040,0.182,0.449,0.227,0.108,0.138,0.667,0.429,0.151,0.048,0.085,0.294,0.027,0.268,0.000,0.189,0.581
model.000.02.pdb,0.254,0.500,0.172,0.062,0.612,0.333,0.090,0.060,0.167,0.206,0.149,0.155,0.525,0.038,0.067,0.103,0.568,0.551,0.592,0.234,0.032,0.757,0.327,0.011,0.045,0.339,0.333,0.000,0.165,0.358
model.000.03.pdb,0.123,0.303,0.537,0.188,0.087,0.200,0.000,0.043,0.592,0.607,0.000,0.184,0.062,0.475,0.051,0.317,0.119,0.135,0.089,0.208,0.125,0.106,0.262,0.041,0.300,0.279,0.000,0.153,0.010,0.143
model.000.04.pdb,0.333,0.358,0.190,0.000,0.404,0.148,0.015,0.038,0.085,0.118,0.145,0.027,0.833,0.027,0.047,0.150,0.625,0.373,0.440,0.281,0.074,0.513,0.189,0.000,0.085,0.141,0.515,0.000,0.162,0.467
model.000.05.pdb,0.231,0.064,0.066,0.023,0.148,0.032,0.250,0.594,0.022,0.072,0.597,0.051,0.092,0.051,0.648,0.102,0.026,0.101,0.149,0.188,0.132,0.061,0.046,0.438,0.108,0.041,0.114,0.115,0.629,0.160
model.000.06.pdb,0.247,0.048,0.103,0.075,0.168,0.113,0.346,0.622,0.030,0.086,0.560,0.129,0.094,0.046,0.764,0.151,0.047,0.113,0.146,0.233,0.171,0.066,0.052,0.389,0.133,0.067,0.100,0.176,0.590,0.169
model.000.07.pdb,0.100,0.558,0.418,0.224,0.224,0.339,0.000,0.034,0.587,0.604,0.011,0.232,0.231,0.328,0.021,0.130,0.326,0.295,0.227,0.155,0.015,0.283,0.500,0.021,0.123,0.464,0.073,0.083,0.033,0.154
model.000.08.pdb,0.043,0.310,0.377,0.222,0.132,0.254,0.000,0.036,0.581,0.600,0.000,0.231,0.113,0.404,0.022,0.106,0.191,0.156,0.134,0.085,0.000,0.167,0.340,0.034,0.097,0.453,0.019,0.159,0.000,0.077
model.000.09.pdb,0.309,0.462,0.404,0.048,0.328,0.233,0.029,0.049,0.236,0.270,0.064,0.081,0.372,0.111,0.069,0.281,0.474,0.345,0.333,0.351,0.088,0.432,0.314,0.022,0.172,0.242,0.174,0.000,0.059,0.429
model.000.10.pdb,0.133,0.089,0.011,0.060,0.193,0.067,0.388,0.565,0.011,0.062,0.567,0.146,0.080,0.041,0.533,0.056,0.026,0.157,0.225,0.112,0.091,0.090,0.060,0.449,0.098,0.076,0.086,0.159,0.623,0.082
model.000.11.pdb,0.542,0.040,0.210,0.000,0.082,0.000,0.058,0.205,0.014,0.025,0.308,0.000,0.130,0.065,0.301,0.389,0.036,0.041,0.083,0.549,0.488,0.048,0.000,0.148,0.321,0.000,0.167,0.000,0.314,0.333
