 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.364,0.164,0.012,0.520,0.375,0.039,0.245,0.368,0.188,0.026,0.125,0.143,0.245,0.169,0.015,0.200,0.014,0.000,0.000,0.000,0.250,0.407,0.393,0.000,0.091,0.025,0.000,0.000,0.370,0.203
model.000.01.pdb,0.167,0.042,0.179,0.075,0.043,0.206,0.550,0.042,0.600,0.101,0.659,0.034,0.148,0.029,0.000,0.000,0.404,0.101,0.096,0.255,0.269,0.043,0.028,0.092,0.081,0.130,0.181,0.195,0.014,0.063
model.000.02.pdb,0.579,0.054,0.037,0.407,0.328,0.096,0.347,0.322,0.267,0.013,0.180,0.208,0.467,0.056,0.000,0.119,0.129,0.000,0.000,0.028,0.111,0.357,0.322,0.012,0.151,0.065,0.060,0.000,0.321,0.076
model.000.03.pdb,0.062,0.536,0.034,0.292,0.232,0.011,0.175,0.246,0.183,0.023,0.159,0.000,0.014,0.500,0.169,0.175,0.040,0.011,0.022,0.025,0.529,0.235,0.211,0.033,0.000,0.000,0.032,0.089,0.206,0.549
model.000.04.pdb,0.588,0.029,0.041,0.228,0.164,0.138,0.429,0.125,0.346,0.000,0.245,0.261,0.429,0.029,0.000,0.017,0.185,0.000,0.000,0.031,0.123,0.186,0.143,0.000,0.147,0.086,0.092,0.000,0.153,0.066
model.000.05.pdb,0.079,0.020,0.591,0.054,0.031,0.645,0.086,0.042,0.167,0.437,0.175,0.265,0.158,0.010,0.011,0.023,0.394,0.417,0.377,0.418,0.070,0.032,0.064,0.514,0.432,0.529,0.734,0.056,0.055,0.011
model.000.06.pdb,0.070,0.038,0.513,0.059,0.090,0.493,0.114,0.089,0.187,0.514,0.195,0.200,0.140,0.029,0.075,0.077,0.325,0.514,0.349,0.382,0.097,0.059,0.111,0.566,0.450,0.583,0.613,0.090,0.082,0.020
model.000.07.pdb,0.235,0.373,0.012,0.612,0.379,0.000,0.211,0.397,0.145,0.000,0.087,0.047,0.131,0.386,0.164,0.232,0.000,0.000,0.000,0.000,0.304,0.386,0.350,0.023,0.024,0.000,0.022,0.000,0.351,0.451
model.000.08.pdb,0.137,0.462,0.013,0.396,0.316,0.000,0.103,0.357,0.057,0.013,0.014,0.016,0.049,0.480,0.269,0.231,0.000,0.000,0.025,0.000,0.283,0.298,0.267,0.024,0.000,0.000,0.024,0.000,0.263,0.533
model.000.09.pdb,0.349,0.118,0.038,0.345,0.230,0.026,0.524,0.226,0.396,0.000,0.321,0.051,0.185,0.104,0.000,0.085,0.062,0.000,0.000,0.029,0.283,0.254,0.226,0.012,0.051,0.026,0.024,0.020,0.220,0.150
model.000.10.pdb,0.096,0.000,0.431,0.067,0.066,0.613,0.036,0.089,0.067,0.515,0.070,0.355,0.229,0.011,0.060,0.049,0.268,0.408,0.351,0.329,0.047,0.079,0.114,0.507,0.552,0.522,0.603,0.058,0.093,0.022
model.000.11.pdb,0.071,0.068,0.361,0.000,0.000,0.356,0.269,0.000,0.490,0.159,0.500,0.123,0.119,0.041,0.000,0.000,0.667,0.176,0.183,0.431,0.228,0.000,0.000,0.176,0.183,0.262,0.309,0.262,0.000,0.029
model.000.12.pdb,0.043,0.596,0.079,0.236,0.169,0.033,0.162,0.182,0.156,0.081,0.149,0.000,0.013,0.561,0.125,0.113,0.051,0.069,0.102,0.089,0.482,0.171,0.152,0.087,0.010,0.011,0.085,0.100,0.145,0.527
model.000.13.pdb,0.000,0.060,0.000,0.131,0.250,0.000,0.000,0.224,0.000,0.159,0.000,0.018,0.017,0.095,0.605,0.439,0.000,0.141,0.027,0.000,0.000,0.211,0.224,0.250,0.185,0.190,0.093,0.000,0.218,0.103
model.000.14.pdb,0.400,0.025,0.089,0.386,0.429,0.203,0.113,0.421,0.097,0.092,0.027,0.426,0.468,0.026,0.044,0.190,0.074,0.078,0.048,0.056,0.074,0.463,0.473,0.084,0.299,0.181,0.095,0.000,0.481,0.042
model.000.15.pdb,0.000,0.130,0.383,0.000,0.000,0.176,0.031,0.000,0.134,0.270,0.180,0.000,0.000,0.101,0.000,0.000,0.167,0.333,0.448,0.460,0.186,0.000,0.000,0.243,0.037,0.079,0.219,0.395,0.000,0.076
model.000.16.pdb,0.014,0.099,0.567,0.012,0.000,0.358,0.132,0.000,0.261,0.338,0.277,0.027,0.027,0.061,0.000,0.000,0.397,0.400,0.462,0.556,0.125,0.000,0.000,0.361,0.131,0.208,0.429,0.185,0.000,0.012
model.000.17.pdb,0.102,0.239,0.173,0.125,0.093,0.133,0.449,0.107,0.558,0.118,0.540,0.000,0.060,0.209,0.000,0.000,0.293,0.118,0.141,0.219,0.596,0.095,0.092,0.108,0.035,0.087,0.119,0.208,0.053,0.246
model.000.18.pdb,0.575,0.038,0.062,0.339,0.356,0.203,0.211,0.306,0.179,0.051,0.103,0.489,0.643,0.039,0.000,0.095,0.141,0.025,0.012,0.056,0.090,0.386,0.328,0.023,0.279,0.164,0.095,0.000,0.328,0.057
model.000.19.pdb,0.058,0.034,0.574,0.047,0.011,0.550,0.129,0.022,0.236,0.329,0.232,0.185,0.097,0.023,0.000,0.026,0.596,0.348,0.329,0.564,0.122,0.011,0.034,0.408,0.311,0.397,0.594,0.158,0.024,0.012
model.000.20.pdb,0.472,0.000,0.118,0.113,0.077,0.237,0.311,0.044,0.327,0.000,0.250,0.295,0.513,0.000,0.000,0.000,0.340,0.014,0.013,0.119,0.016,0.095,0.076,0.026,0.222,0.154,0.171,0.000,0.098,0.000
model.000.21.pdb,0.031,0.000,0.184,0.051,0.183,0.279,0.000,0.164,0.000,0.475,0.000,0.246,0.123,0.012,0.210,0.177,0.069,0.359,0.213,0.127,0.000,0.153,0.214,0.492,0.517,0.508,0.315,0.000,0.157,0.026
model.000.22.pdb,0.226,0.456,0.011,0.373,0.224,0.012,0.340,0.258,0.246,0.000,0.185,0.015,0.127,0.473,0.177,0.145,0.014,0.000,0.011,0.000,0.389,0.227,0.186,0.011,0.000,0.000,0.022,0.000,0.197,0.551
model.000.23.pdb,0.486,0.028,0.068,0.246,0.161,0.103,0.525,0.141,0.420,0.000,0.314,0.157,0.356,0.029,0.000,0.034,0.161,0.000,0.000,0.079,0.140,0.183,0.141,0.012,0.129,0.085,0.077,0.000,0.150,0.065
model.000.24.pdb,0.125,0.174,0.000,0.549,0.702,0.012,0.045,0.688,0.013,0.078,0.014,0.081,0.078,0.197,0.365,0.725,0.000,0.051,0.000,0.000,0.058,0.646,0.588,0.071,0.087,0.076,0.011,0.000,0.604,0.175
model.000.25.pdb,0.568,0.086,0.000,0.480,0.389,0.068,0.306,0.382,0.213,0.026,0.148,0.216,0.422,0.088,0.031,0.164,0.046,0.000,0.000,0.000,0.115,0.423,0.382,0.000,0.123,0.039,0.024,0.000,0.385,0.095
model.000.26.pdb,0.000,0.086,0.431,0.024,0.000,0.343,0.013,0.011,0.049,0.406,0.079,0.104,0.013,0.103,0.083,0.013,0.143,0.525,0.709,0.317,0.067,0.000,0.011,0.470,0.237,0.296,0.414,0.068,0.012,0.052
model.000.27.pdb,0.015,0.673,0.045,0.164,0.103,0.011,0.103,0.130,0.118,0.023,0.125,0.000,0.000,0.635,0.222,0.103,0.039,0.023,0.081,0.038,0.436,0.104,0.074,0.067,0.011,0.011,0.043,0.088,0.092,0.667
model.000.28.pdb,0.217,0.156,0.068,0.180,0.090,0.070,0.676,0.104,0.600,0.041,0.511,0.000,0.148,0.125,0.000,0.000,0.158,0.041,0.039,0.095,0.404,0.108,0.088,0.037,0.013,0.026,0.062,0.089,0.061,0.175
model.000.29.pdb,0.256,0.125,0.085,0.129,0.076,0.104,0.622,0.075,0.591,0.042,0.500,0.036,0.176,0.094,0.000,0.000,0.208,0.042,0.040,0.117,0.362,0.077,0.059,0.052,0.040,0.056,0.092,0.119,0.046,0.121
