 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.028,0.068,0.074,0.393,0.096,0.059,0.417,0.280,0.462,0.158,0.123,0.131,0.386,0.105,0.049,0.208,0.362,0.122,0.000,0.027,0.407,0.071,0.189,0.091,0.281,0.129,0.046,0.059,0.053,0.000
model.000.01.pdb,0.037,0.011,0.366,0.145,0.011,0.012,0.080,0.298,0.162,0.013,0.456,0.522,0.023,0.011,0.000,0.010,0.035,0.011,0.000,0.000,0.036,0.299,0.032,0.011,0.057,0.413,0.279,0.025,0.011,0.178
model.000.02.pdb,0.082,0.412,0.000,0.200,0.352,0.275,0.258,0.000,0.113,0.255,0.000,0.000,0.333,0.510,0.163,0.569,0.333,0.490,0.151,0.308,0.327,0.000,0.620,0.426,0.250,0.000,0.000,0.102,0.440,0.000
model.000.03.pdb,0.208,0.296,0.000,0.333,0.203,0.189,0.333,0.038,0.136,0.056,0.000,0.024,0.489,0.364,0.078,0.472,0.522,0.298,0.113,0.222,0.457,0.013,0.339,0.250,0.404,0.014,0.017,0.016,0.346,0.015
model.000.04.pdb,0.000,0.241,0.000,0.013,0.490,0.275,0.026,0.018,0.000,0.595,0.015,0.000,0.059,0.262,0.390,0.194,0.091,0.288,0.070,0.115,0.062,0.122,0.227,0.375,0.027,0.000,0.000,0.711,0.161,0.030
model.000.05.pdb,0.545,0.396,0.206,0.096,0.230,0.288,0.096,0.000,0.000,0.000,0.000,0.047,0.121,0.362,0.113,0.302,0.104,0.322,0.615,0.556,0.109,0.149,0.297,0.317,0.116,0.042,0.016,0.031,0.480,0.246
model.000.06.pdb,0.108,0.696,0.012,0.105,0.681,0.479,0.135,0.000,0.014,0.226,0.000,0.011,0.182,0.694,0.286,0.593,0.200,0.708,0.288,0.480,0.172,0.060,0.706,0.729,0.141,0.000,0.000,0.203,0.625,0.042
model.000.07.pdb,0.000,0.100,0.024,0.361,0.130,0.077,0.317,0.348,0.423,0.208,0.092,0.069,0.305,0.139,0.069,0.197,0.305,0.157,0.015,0.043,0.345,0.023,0.229,0.139,0.311,0.041,0.048,0.094,0.085,0.000
model.000.08.pdb,0.015,0.125,0.026,0.258,0.177,0.083,0.279,0.188,0.302,0.283,0.048,0.035,0.286,0.149,0.075,0.231,0.286,0.188,0.017,0.046,0.353,0.025,0.246,0.167,0.210,0.014,0.000,0.140,0.091,0.000
model.000.09.pdb,0.296,0.101,0.647,0.000,0.041,0.131,0.000,0.000,0.000,0.000,0.167,0.278,0.000,0.080,0.089,0.037,0.013,0.081,0.204,0.125,0.000,0.475,0.090,0.066,0.000,0.118,0.083,0.062,0.101,0.780
model.000.10.pdb,0.059,0.592,0.036,0.063,0.681,0.511,0.077,0.000,0.000,0.327,0.000,0.022,0.114,0.627,0.432,0.483,0.147,0.608,0.241,0.396,0.119,0.085,0.500,0.729,0.080,0.000,0.000,0.315,0.472,0.056
