 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.028,0.037,0.082,0.208,0.000,0.545,0.108,0.000,0.015,0.296,0.059,0.076,0.000,0.246,0.000,0.000,0.000,0.085,0.095,0.116,0.110,0.605,0.000,0.200,0.000,0.000,0.236,0.090,0.158,0.059
model.000.01.pdb,0.068,0.011,0.412,0.296,0.241,0.396,0.696,0.100,0.125,0.101,0.592,0.540,0.148,0.132,0.193,0.078,0.143,0.078,0.744,0.064,0.115,0.293,0.140,0.750,0.000,0.082,0.042,0.549,0.756,0.560
model.000.02.pdb,0.074,0.366,0.000,0.000,0.000,0.206,0.012,0.024,0.026,0.647,0.036,0.000,0.000,0.604,0.000,0.071,0.014,0.625,0.064,0.011,0.522,0.169,0.000,0.070,0.083,0.028,0.640,0.024,0.081,0.012
model.000.03.pdb,0.393,0.145,0.200,0.333,0.013,0.096,0.105,0.361,0.258,0.000,0.063,0.203,0.027,0.000,0.042,0.254,0.000,0.047,0.066,0.679,0.030,0.125,0.000,0.098,0.288,0.059,0.013,0.076,0.040,0.063
model.000.04.pdb,0.096,0.011,0.352,0.203,0.490,0.230,0.681,0.130,0.177,0.041,0.681,0.472,0.365,0.083,0.438,0.151,0.354,0.050,0.520,0.037,0.114,0.188,0.347,0.545,0.000,0.196,0.014,0.739,0.521,0.756
model.000.05.pdb,0.059,0.012,0.275,0.189,0.275,0.288,0.479,0.077,0.083,0.131,0.511,0.400,0.145,0.207,0.196,0.056,0.140,0.101,0.700,0.027,0.154,0.193,0.137,0.638,0.000,0.073,0.081,0.412,0.667,0.420
model.000.06.pdb,0.417,0.080,0.258,0.333,0.026,0.096,0.135,0.317,0.279,0.000,0.077,0.239,0.070,0.000,0.088,0.271,0.014,0.023,0.052,0.618,0.020,0.125,0.000,0.111,0.206,0.091,0.000,0.090,0.040,0.063
model.000.07.pdb,0.280,0.298,0.000,0.038,0.018,0.000,0.000,0.348,0.188,0.000,0.000,0.000,0.078,0.000,0.019,0.360,0.021,0.079,0.000,0.193,0.065,0.000,0.000,0.000,0.667,0.133,0.113,0.000,0.000,0.000
model.000.08.pdb,0.462,0.162,0.113,0.136,0.000,0.000,0.014,0.423,0.302,0.000,0.000,0.104,0.063,0.000,0.066,0.379,0.000,0.039,0.000,0.509,0.022,0.014,0.000,0.000,0.396,0.105,0.029,0.013,0.000,0.000
model.000.09.pdb,0.158,0.013,0.255,0.056,0.595,0.000,0.226,0.208,0.283,0.000,0.327,0.255,0.629,0.000,0.774,0.250,0.594,0.000,0.192,0.014,0.063,0.000,0.529,0.164,0.036,0.395,0.000,0.375,0.113,0.383
model.000.10.pdb,0.123,0.456,0.000,0.000,0.015,0.000,0.000,0.092,0.048,0.167,0.000,0.000,0.016,0.164,0.000,0.132,0.018,0.400,0.000,0.069,0.300,0.000,0.000,0.000,0.231,0.053,0.283,0.014,0.000,0.000
model.000.11.pdb,0.131,0.522,0.000,0.024,0.000,0.047,0.011,0.069,0.035,0.278,0.022,0.011,0.000,0.292,0.000,0.100,0.013,0.456,0.011,0.125,0.345,0.046,0.000,0.010,0.147,0.038,0.343,0.000,0.011,0.000
model.000.12.pdb,0.386,0.023,0.333,0.489,0.059,0.121,0.182,0.305,0.286,0.000,0.114,0.305,0.077,0.000,0.115,0.258,0.016,0.012,0.087,0.566,0.021,0.172,0.000,0.151,0.167,0.082,0.000,0.129,0.075,0.099
model.000.13.pdb,0.105,0.011,0.510,0.364,0.262,0.362,0.694,0.139,0.149,0.080,0.627,0.577,0.172,0.123,0.197,0.086,0.150,0.073,0.667,0.114,0.109,0.290,0.148,0.780,0.000,0.092,0.039,0.474,0.604,0.509
model.000.14.pdb,0.049,0.000,0.163,0.078,0.390,0.113,0.286,0.069,0.075,0.089,0.432,0.265,0.250,0.127,0.293,0.062,0.324,0.133,0.429,0.000,0.155,0.034,0.316,0.353,0.000,0.085,0.054,0.362,0.390,0.370
model.000.15.pdb,0.208,0.010,0.569,0.472,0.194,0.302,0.593,0.197,0.231,0.037,0.483,0.604,0.164,0.062,0.226,0.138,0.108,0.034,0.456,0.213,0.050,0.297,0.106,0.586,0.026,0.088,0.012,0.426,0.455,0.410
model.000.16.pdb,0.362,0.035,0.333,0.522,0.091,0.104,0.200,0.305,0.286,0.013,0.147,0.328,0.094,0.000,0.133,0.258,0.032,0.012,0.119,0.537,0.032,0.154,0.016,0.167,0.148,0.100,0.014,0.162,0.075,0.130
model.000.17.pdb,0.122,0.011,0.490,0.298,0.288,0.322,0.708,0.157,0.188,0.081,0.608,0.620,0.194,0.141,0.241,0.115,0.153,0.087,0.756,0.087,0.122,0.254,0.150,0.760,0.014,0.129,0.040,0.566,0.652,0.519
model.000.18.pdb,0.000,0.000,0.151,0.113,0.070,0.615,0.288,0.015,0.017,0.204,0.241,0.200,0.017,0.222,0.036,0.000,0.060,0.091,0.333,0.029,0.132,0.455,0.059,0.460,0.000,0.000,0.125,0.259,0.386,0.218
model.000.19.pdb,0.027,0.000,0.308,0.222,0.115,0.556,0.480,0.043,0.046,0.125,0.396,0.327,0.065,0.159,0.103,0.026,0.071,0.053,0.479,0.068,0.107,0.449,0.089,0.633,0.000,0.016,0.061,0.364,0.511,0.396
model.000.20.pdb,0.407,0.036,0.327,0.457,0.062,0.109,0.172,0.345,0.353,0.000,0.119,0.321,0.098,0.000,0.121,0.270,0.017,0.000,0.091,0.538,0.000,0.161,0.000,0.141,0.155,0.125,0.000,0.134,0.062,0.103
model.000.21.pdb,0.071,0.299,0.000,0.013,0.122,0.149,0.060,0.023,0.025,0.475,0.085,0.035,0.025,0.544,0.053,0.068,0.136,0.649,0.132,0.011,0.742,0.103,0.118,0.118,0.080,0.027,0.466,0.071,0.122,0.072
