 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.041,0.104,0.064,0.147,0.029,0.092,0.240,0.156,0.333,0.203,0.134,0.069,0.051,0.069,0.062,0.069,0.080,0.000,0.000,0.104,0.114,0.089,0.093,0.026,0.085,0.015,0.228,0.027,0.014
model.000.01.pdb,0.056,0.421,0.000,0.176,0.547,0.345,0.208,0.000,0.099,0.333,0.000,0.010,0.266,0.536,0.347,0.561,0.286,0.545,0.148,0.305,0.279,0.057,0.607,0.593,0.200,0.000,0.000,0.276,0.421,0.026
model.000.02.pdb,0.075,0.147,0.012,0.400,0.162,0.076,0.448,0.145,0.339,0.182,0.029,0.022,0.472,0.203,0.068,0.323,0.472,0.206,0.063,0.088,0.531,0.011,0.299,0.186,0.373,0.013,0.015,0.092,0.147,0.000
model.000.03.pdb,0.512,0.340,0.129,0.149,0.180,0.208,0.149,0.000,0.000,0.000,0.000,0.036,0.183,0.357,0.018,0.339,0.164,0.293,0.500,0.523,0.172,0.079,0.379,0.267,0.175,0.029,0.000,0.000,0.543,0.172
model.000.04.pdb,0.027,0.491,0.071,0.011,0.627,0.562,0.011,0.000,0.000,0.353,0.013,0.010,0.038,0.500,0.558,0.324,0.065,0.509,0.183,0.300,0.039,0.192,0.358,0.611,0.024,0.000,0.000,0.442,0.323,0.129
model.000.05.pdb,0.217,0.717,0.101,0.076,0.509,0.600,0.104,0.000,0.000,0.138,0.000,0.011,0.129,0.680,0.333,0.554,0.145,0.627,0.478,0.667,0.118,0.125,0.630,0.647,0.108,0.000,0.000,0.143,0.717,0.152
model.000.06.pdb,0.167,0.226,0.400,0.000,0.149,0.302,0.000,0.000,0.000,0.016,0.094,0.179,0.000,0.191,0.220,0.091,0.000,0.212,0.327,0.241,0.000,0.500,0.164,0.174,0.000,0.013,0.000,0.150,0.188,0.553
model.000.07.pdb,0.149,0.071,0.650,0.032,0.057,0.105,0.021,0.070,0.035,0.040,0.308,0.427,0.011,0.067,0.070,0.042,0.022,0.067,0.111,0.061,0.000,0.672,0.064,0.055,0.011,0.182,0.053,0.091,0.071,0.544
model.000.08.pdb,0.155,0.217,0.000,0.411,0.213,0.138,0.411,0.055,0.228,0.071,0.000,0.000,0.553,0.345,0.055,0.528,0.587,0.283,0.088,0.232,0.556,0.000,0.414,0.238,0.490,0.014,0.016,0.015,0.352,0.000
model.000.09.pdb,0.197,0.288,0.011,0.379,0.246,0.182,0.400,0.029,0.188,0.108,0.000,0.041,0.545,0.406,0.094,0.576,0.574,0.328,0.121,0.246,0.519,0.043,0.492,0.286,0.419,0.024,0.014,0.040,0.371,0.025
model.000.10.pdb,0.012,0.100,0.352,0.011,0.113,0.125,0.000,0.074,0.024,0.087,0.262,0.300,0.000,0.107,0.217,0.055,0.000,0.108,0.085,0.077,0.000,0.571,0.054,0.134,0.000,0.086,0.041,0.286,0.048,0.328
model.000.11.pdb,0.491,0.491,0.192,0.123,0.303,0.368,0.123,0.000,0.000,0.029,0.000,0.041,0.164,0.500,0.167,0.409,0.149,0.435,0.574,0.620,0.155,0.157,0.424,0.406,0.158,0.037,0.014,0.054,0.604,0.224
model.000.12.pdb,0.000,0.164,0.000,0.014,0.413,0.163,0.045,0.021,0.017,0.821,0.000,0.000,0.049,0.169,0.289,0.161,0.085,0.214,0.019,0.071,0.052,0.056,0.197,0.278,0.015,0.000,0.000,0.583,0.103,0.000
model.000.13.pdb,0.254,0.090,0.069,0.596,0.036,0.026,0.596,0.129,0.390,0.014,0.053,0.098,0.635,0.139,0.000,0.257,0.604,0.113,0.072,0.110,0.608,0.021,0.175,0.071,0.660,0.149,0.156,0.000,0.133,0.051
model.000.14.pdb,0.057,0.077,0.493,0.051,0.065,0.110,0.040,0.153,0.067,0.024,0.373,0.425,0.021,0.073,0.092,0.060,0.021,0.085,0.074,0.068,0.011,0.514,0.059,0.073,0.020,0.210,0.101,0.096,0.054,0.338
model.000.15.pdb,0.000,0.013,0.062,0.355,0.068,0.014,0.333,0.500,0.531,0.161,0.143,0.119,0.279,0.037,0.033,0.117,0.238,0.051,0.000,0.000,0.293,0.060,0.115,0.037,0.266,0.099,0.063,0.092,0.013,0.000
model.000.16.pdb,0.000,0.245,0.000,0.047,0.476,0.227,0.063,0.000,0.018,0.655,0.000,0.000,0.109,0.245,0.314,0.232,0.151,0.300,0.020,0.118,0.115,0.014,0.273,0.375,0.067,0.000,0.000,0.385,0.173,0.000
model.000.17.pdb,0.043,0.519,0.036,0.024,0.633,0.600,0.037,0.000,0.013,0.347,0.000,0.011,0.068,0.556,0.488,0.426,0.097,0.596,0.193,0.339,0.070,0.154,0.467,0.680,0.038,0.000,0.000,0.358,0.411,0.101
model.000.18.pdb,0.000,0.473,0.060,0.012,0.673,0.542,0.012,0.000,0.000,0.417,0.027,0.032,0.038,0.433,0.535,0.309,0.066,0.491,0.148,0.242,0.040,0.195,0.324,0.593,0.024,0.000,0.000,0.510,0.266,0.114
model.000.19.pdb,0.000,0.051,0.098,0.128,0.137,0.056,0.158,0.288,0.234,0.255,0.206,0.140,0.155,0.074,0.063,0.111,0.155,0.089,0.000,0.013,0.197,0.107,0.152,0.087,0.104,0.093,0.029,0.172,0.038,0.013
model.000.20.pdb,0.000,0.000,0.087,0.197,0.000,0.000,0.141,0.677,0.333,0.059,0.245,0.169,0.098,0.000,0.000,0.014,0.063,0.000,0.000,0.000,0.103,0.083,0.013,0.000,0.129,0.155,0.120,0.053,0.000,0.000
model.000.21.pdb,0.000,0.388,0.000,0.014,0.643,0.419,0.014,0.000,0.000,0.486,0.000,0.012,0.046,0.377,0.432,0.310,0.079,0.385,0.075,0.185,0.048,0.068,0.351,0.553,0.029,0.000,0.000,0.452,0.283,0.016
model.000.22.pdb,0.119,0.532,0.013,0.147,0.460,0.383,0.147,0.000,0.030,0.180,0.000,0.035,0.200,0.571,0.213,0.600,0.241,0.551,0.220,0.417,0.211,0.037,0.688,0.540,0.172,0.000,0.000,0.121,0.565,0.045
model.000.23.pdb,0.125,0.021,0.507,0.109,0.010,0.023,0.097,0.157,0.134,0.000,0.452,0.750,0.055,0.020,0.013,0.020,0.055,0.020,0.024,0.000,0.045,0.390,0.019,0.020,0.076,0.548,0.328,0.035,0.011,0.310
model.000.24.pdb,0.000,0.014,0.125,0.362,0.028,0.015,0.339,0.526,0.522,0.091,0.241,0.156,0.304,0.026,0.018,0.110,0.259,0.041,0.000,0.000,0.296,0.091,0.093,0.013,0.246,0.197,0.088,0.031,0.014,0.000
model.000.25.pdb,0.226,0.640,0.034,0.189,0.456,0.531,0.189,0.000,0.039,0.131,0.000,0.010,0.281,0.706,0.314,0.698,0.302,0.654,0.365,0.560,0.274,0.094,0.569,0.554,0.250,0.000,0.000,0.154,0.640,0.082
model.000.26.pdb,0.000,0.054,0.000,0.000,0.250,0.040,0.000,0.023,0.000,0.484,0.000,0.000,0.000,0.049,0.128,0.031,0.017,0.068,0.000,0.000,0.000,0.061,0.062,0.164,0.000,0.000,0.000,0.486,0.000,0.000
model.000.27.pdb,0.565,0.099,0.365,0.105,0.053,0.092,0.105,0.000,0.056,0.000,0.059,0.160,0.147,0.092,0.033,0.132,0.114,0.079,0.241,0.194,0.136,0.236,0.101,0.078,0.141,0.130,0.117,0.000,0.182,0.442
model.000.28.pdb,0.047,0.118,0.392,0.020,0.143,0.143,0.010,0.111,0.034,0.123,0.290,0.370,0.000,0.124,0.212,0.073,0.000,0.125,0.120,0.110,0.000,0.631,0.072,0.149,0.000,0.145,0.063,0.294,0.080,0.333
model.000.29.pdb,0.000,0.087,0.037,0.066,0.246,0.079,0.095,0.132,0.125,0.442,0.062,0.058,0.087,0.096,0.132,0.107,0.103,0.129,0.000,0.014,0.125,0.036,0.135,0.176,0.040,0.014,0.000,0.308,0.042,0.000
