 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,1.000,0.076,0.111,0.114,0.463,0.013,0.594,0.036,0.087,0.195,0.103,0.080,0.130,0.306,0.025,0.243,0.081,0.043,0.446,0.060,0.378,0.388,0.023,0.083,0.023,0.114,0.160,0.311,0.152,0.230
model.000.01.pdb,0.076,1.000,0.122,0.386,0.038,0.200,0.164,0.568,0.000,0.415,0.605,0.000,0.000,0.085,0.179,0.000,0.169,0.306,0.143,0.059,0.417,0.206,0.340,0.014,0.224,0.013,0.000,0.481,0.017,0.276
model.000.02.pdb,0.111,0.122,1.000,0.206,0.000,0.087,0.136,0.217,0.049,0.034,0.120,0.120,0.462,0.000,0.286,0.037,0.596,0.391,0.145,0.036,0.099,0.152,0.344,0.141,0.536,0.200,0.371,0.080,0.000,0.000
model.000.03.pdb,0.114,0.386,0.206,1.000,0.028,0.039,0.300,0.378,0.000,0.236,0.512,0.000,0.080,0.056,0.093,0.000,0.302,0.175,0.239,0.000,0.345,0.380,0.208,0.000,0.362,0.000,0.033,0.304,0.000,0.098
model.000.04.pdb,0.463,0.038,0.000,0.028,1.000,0.014,0.324,0.025,0.092,0.158,0.025,0.123,0.014,0.400,0.000,0.407,0.035,0.022,0.132,0.090,0.210,0.187,0.000,0.101,0.000,0.080,0.037,0.192,0.200,0.208
model.000.05.pdb,0.013,0.200,0.087,0.039,0.014,1.000,0.000,0.271,0.216,0.117,0.151,0.111,0.000,0.037,0.381,0.000,0.097,0.304,0.000,0.362,0.055,0.000,0.312,0.119,0.125,0.141,0.000,0.091,0.062,0.158
model.000.06.pdb,0.594,0.164,0.136,0.300,0.324,0.000,1.000,0.147,0.036,0.296,0.246,0.044,0.130,0.246,0.012,0.145,0.148,0.065,0.446,0.000,0.545,0.632,0.073,0.083,0.114,0.065,0.130,0.406,0.070,0.213
model.000.07.pdb,0.036,0.568,0.217,0.378,0.025,0.271,0.147,1.000,0.044,0.267,0.522,0.026,0.000,0.048,0.314,0.000,0.305,0.491,0.083,0.090,0.303,0.203,0.565,0.056,0.385,0.051,0.000,0.306,0.000,0.154
model.000.08.pdb,0.087,0.000,0.049,0.000,0.092,0.216,0.036,0.044,1.000,0.085,0.000,0.569,0.016,0.119,0.193,0.075,0.068,0.122,0.000,0.574,0.024,0.026,0.106,0.434,0.043,0.482,0.059,0.025,0.386,0.101
model.000.09.pdb,0.195,0.415,0.034,0.236,0.158,0.117,0.296,0.267,0.085,1.000,0.407,0.037,0.000,0.268,0.043,0.055,0.051,0.128,0.145,0.129,0.460,0.203,0.147,0.000,0.068,0.035,0.000,0.500,0.158,0.688
model.000.10.pdb,0.103,0.605,0.120,0.512,0.025,0.151,0.246,0.522,0.000,0.407,1.000,0.000,0.000,0.066,0.098,0.000,0.149,0.262,0.182,0.028,0.509,0.283,0.286,0.000,0.180,0.000,0.014,0.500,0.000,0.271
model.000.11.pdb,0.080,0.000,0.120,0.000,0.123,0.111,0.044,0.026,0.569,0.037,0.000,1.000,0.092,0.072,0.152,0.159,0.117,0.123,0.000,0.344,0.011,0.036,0.066,0.615,0.080,0.625,0.176,0.011,0.232,0.063
model.000.12.pdb,0.130,0.000,0.462,0.080,0.014,0.000,0.130,0.000,0.016,0.000,0.000,0.092,1.000,0.000,0.113,0.033,0.302,0.138,0.213,0.000,0.068,0.131,0.067,0.081,0.280,0.138,0.432,0.014,0.000,0.000
model.000.13.pdb,0.306,0.085,0.000,0.056,0.400,0.037,0.246,0.048,0.119,0.268,0.066,0.072,0.000,1.000,0.000,0.245,0.000,0.000,0.176,0.172,0.246,0.161,0.000,0.029,0.000,0.069,0.015,0.246,0.375,0.321
