 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.034,0.106,0.354,0.031,0.024,0.300,0.011,0.213,0.230,0.026,0.042,0.239,0.200,0.000,0.578,0.000,0.350,0.433,0.000,0.262,0.000,0.000,0.357,0.317,0.357,0.323,0.154,0.012,0.032,0.013
model.000.01.pdb,0.379,0.088,0.011,0.063,0.450,0.031,0.247,0.014,0.134,0.246,0.071,0.151,0.015,0.489,0.000,0.310,0.000,0.000,0.167,0.164,0.213,0.139,0.000,0.053,0.000,0.074,0.027,0.265,0.354,0.311
model.000.02.pdb,0.036,0.015,0.254,0.000,0.038,0.089,0.036,0.077,0.340,0.000,0.000,0.463,0.148,0.000,0.288,0.060,0.222,0.242,0.000,0.217,0.000,0.041,0.161,0.562,0.220,0.640,0.246,0.000,0.091,0.000
model.000.03.pdb,0.038,0.140,0.053,0.000,0.040,0.541,0.025,0.138,0.288,0.263,0.100,0.154,0.000,0.130,0.286,0.015,0.058,0.182,0.000,0.468,0.093,0.000,0.193,0.164,0.062,0.182,0.000,0.132,0.167,0.315
model.000.04.pdb,0.286,0.159,0.000,0.048,0.344,0.083,0.233,0.072,0.103,0.455,0.156,0.064,0.000,0.468,0.000,0.190,0.000,0.024,0.113,0.132,0.286,0.141,0.027,0.026,0.000,0.049,0.000,0.371,0.255,0.646
model.000.05.pdb,0.040,0.243,0.500,0.231,0.010,0.254,0.072,0.397,0.127,0.093,0.222,0.141,0.212,0.000,0.491,0.000,0.557,0.695,0.025,0.152,0.130,0.105,0.552,0.163,0.579,0.205,0.127,0.125,0.000,0.045
model.000.06.pdb,0.048,0.224,0.564,0.391,0.000,0.105,0.128,0.385,0.043,0.083,0.220,0.066,0.185,0.000,0.302,0.000,0.681,0.424,0.063,0.042,0.143,0.197,0.451,0.085,0.682,0.105,0.106,0.137,0.000,0.000
model.000.07.pdb,0.543,0.138,0.010,0.135,0.625,0.012,0.440,0.095,0.107,0.256,0.150,0.135,0.012,0.359,0.011,0.348,0.031,0.051,0.243,0.067,0.367,0.356,0.033,0.102,0.011,0.095,0.057,0.355,0.188,0.293
model.000.08.pdb,0.155,0.048,0.000,0.000,0.238,0.163,0.123,0.031,0.175,0.385,0.065,0.071,0.000,0.419,0.033,0.136,0.000,0.040,0.017,0.255,0.139,0.014,0.030,0.029,0.000,0.068,0.000,0.185,0.400,0.479
model.000.09.pdb,0.023,0.217,0.443,0.138,0.000,0.300,0.047,0.370,0.119,0.053,0.138,0.137,0.158,0.000,0.578,0.000,0.421,0.593,0.000,0.132,0.084,0.052,0.551,0.197,0.490,0.229,0.136,0.076,0.000,0.026
model.000.10.pdb,0.076,0.012,0.212,0.000,0.080,0.072,0.042,0.051,0.400,0.000,0.000,0.614,0.136,0.026,0.194,0.167,0.139,0.159,0.040,0.265,0.010,0.047,0.104,0.660,0.133,0.667,0.333,0.011,0.159,0.011
model.000.11.pdb,0.333,0.295,0.221,0.309,0.108,0.014,0.412,0.231,0.000,0.284,0.404,0.000,0.220,0.103,0.013,0.110,0.145,0.095,0.500,0.000,0.548,0.500,0.139,0.012,0.123,0.034,0.209,0.422,0.000,0.164
model.000.12.pdb,0.194,0.096,0.000,0.087,0.321,0.043,0.156,0.074,0.157,0.231,0.074,0.098,0.000,0.559,0.000,0.204,0.000,0.014,0.104,0.151,0.175,0.102,0.000,0.050,0.000,0.077,0.000,0.190,0.455,0.260
model.000.13.pdb,0.034,0.210,0.525,0.360,0.000,0.136,0.122,0.357,0.085,0.079,0.188,0.104,0.283,0.000,0.431,0.000,0.660,0.467,0.060,0.053,0.136,0.169,0.500,0.125,0.814,0.158,0.132,0.101,0.000,0.000
model.000.14.pdb,0.443,0.105,0.000,0.085,0.617,0.056,0.384,0.062,0.089,0.338,0.090,0.106,0.013,0.455,0.012,0.344,0.022,0.021,0.194,0.086,0.329,0.260,0.012,0.071,0.012,0.078,0.036,0.297,0.190,0.385
model.000.15.pdb,0.091,0.179,0.424,0.143,0.070,0.183,0.103,0.311,0.157,0.024,0.111,0.187,0.180,0.000,0.481,0.013,0.582,0.614,0.000,0.122,0.091,0.101,0.491,0.269,0.519,0.296,0.110,0.058,0.000,0.000
model.000.16.pdb,0.037,0.511,0.297,0.452,0.013,0.200,0.149,0.605,0.000,0.210,0.438,0.000,0.109,0.016,0.222,0.000,0.382,0.397,0.085,0.043,0.250,0.226,0.479,0.014,0.449,0.013,0.045,0.250,0.000,0.104
model.000.17.pdb,0.037,0.138,0.350,0.054,0.013,0.318,0.025,0.288,0.133,0.028,0.063,0.152,0.180,0.000,0.641,0.000,0.396,0.580,0.000,0.148,0.037,0.042,0.500,0.200,0.438,0.254,0.097,0.026,0.000,0.014
model.000.18.pdb,0.377,0.068,0.000,0.029,0.685,0.014,0.250,0.026,0.143,0.197,0.039,0.173,0.000,0.451,0.000,0.429,0.000,0.000,0.104,0.123,0.188,0.132,0.000,0.091,0.000,0.083,0.039,0.233,0.302,0.254
model.000.19.pdb,0.603,0.211,0.103,0.181,0.296,0.024,0.580,0.107,0.044,0.414,0.240,0.030,0.149,0.275,0.023,0.119,0.099,0.082,0.397,0.043,0.557,0.471,0.067,0.054,0.056,0.082,0.106,0.486,0.107,0.420
model.000.20.pdb,0.342,0.391,0.095,0.323,0.244,0.038,0.452,0.286,0.022,0.600,0.452,0.010,0.000,0.269,0.048,0.123,0.141,0.186,0.232,0.045,0.631,0.366,0.165,0.022,0.136,0.020,0.011,0.629,0.096,0.484
model.000.21.pdb,0.047,0.075,0.403,0.048,0.012,0.164,0.011,0.159,0.254,0.000,0.028,0.344,0.204,0.000,0.489,0.000,0.379,0.393,0.000,0.226,0.011,0.026,0.293,0.368,0.389,0.466,0.156,0.012,0.086,0.000
model.000.22.pdb,0.040,0.265,0.507,0.274,0.021,0.200,0.132,0.426,0.114,0.081,0.208,0.157,0.234,0.000,0.400,0.011,0.649,0.623,0.025,0.098,0.157,0.160,0.561,0.195,0.679,0.237,0.143,0.126,0.000,0.022
model.000.23.pdb,0.588,0.138,0.060,0.183,0.507,0.000,0.521,0.095,0.081,0.225,0.165,0.110,0.050,0.261,0.011,0.368,0.053,0.040,0.279,0.044,0.385,0.394,0.022,0.090,0.033,0.061,0.081,0.373,0.139,0.212
model.000.24.pdb,0.145,0.000,0.000,0.000,0.210,0.102,0.068,0.000,0.422,0.131,0.000,0.286,0.000,0.381,0.071,0.164,0.000,0.000,0.000,0.435,0.068,0.000,0.000,0.193,0.000,0.250,0.000,0.072,0.710,0.153
model.000.25.pdb,0.419,0.354,0.108,0.266,0.232,0.039,0.591,0.236,0.023,0.557,0.413,0.010,0.095,0.292,0.012,0.111,0.091,0.110,0.355,0.034,0.750,0.455,0.123,0.022,0.083,0.041,0.084,0.639,0.097,0.424
model.000.26.pdb,0.079,0.016,0.569,0.137,0.000,0.000,0.108,0.031,0.015,0.014,0.031,0.103,0.706,0.000,0.125,0.047,0.352,0.164,0.151,0.000,0.051,0.106,0.115,0.109,0.333,0.164,0.457,0.013,0.000,0.000
model.000.27.pdb,0.093,0.000,0.034,0.000,0.216,0.095,0.056,0.013,0.519,0.050,0.000,0.611,0.029,0.141,0.087,0.197,0.049,0.059,0.000,0.397,0.022,0.037,0.039,0.431,0.026,0.429,0.113,0.023,0.333,0.064
model.000.28.pdb,0.000,0.234,0.106,0.041,0.000,0.724,0.000,0.311,0.132,0.102,0.180,0.046,0.000,0.000,0.366,0.000,0.119,0.340,0.000,0.265,0.056,0.000,0.356,0.103,0.151,0.076,0.000,0.094,0.021,0.143
model.000.29.pdb,0.066,0.103,0.026,0.000,0.055,0.400,0.038,0.066,0.347,0.246,0.066,0.194,0.000,0.154,0.192,0.000,0.029,0.100,0.017,0.511,0.080,0.014,0.098,0.167,0.031,0.203,0.000,0.118,0.250,0.296
