 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.633,0.092,0.096,0.485,0.301,0.036,0.051,0.100,0.041,0.639,0.032,0.025,0.014,0.585,0.057,0.556,0.672,0.048,0.036,0.085,0.047,0.014,0.397,0.092,0.507,0.524,0.068,0.080,0.035,0.227
model.000.01.pdb,0.200,0.013,0.000,0.115,0.266,0.029,0.045,0.105,0.400,0.178,0.123,0.000,0.204,0.187,0.068,0.114,0.177,0.043,0.059,0.000,0.000,0.000,0.370,0.025,0.129,0.108,0.013,0.039,0.056,0.264
model.000.02.pdb,0.036,0.500,0.429,0.071,0.000,0.364,0.220,0.031,0.015,0.047,0.133,0.500,0.033,0.070,0.286,0.122,0.079,0.169,0.190,0.294,0.560,0.561,0.000,0.400,0.112,0.104,0.566,0.186,0.147,0.000
model.000.03.pdb,0.540,0.160,0.169,0.429,0.237,0.062,0.188,0.152,0.027,0.571,0.011,0.079,0.043,0.645,0.138,0.480,0.582,0.012,0.000,0.246,0.143,0.042,0.318,0.175,0.453,0.508,0.163,0.033,0.011,0.127
model.000.04.pdb,0.059,0.526,0.482,0.057,0.000,0.560,0.364,0.190,0.190,0.057,0.275,0.364,0.250,0.080,0.556,0.051,0.053,0.339,0.500,0.232,0.421,0.117,0.013,0.500,0.030,0.060,0.483,0.365,0.397,0.000
model.000.05.pdb,0.048,0.424,0.404,0.071,0.000,0.364,0.108,0.000,0.000,0.072,0.164,0.565,0.000,0.034,0.209,0.148,0.055,0.226,0.210,0.179,0.444,0.600,0.000,0.333,0.165,0.149,0.456,0.221,0.182,0.000
model.000.06.pdb,0.441,0.092,0.096,0.629,0.338,0.036,0.037,0.041,0.013,0.493,0.032,0.064,0.000,0.471,0.045,0.672,0.486,0.024,0.024,0.069,0.060,0.071,0.275,0.080,0.719,0.548,0.093,0.056,0.023,0.328
model.000.07.pdb,0.037,0.538,0.490,0.036,0.000,0.543,0.193,0.033,0.069,0.049,0.350,0.478,0.074,0.035,0.375,0.043,0.022,0.469,0.543,0.127,0.396,0.176,0.000,0.404,0.044,0.080,0.411,0.463,0.396,0.000
model.000.08.pdb,0.479,0.040,0.041,0.542,0.479,0.011,0.033,0.101,0.087,0.571,0.071,0.022,0.037,0.468,0.020,0.525,0.560,0.043,0.032,0.012,0.021,0.012,0.485,0.029,0.538,0.452,0.030,0.083,0.065,0.358
model.000.09.pdb,0.037,0.688,0.638,0.024,0.000,0.600,0.232,0.068,0.050,0.049,0.171,0.643,0.073,0.023,0.393,0.065,0.011,0.237,0.309,0.260,0.596,0.356,0.000,0.558,0.079,0.065,0.633,0.231,0.230,0.000
model.000.10.pdb,0.036,0.660,0.612,0.023,0.000,0.510,0.268,0.032,0.032,0.048,0.151,0.578,0.034,0.058,0.379,0.087,0.056,0.190,0.213,0.354,0.604,0.400,0.000,0.537,0.077,0.063,0.673,0.188,0.167,0.000
model.000.11.pdb,0.435,0.055,0.057,0.821,0.433,0.012,0.024,0.040,0.000,0.464,0.054,0.024,0.000,0.425,0.033,0.662,0.459,0.060,0.036,0.054,0.034,0.041,0.254,0.043,0.708,0.617,0.033,0.118,0.047,0.344
model.000.12.pdb,0.056,0.197,0.169,0.000,0.014,0.306,0.386,0.375,0.528,0.013,0.138,0.151,0.594,0.025,0.429,0.000,0.012,0.140,0.255,0.122,0.155,0.000,0.031,0.281,0.000,0.000,0.200,0.161,0.218,0.017
model.000.13.pdb,0.071,0.630,0.647,0.056,0.000,0.519,0.434,0.148,0.094,0.057,0.072,0.490,0.158,0.116,0.518,0.117,0.099,0.096,0.179,0.489,0.608,0.236,0.013,0.692,0.096,0.072,0.740,0.115,0.123,0.000
model.000.14.pdb,0.119,0.200,0.172,0.000,0.014,0.286,0.429,0.459,0.421,0.069,0.074,0.154,0.562,0.081,0.438,0.011,0.063,0.085,0.167,0.149,0.158,0.000,0.083,0.286,0.012,0.000,0.203,0.109,0.138,0.000
model.000.15.pdb,0.427,0.061,0.053,0.642,0.486,0.022,0.022,0.049,0.024,0.493,0.082,0.057,0.000,0.418,0.020,0.681,0.468,0.043,0.022,0.024,0.043,0.050,0.293,0.040,0.653,0.522,0.062,0.084,0.065,0.385
