 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.170,0.039,0.232,0.083,0.039,0.262,0.545,0.039,0.733,0.123,0.721,0.048,0.172,0.026,0.000,0.000,0.500,0.123,0.117,0.316,0.241,0.040,0.026,0.127,0.103,0.167,0.230,0.146,0.013,0.058
model.000.01.pdb,0.404,0.200,0.000,0.608,0.456,0.062,0.263,0.448,0.188,0.024,0.130,0.186,0.309,0.206,0.042,0.241,0.027,0.000,0.000,0.000,0.226,0.464,0.448,0.000,0.111,0.035,0.011,0.000,0.429,0.242
model.000.02.pdb,0.145,0.421,0.049,0.254,0.176,0.037,0.380,0.191,0.362,0.012,0.293,0.000,0.078,0.386,0.076,0.062,0.090,0.012,0.024,0.056,0.587,0.179,0.157,0.047,0.012,0.012,0.057,0.098,0.132,0.423
model.000.03.pdb,0.000,0.156,0.000,0.309,0.460,0.000,0.016,0.423,0.000,0.118,0.000,0.000,0.000,0.180,0.561,0.722,0.000,0.086,0.013,0.000,0.015,0.412,0.370,0.122,0.081,0.099,0.049,0.000,0.400,0.155
model.000.04.pdb,0.558,0.024,0.034,0.361,0.400,0.176,0.197,0.393,0.153,0.074,0.097,0.365,0.622,0.025,0.042,0.177,0.100,0.048,0.000,0.026,0.069,0.431,0.466,0.044,0.264,0.171,0.079,0.000,0.421,0.040
model.000.05.pdb,0.231,0.093,0.000,0.538,0.841,0.024,0.094,0.708,0.053,0.077,0.000,0.153,0.207,0.111,0.241,0.522,0.000,0.077,0.000,0.000,0.072,0.778,0.783,0.083,0.143,0.103,0.000,0.000,0.773,0.103
model.000.06.pdb,0.070,0.000,0.151,0.085,0.219,0.227,0.000,0.234,0.000,0.350,0.000,0.354,0.196,0.000,0.190,0.196,0.092,0.306,0.133,0.072,0.000,0.185,0.254,0.333,0.491,0.482,0.233,0.000,0.190,0.000
model.000.07.pdb,0.027,0.011,0.435,0.057,0.081,0.455,0.038,0.080,0.095,0.548,0.086,0.194,0.108,0.011,0.120,0.093,0.246,0.500,0.316,0.309,0.049,0.045,0.106,0.717,0.493,0.661,0.667,0.045,0.071,0.012
model.000.08.pdb,0.074,0.490,0.013,0.396,0.316,0.000,0.123,0.333,0.072,0.013,0.061,0.016,0.016,0.510,0.158,0.231,0.000,0.000,0.012,0.000,0.360,0.298,0.267,0.012,0.000,0.000,0.012,0.000,0.286,0.568
model.000.09.pdb,0.111,0.443,0.022,0.536,0.338,0.011,0.152,0.397,0.103,0.034,0.065,0.014,0.041,0.433,0.200,0.310,0.000,0.011,0.022,0.000,0.333,0.323,0.333,0.054,0.033,0.022,0.053,0.000,0.312,0.528
