 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.046,0.043,0.118,0.400,0.093,0.593,0.024,0.547,0.024,0.055,0.013,0.023,0.069,0.571,0.125,0.048,0.012,0.040,0.050,0.059,0.037,0.090,0.037,0.484,0.063,0.113,0.060,0.000,0.024,0.305
model.000.01.pdb,0.055,0.157,0.013,0.041,0.013,0.111,0.090,0.090,0.014,0.167,0.000,0.086,0.026,0.214,0.381,0.000,0.092,0.000,0.400,0.415,0.060,0.000,0.045,0.246,0.074,0.083,0.014,0.073,0.346,0.050
model.000.02.pdb,0.333,0.033,0.448,0.194,0.407,0.107,0.152,0.143,0.345,0.048,0.568,0.097,0.439,0.023,0.000,0.453,0.072,0.634,0.000,0.000,0.138,0.536,0.161,0.000,0.169,0.079,0.453,0.148,0.000,0.179
model.000.03.pdb,0.111,0.091,0.221,0.452,0.163,0.632,0.000,0.531,0.091,0.118,0.068,0.000,0.136,0.463,0.060,0.115,0.000,0.100,0.037,0.044,0.000,0.171,0.012,0.343,0.031,0.219,0.115,0.000,0.012,0.382
model.000.04.pdb,0.482,0.161,0.426,0.037,0.536,0.075,0.386,0.034,0.571,0.211,0.125,0.323,0.518,0.011,0.000,0.600,0.351,0.296,0.188,0.164,0.400,0.459,0.415,0.000,0.329,0.183,0.509,0.512,0.188,0.000
model.000.05.pdb,0.270,0.000,0.400,0.212,0.361,0.078,0.188,0.128,0.276,0.000,0.643,0.129,0.390,0.000,0.000,0.375,0.104,0.523,0.000,0.000,0.175,0.483,0.200,0.000,0.184,0.000,0.328,0.192,0.000,0.158
model.000.06.pdb,0.046,0.000,0.145,0.468,0.080,0.593,0.024,0.597,0.024,0.013,0.096,0.023,0.069,0.414,0.143,0.048,0.024,0.040,0.024,0.014,0.024,0.115,0.025,0.397,0.052,0.053,0.048,0.000,0.050,0.400
model.000.07.pdb,0.357,0.018,0.356,0.027,0.436,0.026,0.412,0.050,0.429,0.033,0.204,0.389,0.472,0.000,0.000,0.460,0.373,0.286,0.078,0.075,0.458,0.414,0.447,0.013,0.410,0.016,0.377,0.415,0.095,0.000
model.000.08.pdb,0.020,0.078,0.029,0.278,0.030,0.368,0.043,0.397,0.011,0.074,0.034,0.064,0.020,0.580,0.188,0.010,0.044,0.000,0.106,0.093,0.033,0.029,0.033,0.694,0.067,0.085,0.010,0.000,0.080,0.176
model.000.09.pdb,0.453,0.054,0.528,0.085,0.600,0.026,0.217,0.037,0.511,0.050,0.375,0.188,0.646,0.000,0.000,0.609,0.183,0.524,0.014,0.036,0.224,0.627,0.232,0.000,0.208,0.048,0.542,0.311,0.029,0.086
model.000.10.pdb,0.436,0.034,0.566,0.113,0.577,0.093,0.172,0.087,0.460,0.048,0.417,0.130,0.620,0.024,0.000,0.583,0.106,0.692,0.000,0.000,0.159,0.635,0.183,0.000,0.171,0.081,0.551,0.196,0.000,0.140
model.000.11.pdb,0.034,0.000,0.079,0.484,0.044,0.532,0.011,0.587,0.024,0.013,0.080,0.046,0.022,0.449,0.141,0.035,0.024,0.013,0.012,0.000,0.036,0.065,0.037,0.433,0.085,0.053,0.035,0.000,0.037,0.300
model.000.12.pdb,0.408,0.378,0.197,0.000,0.241,0.000,0.226,0.000,0.340,0.375,0.000,0.193,0.246,0.027,0.020,0.222,0.235,0.037,0.409,0.389,0.235,0.190,0.196,0.014,0.162,0.295,0.269,0.308,0.348,0.000
model.000.13.pdb,0.556,0.119,0.796,0.151,0.673,0.145,0.111,0.136,0.529,0.167,0.237,0.078,0.686,0.070,0.000,0.653,0.099,0.479,0.055,0.066,0.114,0.731,0.118,0.000,0.106,0.220,0.688,0.158,0.055,0.167
