 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.000,0.000,0.628,0.012,0.057,0.085,0.565,0.000,0.091,0.000,0.016,0.262,0.254,0.029,0.237,0.000,0.500,0.121,0.756,0.000,0.000,0.069,0.032,0.000,0.031,0.000,0.264,0.259,0.275,0.000
model.000.01.pdb,0.541,0.056,0.079,0.049,0.154,0.024,0.094,0.463,0.025,0.452,0.033,0.364,0.286,0.750,0.145,0.065,0.017,0.358,0.000,0.127,0.340,0.744,0.103,0.000,0.000,0.408,0.182,0.365,0.033,0.476
model.000.02.pdb,0.000,0.131,0.208,0.486,0.397,0.683,0.156,0.000,0.656,0.013,0.139,0.106,0.011,0.035,0.023,0.133,0.290,0.011,0.187,0.125,0.059,0.022,0.474,0.286,0.063,0.086,0.091,0.059,0.519,0.000
model.000.03.pdb,0.076,0.184,0.108,0.031,0.010,0.074,0.135,0.156,0.055,0.000,0.375,0.099,0.284,0.077,0.466,0.250,0.071,0.265,0.217,0.104,0.000,0.085,0.019,0.152,0.411,0.000,0.068,0.118,0.000,0.070
model.000.04.pdb,0.472,0.108,0.032,0.110,0.229,0.012,0.015,0.217,0.013,0.727,0.017,0.203,0.079,0.535,0.031,0.051,0.018,0.172,0.000,0.155,0.675,0.449,0.195,0.000,0.000,0.667,0.109,0.098,0.017,0.381
model.000.05.pdb,0.075,0.123,0.122,0.042,0.019,0.062,0.149,0.136,0.102,0.000,0.279,0.084,0.261,0.090,0.433,0.157,0.086,0.243,0.232,0.049,0.000,0.098,0.028,0.069,0.356,0.000,0.081,0.117,0.040,0.069
model.000.06.pdb,0.000,0.169,0.035,0.413,0.337,0.588,0.022,0.013,0.585,0.000,0.151,0.021,0.022,0.011,0.022,0.176,0.079,0.033,0.110,0.150,0.045,0.011,0.410,0.317,0.178,0.071,0.000,0.011,0.200,0.000
model.000.07.pdb,0.203,0.000,0.414,0.053,0.143,0.074,0.474,0.276,0.032,0.172,0.027,0.745,0.564,0.424,0.349,0.013,0.230,0.483,0.200,0.024,0.149,0.459,0.089,0.000,0.000,0.186,0.612,0.771,0.132,0.169
model.000.08.pdb,0.040,0.000,0.575,0.026,0.076,0.065,0.512,0.038,0.000,0.077,0.000,0.556,0.288,0.204,0.179,0.000,0.366,0.218,0.327,0.000,0.082,0.207,0.058,0.000,0.000,0.103,0.579,0.535,0.184,0.036
model.000.09.pdb,0.000,0.107,0.190,0.484,0.448,0.593,0.132,0.015,0.459,0.000,0.061,0.108,0.026,0.041,0.013,0.090,0.283,0.026,0.149,0.099,0.083,0.025,0.451,0.150,0.029,0.134,0.091,0.068,0.556,0.000
