 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.119,0.000,0.215,0.230,0.164,0.054,0.224,0.092,0.131,0.000,0.778,0.175,0.185,0.012,0.000,0.200,0.150,0.292,0.000,0.000,0.211,0.266,0.264,0.013,0.197,0.000,0.180,0.140,0.000,0.151
model.000.01.pdb,0.659,0.410,0.375,0.028,0.434,0.070,0.078,0.052,0.558,0.439,0.016,0.059,0.442,0.052,0.000,0.429,0.098,0.200,0.222,0.227,0.098,0.362,0.083,0.027,0.078,0.386,0.489,0.122,0.179,0.035
model.000.02.pdb,0.022,0.000,0.116,0.614,0.056,0.557,0.000,0.587,0.000,0.013,0.157,0.011,0.044,0.449,0.141,0.035,0.000,0.053,0.024,0.028,0.012,0.114,0.012,0.433,0.041,0.039,0.035,0.000,0.037,0.444
model.000.03.pdb,0.087,0.000,0.083,0.000,0.111,0.011,0.627,0.033,0.110,0.014,0.118,0.755,0.127,0.022,0.172,0.135,0.620,0.104,0.231,0.079,0.588,0.107,0.519,0.022,0.617,0.000,0.077,0.327,0.311,0.000
model.000.04.pdb,0.327,0.645,0.197,0.045,0.220,0.091,0.032,0.085,0.260,0.719,0.000,0.015,0.203,0.167,0.000,0.200,0.033,0.098,0.216,0.190,0.033,0.172,0.034,0.106,0.013,0.781,0.222,0.041,0.127,0.038
model.000.05.pdb,0.100,0.000,0.095,0.048,0.110,0.022,0.527,0.055,0.108,0.000,0.149,0.642,0.125,0.032,0.095,0.118,0.519,0.087,0.174,0.062,0.547,0.106,0.538,0.034,0.661,0.000,0.090,0.296,0.227,0.000
model.000.06.pdb,0.011,0.000,0.032,0.324,0.021,0.470,0.011,0.417,0.011,0.000,0.051,0.045,0.011,0.417,0.172,0.011,0.035,0.000,0.048,0.027,0.023,0.020,0.000,0.463,0.061,0.025,0.022,0.000,0.074,0.250
model.000.07.pdb,0.611,0.095,0.685,0.101,0.800,0.111,0.239,0.105,0.620,0.123,0.267,0.194,0.816,0.044,0.000,0.750,0.209,0.574,0.067,0.079,0.246,0.755,0.254,0.000,0.212,0.172,0.714,0.327,0.067,0.123
model.000.08.pdb,0.308,0.042,0.440,0.115,0.392,0.092,0.164,0.056,0.319,0.059,0.462,0.136,0.429,0.027,0.000,0.444,0.107,0.667,0.000,0.021,0.148,0.480,0.176,0.000,0.114,0.098,0.444,0.220,0.017,0.174
model.000.09.pdb,0.039,0.000,0.120,0.702,0.051,0.596,0.000,0.517,0.014,0.000,0.131,0.000,0.051,0.354,0.089,0.027,0.000,0.047,0.028,0.034,0.000,0.117,0.014,0.355,0.023,0.062,0.055,0.000,0.028,0.571
