 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,1.000,0.180,0.212,0.147,0.058,0.102,0.147,0.000,0.045,0.000,0.015,0.073,0.220,0.167,0.000,0.194,0.200,0.152,0.419,0.308,0.190,0.122,0.174,0.116,0.190,0.091,0.052,0.000,0.286,0.255
model.000.01.pdb,0.180,1.000,0.062,0.091,0.549,0.690,0.105,0.000,0.000,0.161,0.000,0.011,0.147,0.729,0.370,0.536,0.164,0.822,0.457,0.609,0.136,0.113,0.582,0.729,0.125,0.000,0.000,0.164,0.625,0.103
model.000.02.pdb,0.212,0.062,1.000,0.022,0.024,0.097,0.000,0.092,0.037,0.000,0.404,0.457,0.000,0.058,0.060,0.022,0.012,0.059,0.136,0.079,0.000,0.617,0.044,0.034,0.000,0.284,0.136,0.039,0.062,0.627
model.000.03.pdb,0.147,0.091,0.022,1.000,0.037,0.013,0.698,0.232,0.528,0.014,0.083,0.111,0.615,0.141,0.000,0.260,0.585,0.114,0.090,0.111,0.620,0.022,0.177,0.072,0.740,0.120,0.159,0.000,0.135,0.000
model.000.04.pdb,0.058,0.549,0.024,0.037,1.000,0.500,0.049,0.000,0.000,0.404,0.000,0.011,0.082,0.500,0.391,0.426,0.113,0.537,0.214,0.364,0.086,0.098,0.492,0.714,0.051,0.000,0.000,0.358,0.436,0.056
model.000.05.pdb,0.102,0.690,0.097,0.013,0.500,1.000,0.013,0.000,0.000,0.160,0.000,0.012,0.044,0.551,0.474,0.386,0.076,0.667,0.333,0.426,0.046,0.155,0.455,0.520,0.028,0.000,0.000,0.185,0.449,0.172
model.000.06.pdb,0.147,0.105,0.000,0.698,0.049,0.013,1.000,0.150,0.500,0.060,0.026,0.099,0.680,0.171,0.015,0.296,0.585,0.143,0.106,0.127,0.653,0.011,0.208,0.085,0.673,0.120,0.141,0.013,0.151,0.000
model.000.07.pdb,0.000,0.000,0.092,0.232,0.000,0.000,0.150,1.000,0.364,0.020,0.267,0.162,0.125,0.000,0.000,0.014,0.105,0.000,0.000,0.000,0.132,0.088,0.000,0.000,0.158,0.189,0.130,0.018,0.000,0.000
model.000.08.pdb,0.045,0.000,0.037,0.528,0.000,0.000,0.500,0.364,1.000,0.033,0.095,0.123,0.339,0.013,0.000,0.122,0.339,0.026,0.000,0.000,0.358,0.036,0.077,0.000,0.444,0.154,0.143,0.000,0.000,0.000
model.000.09.pdb,0.000,0.161,0.000,0.014,0.404,0.160,0.060,0.020,0.033,1.000,0.000,0.000,0.066,0.167,0.282,0.159,0.083,0.211,0.019,0.070,0.069,0.056,0.194,0.273,0.015,0.000,0.000,0.526,0.102,0.000
