 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.453,0.229,0.373,0.027,0.429,0.039,0.259,0.037,0.511,0.260,0.031,0.226,0.463,0.024,0.000,0.423,0.268,0.164,0.250,0.208,0.291,0.383,0.255,0.000,0.243,0.226,0.451,0.372,0.228,0.000
model.000.01.pdb,0.106,0.196,0.041,0.028,0.041,0.086,0.095,0.066,0.047,0.204,0.000,0.091,0.056,0.209,0.317,0.029,0.117,0.000,0.467,0.500,0.081,0.026,0.048,0.222,0.064,0.109,0.045,0.100,0.375,0.035
model.000.02.pdb,0.571,0.439,0.328,0.013,0.379,0.067,0.090,0.037,0.511,0.465,0.000,0.070,0.386,0.090,0.018,0.370,0.109,0.164,0.296,0.318,0.109,0.317,0.095,0.080,0.087,0.354,0.423,0.135,0.186,0.016
model.000.03.pdb,0.214,0.000,0.187,0.012,0.222,0.023,0.688,0.057,0.234,0.014,0.121,0.585,0.225,0.022,0.100,0.242,0.580,0.161,0.300,0.158,0.646,0.213,0.571,0.011,0.532,0.000,0.206,0.396,0.345,0.000
model.000.04.pdb,0.315,0.656,0.154,0.000,0.175,0.000,0.098,0.000,0.250,0.629,0.000,0.077,0.197,0.113,0.020,0.172,0.121,0.018,0.362,0.405,0.121,0.132,0.086,0.119,0.066,0.475,0.193,0.152,0.255,0.000
model.000.05.pdb,0.042,0.125,0.073,0.375,0.052,0.522,0.022,0.507,0.022,0.133,0.035,0.021,0.041,0.672,0.111,0.032,0.022,0.012,0.082,0.067,0.022,0.050,0.022,0.635,0.048,0.192,0.032,0.000,0.034,0.250
model.000.06.pdb,0.079,0.083,0.141,0.397,0.098,0.534,0.029,0.463,0.030,0.080,0.077,0.038,0.078,0.539,0.139,0.050,0.030,0.055,0.109,0.098,0.030,0.117,0.020,0.507,0.044,0.155,0.071,0.000,0.085,0.377
model.000.07.pdb,0.404,0.127,0.292,0.013,0.456,0.012,0.520,0.035,0.480,0.138,0.131,0.436,0.414,0.000,0.000,0.453,0.451,0.241,0.197,0.173,0.542,0.365,0.565,0.000,0.452,0.115,0.400,0.550,0.197,0.000
model.000.08.pdb,0.271,0.036,0.254,0.027,0.300,0.013,0.614,0.037,0.327,0.052,0.208,0.451,0.305,0.012,0.000,0.358,0.468,0.192,0.097,0.098,0.643,0.286,0.718,0.013,0.491,0.033,0.263,0.462,0.133,0.000
model.000.09.pdb,0.339,0.239,0.234,0.014,0.279,0.026,0.224,0.012,0.327,0.245,0.000,0.194,0.283,0.000,0.037,0.263,0.232,0.069,0.478,0.514,0.211,0.227,0.175,0.026,0.164,0.167,0.333,0.267,0.417,0.000
model.000.10.pdb,0.078,0.129,0.148,0.448,0.111,0.613,0.000,0.591,0.058,0.153,0.075,0.000,0.088,0.641,0.083,0.068,0.000,0.050,0.023,0.026,0.011,0.108,0.011,0.464,0.039,0.269,0.068,0.000,0.023,0.297
model.000.11.pdb,0.027,0.135,0.000,0.069,0.000,0.159,0.090,0.118,0.000,0.145,0.000,0.086,0.000,0.328,0.381,0.000,0.092,0.000,0.296,0.261,0.029,0.000,0.015,0.397,0.036,0.102,0.000,0.035,0.273,0.086
model.000.12.pdb,0.154,0.000,0.133,0.023,0.163,0.057,0.564,0.101,0.167,0.013,0.082,0.679,0.179,0.077,0.127,0.176,0.556,0.116,0.258,0.145,0.556,0.157,0.491,0.093,0.613,0.000,0.145,0.333,0.317,0.000
model.000.13.pdb,0.111,0.000,0.233,0.296,0.159,0.106,0.082,0.164,0.085,0.000,0.639,0.030,0.180,0.000,0.000,0.175,0.032,0.267,0.000,0.000,0.067,0.288,0.088,0.014,0.096,0.000,0.175,0.061,0.000,0.217
model.000.14.pdb,0.509,0.240,0.527,0.143,0.537,0.221,0.056,0.173,0.480,0.294,0.062,0.039,0.491,0.173,0.000,0.481,0.072,0.241,0.090,0.109,0.072,0.458,0.059,0.077,0.059,0.417,0.510,0.088,0.090,0.119
model.000.15.pdb,0.000,0.000,0.000,0.100,0.000,0.176,0.058,0.197,0.000,0.000,0.015,0.101,0.000,0.232,0.415,0.000,0.076,0.000,0.077,0.018,0.044,0.000,0.015,0.266,0.087,0.000,0.000,0.000,0.167,0.086
model.000.16.pdb,0.000,0.029,0.000,0.143,0.000,0.264,0.037,0.280,0.000,0.042,0.013,0.101,0.000,0.455,0.255,0.000,0.065,0.000,0.125,0.113,0.025,0.000,0.026,0.559,0.077,0.013,0.000,0.000,0.095,0.121
model.000.17.pdb,0.108,0.085,0.089,0.038,0.090,0.104,0.345,0.084,0.086,0.097,0.000,0.306,0.105,0.154,0.312,0.082,0.382,0.015,0.500,0.370,0.288,0.086,0.233,0.147,0.211,0.045,0.082,0.280,0.596,0.046
model.000.18.pdb,0.509,0.476,0.377,0.067,0.383,0.122,0.070,0.100,0.423,0.535,0.000,0.053,0.390,0.173,0.000,0.375,0.088,0.175,0.177,0.173,0.088,0.323,0.075,0.105,0.071,0.619,0.400,0.107,0.141,0.065
model.000.19.pdb,0.034,0.125,0.033,0.250,0.033,0.409,0.036,0.324,0.024,0.118,0.013,0.035,0.022,0.556,0.246,0.024,0.037,0.013,0.122,0.109,0.024,0.021,0.025,0.649,0.053,0.130,0.036,0.000,0.092,0.152
model.000.20.pdb,0.228,0.677,0.072,0.029,0.106,0.043,0.015,0.026,0.164,0.697,0.000,0.000,0.108,0.200,0.041,0.098,0.016,0.018,0.260,0.244,0.016,0.070,0.016,0.194,0.000,0.487,0.117,0.020,0.125,0.018
model.000.21.pdb,0.077,0.031,0.257,0.680,0.160,0.475,0.000,0.533,0.054,0.045,0.237,0.000,0.178,0.296,0.000,0.110,0.000,0.127,0.000,0.000,0.000,0.216,0.013,0.205,0.033,0.143,0.125,0.000,0.000,0.522
model.000.22.pdb,0.281,0.123,0.178,0.000,0.269,0.000,0.625,0.011,0.288,0.133,0.145,0.500,0.273,0.000,0.000,0.274,0.551,0.131,0.339,0.312,0.689,0.222,0.609,0.012,0.484,0.111,0.234,0.524,0.339,0.000
model.000.23.pdb,0.333,0.459,0.152,0.000,0.190,0.000,0.097,0.000,0.269,0.487,0.000,0.076,0.194,0.096,0.039,0.169,0.119,0.017,0.444,0.514,0.119,0.147,0.085,0.101,0.079,0.333,0.211,0.149,0.300,0.000
model.000.24.pdb,0.455,0.051,0.585,0.096,0.566,0.051,0.206,0.060,0.510,0.065,0.408,0.179,0.640,0.000,0.000,0.604,0.156,0.595,0.014,0.034,0.194,0.654,0.220,0.000,0.200,0.062,0.540,0.265,0.028,0.082
model.000.25.pdb,0.667,0.357,0.411,0.027,0.444,0.068,0.127,0.051,0.605,0.419,0.032,0.104,0.453,0.051,0.000,0.469,0.131,0.216,0.236,0.244,0.150,0.397,0.136,0.026,0.118,0.370,0.500,0.188,0.172,0.017
model.000.26.pdb,0.012,0.000,0.034,0.403,0.011,0.429,0.025,0.484,0.013,0.014,0.101,0.089,0.011,0.418,0.079,0.024,0.052,0.000,0.000,0.000,0.038,0.022,0.026,0.400,0.102,0.042,0.012,0.000,0.026,0.259
model.000.27.pdb,0.075,0.000,0.071,0.075,0.099,0.023,0.577,0.068,0.096,0.000,0.172,0.635,0.114,0.022,0.117,0.122,0.600,0.106,0.215,0.081,0.509,0.108,0.529,0.047,0.574,0.000,0.064,0.283,0.274,0.014
model.000.28.pdb,0.177,0.222,0.085,0.000,0.134,0.041,0.255,0.025,0.136,0.229,0.000,0.220,0.136,0.066,0.149,0.094,0.288,0.017,0.650,0.543,0.241,0.097,0.204,0.069,0.153,0.130,0.129,0.310,0.500,0.017
model.000.29.pdb,0.164,0.233,0.071,0.000,0.088,0.042,0.218,0.026,0.102,0.239,0.000,0.186,0.090,0.068,0.156,0.062,0.250,0.000,0.641,0.625,0.182,0.055,0.145,0.087,0.110,0.157,0.097,0.205,0.561,0.018
