 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.069,0.119,0.141,0.388,0.129,0.600,0.000,0.507,0.048,0.145,0.012,0.000,0.092,0.603,0.121,0.071,0.000,0.067,0.075,0.088,0.000,0.100,0.012,0.516,0.030,0.227,0.084,0.000,0.036,0.317
model.000.01.pdb,0.562,0.500,0.317,0.027,0.368,0.054,0.092,0.037,0.500,0.525,0.000,0.072,0.375,0.092,0.000,0.358,0.113,0.148,0.236,0.244,0.113,0.306,0.098,0.082,0.090,0.432,0.412,0.140,0.172,0.000
model.000.02.pdb,0.520,0.289,0.356,0.013,0.411,0.026,0.263,0.024,0.522,0.319,0.016,0.230,0.444,0.024,0.000,0.404,0.273,0.167,0.278,0.239,0.296,0.344,0.259,0.013,0.229,0.280,0.431,0.381,0.255,0.000
model.000.03.pdb,0.295,0.017,0.407,0.197,0.390,0.079,0.154,0.115,0.281,0.016,0.581,0.099,0.397,0.012,0.000,0.382,0.074,0.500,0.000,0.000,0.141,0.466,0.164,0.012,0.156,0.031,0.357,0.151,0.000,0.140
model.000.04.pdb,0.271,0.000,0.317,0.210,0.322,0.083,0.203,0.122,0.278,0.000,0.600,0.138,0.351,0.025,0.000,0.385,0.113,0.590,0.000,0.000,0.190,0.421,0.218,0.000,0.181,0.033,0.333,0.213,0.000,0.173
model.000.05.pdb,0.011,0.029,0.022,0.236,0.011,0.353,0.024,0.366,0.012,0.042,0.013,0.048,0.011,0.492,0.273,0.012,0.037,0.000,0.123,0.111,0.012,0.011,0.013,0.632,0.053,0.013,0.012,0.000,0.093,0.172
model.000.06.pdb,0.000,0.000,0.000,0.014,0.000,0.056,0.193,0.039,0.000,0.000,0.000,0.291,0.000,0.067,0.472,0.000,0.245,0.000,0.226,0.060,0.138,0.000,0.103,0.086,0.242,0.000,0.000,0.059,0.383,0.018
model.000.07.pdb,0.529,0.111,0.673,0.114,0.620,0.125,0.138,0.089,0.532,0.143,0.241,0.100,0.633,0.049,0.000,0.667,0.143,0.548,0.044,0.073,0.143,0.647,0.148,0.000,0.114,0.200,0.630,0.200,0.060,0.143
model.000.08.pdb,0.038,0.085,0.024,0.025,0.024,0.076,0.279,0.059,0.013,0.097,0.000,0.306,0.037,0.139,0.465,0.013,0.310,0.000,0.471,0.286,0.226,0.023,0.175,0.147,0.227,0.029,0.013,0.164,0.596,0.030
model.000.09.pdb,0.358,0.385,0.169,0.000,0.210,0.014,0.214,0.000,0.294,0.381,0.000,0.183,0.213,0.039,0.060,0.190,0.222,0.035,0.512,0.514,0.222,0.164,0.185,0.041,0.155,0.277,0.232,0.286,0.413,0.000
model.000.10.pdb,0.050,0.074,0.135,0.419,0.091,0.588,0.031,0.569,0.021,0.083,0.056,0.030,0.059,0.638,0.147,0.041,0.021,0.045,0.043,0.036,0.031,0.099,0.032,0.580,0.055,0.177,0.052,0.000,0.043,0.338
model.000.11.pdb,0.000,0.000,0.000,0.092,0.000,0.175,0.031,0.197,0.000,0.000,0.017,0.077,0.000,0.254,0.444,0.000,0.032,0.000,0.067,0.040,0.000,0.000,0.000,0.316,0.066,0.000,0.000,0.000,0.164,0.096
model.000.12.pdb,0.086,0.137,0.154,0.403,0.118,0.600,0.010,0.557,0.056,0.145,0.034,0.010,0.096,0.677,0.108,0.077,0.011,0.060,0.033,0.038,0.022,0.103,0.022,0.522,0.047,0.236,0.077,0.000,0.022,0.299
model.000.13.pdb,0.043,0.122,0.013,0.043,0.000,0.101,0.095,0.080,0.000,0.135,0.000,0.091,0.014,0.157,0.421,0.000,0.098,0.000,0.375,0.385,0.063,0.000,0.048,0.185,0.078,0.052,0.000,0.078,0.347,0.054
model.000.14.pdb,0.033,0.000,0.066,0.476,0.043,0.524,0.011,0.578,0.024,0.000,0.079,0.034,0.022,0.423,0.121,0.023,0.012,0.013,0.000,0.000,0.024,0.053,0.037,0.426,0.073,0.038,0.034,0.000,0.024,0.317
model.000.15.pdb,0.027,0.073,0.000,0.027,0.000,0.081,0.197,0.062,0.000,0.068,0.000,0.226,0.000,0.118,0.526,0.000,0.224,0.000,0.429,0.261,0.145,0.000,0.095,0.141,0.145,0.032,0.000,0.093,0.522,0.033
model.000.16.pdb,0.784,0.281,0.583,0.058,0.679,0.093,0.192,0.076,0.700,0.328,0.194,0.154,0.691,0.065,0.000,0.725,0.164,0.472,0.151,0.143,0.197,0.617,0.203,0.022,0.174,0.339,0.660,0.259,0.120,0.055
model.000.17.pdb,0.444,0.091,0.390,0.026,0.473,0.025,0.423,0.049,0.532,0.103,0.155,0.375,0.509,0.000,0.000,0.562,0.385,0.327,0.092,0.093,0.469,0.448,0.458,0.012,0.397,0.082,0.442,0.429,0.109,0.000
model.000.18.pdb,0.000,0.000,0.000,0.030,0.000,0.092,0.185,0.086,0.000,0.000,0.000,0.264,0.000,0.134,0.531,0.000,0.216,0.000,0.245,0.114,0.148,0.000,0.111,0.143,0.164,0.000,0.000,0.064,0.386,0.038
model.000.19.pdb,0.455,0.438,0.214,0.000,0.264,0.000,0.132,0.000,0.381,0.429,0.000,0.105,0.269,0.029,0.000,0.245,0.160,0.041,0.295,0.324,0.160,0.207,0.143,0.015,0.104,0.333,0.298,0.211,0.239,0.000
model.000.20.pdb,0.250,0.016,0.217,0.000,0.277,0.012,0.727,0.048,0.298,0.031,0.169,0.580,0.302,0.011,0.017,0.328,0.574,0.218,0.197,0.173,0.805,0.265,0.674,0.000,0.579,0.015,0.242,0.550,0.237,0.000
model.000.21.pdb,0.108,0.103,0.075,0.025,0.090,0.049,0.368,0.047,0.086,0.115,0.014,0.373,0.105,0.071,0.235,0.068,0.434,0.030,0.596,0.400,0.333,0.073,0.254,0.075,0.260,0.061,0.082,0.255,0.630,0.015
model.000.22.pdb,0.023,0.000,0.120,0.589,0.070,0.586,0.000,0.617,0.012,0.014,0.147,0.011,0.058,0.470,0.094,0.024,0.000,0.013,0.025,0.029,0.012,0.105,0.013,0.409,0.042,0.069,0.036,0.000,0.025,0.364
model.000.23.pdb,0.270,0.550,0.183,0.111,0.186,0.169,0.013,0.143,0.194,0.610,0.000,0.000,0.155,0.354,0.034,0.149,0.014,0.081,0.177,0.151,0.014,0.147,0.014,0.217,0.000,0.700,0.167,0.016,0.090,0.119
model.000.24.pdb,0.113,0.000,0.237,0.353,0.143,0.161,0.102,0.185,0.068,0.000,0.568,0.046,0.145,0.055,0.000,0.158,0.050,0.273,0.000,0.000,0.086,0.271,0.109,0.014,0.082,0.036,0.158,0.085,0.000,0.341
model.000.25.pdb,0.000,0.013,0.020,0.371,0.000,0.356,0.011,0.465,0.000,0.012,0.104,0.067,0.000,0.368,0.149,0.000,0.034,0.000,0.000,0.000,0.023,0.020,0.023,0.408,0.104,0.024,0.000,0.000,0.047,0.242
model.000.26.pdb,0.074,0.000,0.167,0.698,0.101,0.357,0.000,0.397,0.031,0.000,0.265,0.000,0.119,0.174,0.000,0.077,0.000,0.132,0.000,0.000,0.000,0.197,0.016,0.149,0.051,0.034,0.111,0.000,0.000,0.513
model.000.27.pdb,0.473,0.050,0.574,0.080,0.647,0.105,0.262,0.099,0.471,0.063,0.273,0.250,0.694,0.035,0.000,0.592,0.230,0.545,0.042,0.033,0.271,0.611,0.281,0.000,0.247,0.113,0.529,0.312,0.057,0.098
model.000.28.pdb,0.085,0.000,0.157,0.222,0.127,0.053,0.217,0.090,0.092,0.000,0.650,0.206,0.145,0.037,0.000,0.156,0.164,0.231,0.000,0.000,0.203,0.203,0.255,0.066,0.225,0.000,0.138,0.113,0.000,0.125
model.000.29.pdb,0.358,0.019,0.583,0.161,0.500,0.154,0.079,0.127,0.320,0.036,0.356,0.060,0.480,0.053,0.000,0.380,0.031,0.595,0.000,0.000,0.065,0.529,0.085,0.000,0.065,0.111,0.468,0.102,0.000,0.208
