 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.015,0.364,0.012,0.141,0.462,0.333,0.174,0.000,0.108,0.319,0.000,0.022,0.230,0.455,0.277,0.509,0.250,0.463,0.067,0.224,0.241,0.036,0.527,0.481,0.164,0.000,0.000,0.236,0.339,0.029
model.000.01.pdb,0.000,0.029,0.082,0.069,0.143,0.032,0.100,0.302,0.172,0.318,0.161,0.101,0.076,0.056,0.077,0.053,0.076,0.071,0.000,0.000,0.115,0.093,0.081,0.086,0.028,0.092,0.017,0.208,0.029,0.000
model.000.02.pdb,0.000,0.389,0.000,0.025,0.617,0.388,0.038,0.017,0.000,0.476,0.030,0.022,0.071,0.379,0.364,0.297,0.103,0.411,0.085,0.203,0.075,0.075,0.355,0.509,0.040,0.000,0.000,0.478,0.293,0.014
model.000.03.pdb,0.167,0.186,0.011,0.483,0.135,0.101,0.534,0.153,0.356,0.077,0.013,0.021,0.627,0.257,0.030,0.400,0.596,0.225,0.075,0.145,0.600,0.011,0.314,0.189,0.458,0.025,0.014,0.013,0.239,0.013
model.000.04.pdb,0.000,0.169,0.000,0.014,0.400,0.170,0.056,0.019,0.031,0.806,0.000,0.000,0.078,0.194,0.286,0.185,0.095,0.217,0.018,0.083,0.082,0.067,0.200,0.298,0.029,0.000,0.000,0.632,0.113,0.000
model.000.05.pdb,0.046,0.032,0.458,0.040,0.065,0.047,0.030,0.093,0.044,0.077,0.379,0.430,0.010,0.052,0.093,0.040,0.021,0.041,0.024,0.022,0.000,0.543,0.039,0.074,0.010,0.228,0.103,0.200,0.021,0.324
model.000.06.pdb,0.098,0.081,0.513,0.056,0.091,0.111,0.037,0.150,0.072,0.080,0.347,0.414,0.019,0.087,0.108,0.055,0.019,0.078,0.103,0.096,0.010,0.573,0.074,0.109,0.019,0.216,0.103,0.149,0.070,0.351
model.000.07.pdb,0.161,0.368,0.000,0.312,0.317,0.224,0.355,0.000,0.136,0.226,0.000,0.011,0.472,0.482,0.145,0.623,0.500,0.439,0.136,0.276,0.415,0.000,0.554,0.361,0.373,0.000,0.000,0.127,0.393,0.000
model.000.08.pdb,0.264,0.281,0.013,0.339,0.194,0.158,0.362,0.036,0.129,0.111,0.000,0.000,0.553,0.368,0.094,0.473,0.622,0.305,0.127,0.211,0.489,0.000,0.323,0.238,0.434,0.028,0.016,0.048,0.327,0.014
model.000.09.pdb,0.000,0.281,0.013,0.113,0.370,0.269,0.145,0.055,0.129,0.429,0.000,0.035,0.159,0.279,0.184,0.306,0.177,0.328,0.016,0.113,0.186,0.012,0.367,0.322,0.101,0.000,0.000,0.245,0.217,0.014
model.000.10.pdb,0.099,0.092,0.515,0.020,0.116,0.114,0.010,0.081,0.034,0.079,0.328,0.405,0.000,0.099,0.143,0.051,0.011,0.100,0.091,0.071,0.000,0.656,0.072,0.124,0.000,0.218,0.091,0.222,0.044,0.373
model.000.11.pdb,0.000,0.000,0.137,0.110,0.041,0.000,0.095,0.364,0.220,0.170,0.302,0.182,0.056,0.000,0.017,0.012,0.027,0.000,0.000,0.000,0.091,0.194,0.024,0.026,0.054,0.103,0.049,0.193,0.000,0.043
