 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.167,0.023,0.690,0.079,0.022,0.051,0.055,0.136,0.087,0.000,0.400,0.536,0.034,0.033,0.000,0.032,0.047,0.033,0.068,0.024,0.012,0.485,0.065,0.022,0.022,0.324,0.145,0.025,0.047,0.426
model.000.01.pdb,0.000,0.217,0.125,0.000,0.276,0.245,0.000,0.018,0.000,0.333,0.098,0.085,0.000,0.200,0.415,0.125,0.014,0.222,0.107,0.150,0.000,0.312,0.108,0.279,0.000,0.000,0.000,0.571,0.090,0.186
model.000.02.pdb,0.390,0.600,0.157,0.133,0.413,0.473,0.133,0.000,0.000,0.103,0.000,0.040,0.189,0.603,0.237,0.524,0.205,0.533,0.540,0.680,0.181,0.138,0.540,0.500,0.167,0.035,0.013,0.110,0.692,0.197
model.000.03.pdb,0.053,0.294,0.233,0.000,0.175,0.372,0.000,0.000,0.000,0.039,0.091,0.108,0.000,0.291,0.378,0.156,0.000,0.296,0.279,0.265,0.000,0.351,0.154,0.246,0.000,0.000,0.000,0.229,0.200,0.370
model.000.04.pdb,0.026,0.000,0.343,0.165,0.000,0.000,0.108,0.224,0.186,0.000,0.481,0.569,0.062,0.011,0.000,0.011,0.062,0.011,0.000,0.000,0.037,0.260,0.033,0.000,0.127,0.564,0.415,0.026,0.000,0.137
model.000.05.pdb,0.000,0.140,0.014,0.029,0.347,0.137,0.076,0.087,0.088,0.677,0.017,0.013,0.066,0.148,0.250,0.141,0.083,0.190,0.019,0.052,0.088,0.027,0.175,0.250,0.015,0.000,0.000,0.381,0.083,0.000
model.000.06.pdb,0.167,0.098,0.661,0.055,0.058,0.137,0.032,0.071,0.036,0.000,0.312,0.413,0.034,0.092,0.119,0.054,0.047,0.106,0.145,0.089,0.012,0.603,0.053,0.080,0.022,0.216,0.097,0.064,0.059,0.526
model.000.07.pdb,0.000,0.370,0.093,0.000,0.471,0.426,0.013,0.000,0.000,0.356,0.079,0.047,0.028,0.362,0.639,0.242,0.057,0.393,0.145,0.228,0.029,0.232,0.221,0.491,0.013,0.000,0.000,0.523,0.194,0.145
model.000.08.pdb,0.030,0.056,0.025,0.446,0.101,0.046,0.446,0.333,0.532,0.148,0.095,0.058,0.471,0.096,0.017,0.203,0.389,0.113,0.000,0.029,0.469,0.024,0.183,0.081,0.368,0.042,0.049,0.079,0.056,0.000
model.000.09.pdb,0.000,0.067,0.257,0.024,0.095,0.090,0.012,0.182,0.069,0.136,0.276,0.231,0.000,0.062,0.161,0.011,0.000,0.077,0.062,0.056,0.013,0.422,0.023,0.104,0.000,0.081,0.015,0.327,0.013,0.167
model.000.10.pdb,0.000,0.156,0.171,0.000,0.230,0.196,0.000,0.000,0.000,0.220,0.115,0.111,0.000,0.162,0.372,0.093,0.000,0.164,0.145,0.148,0.000,0.371,0.064,0.234,0.000,0.000,0.000,0.457,0.088,0.246
model.000.11.pdb,0.100,0.078,0.034,0.589,0.063,0.041,0.618,0.193,0.455,0.061,0.085,0.100,0.660,0.143,0.015,0.264,0.566,0.115,0.029,0.082,0.633,0.011,0.195,0.086,0.509,0.107,0.108,0.013,0.122,0.000
model.000.12.pdb,0.538,0.245,0.194,0.108,0.098,0.135,0.108,0.000,0.000,0.000,0.000,0.038,0.138,0.224,0.020,0.213,0.119,0.207,0.447,0.378,0.125,0.116,0.271,0.203,0.131,0.031,0.000,0.000,0.375,0.235
model.000.13.pdb,0.033,0.000,0.283,0.119,0.000,0.000,0.056,0.421,0.179,0.000,0.537,0.371,0.015,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.048,0.231,0.000,0.000,0.075,0.278,0.208,0.033,0.000,0.158
model.000.14.pdb,0.048,0.449,0.000,0.116,0.532,0.333,0.167,0.000,0.062,0.415,0.000,0.012,0.203,0.434,0.273,0.436,0.224,0.500,0.132,0.264,0.214,0.038,0.509,0.490,0.138,0.000,0.000,0.280,0.365,0.015
model.000.15.pdb,0.150,0.000,0.203,0.141,0.000,0.000,0.141,0.176,0.180,0.000,0.302,0.492,0.119,0.000,0.000,0.025,0.103,0.000,0.016,0.000,0.108,0.147,0.000,0.000,0.147,0.667,0.488,0.000,0.000,0.125
model.000.16.pdb,0.154,0.653,0.085,0.087,0.464,0.574,0.087,0.000,0.013,0.115,0.000,0.021,0.125,0.686,0.347,0.534,0.157,0.604,0.400,0.571,0.130,0.136,0.579,0.623,0.105,0.000,0.000,0.138,0.620,0.130
model.000.17.pdb,0.053,0.483,0.022,0.095,0.706,0.362,0.108,0.000,0.012,0.377,0.000,0.020,0.147,0.596,0.392,0.492,0.178,0.525,0.190,0.344,0.153,0.115,0.508,0.685,0.113,0.000,0.000,0.411,0.433,0.051
model.000.18.pdb,0.260,0.030,0.604,0.000,0.000,0.069,0.000,0.000,0.000,0.000,0.189,0.288,0.000,0.028,0.038,0.000,0.015,0.028,0.115,0.048,0.000,0.379,0.026,0.014,0.000,0.150,0.115,0.051,0.045,0.692
model.000.19.pdb,0.000,0.055,0.012,0.297,0.147,0.045,0.317,0.348,0.451,0.280,0.060,0.057,0.262,0.079,0.069,0.133,0.262,0.110,0.000,0.000,0.276,0.011,0.162,0.093,0.231,0.027,0.048,0.167,0.027,0.000
model.000.20.pdb,0.077,0.098,0.463,0.011,0.123,0.122,0.000,0.087,0.036,0.100,0.273,0.309,0.000,0.105,0.210,0.054,0.011,0.106,0.113,0.075,0.000,0.683,0.053,0.145,0.000,0.125,0.068,0.258,0.047,0.450
model.000.21.pdb,0.172,0.141,0.483,0.036,0.093,0.213,0.036,0.000,0.013,0.015,0.172,0.244,0.038,0.117,0.158,0.072,0.052,0.149,0.148,0.132,0.013,0.508,0.111,0.089,0.024,0.095,0.077,0.088,0.110,0.625
model.000.22.pdb,0.029,0.551,0.024,0.038,0.750,0.500,0.051,0.000,0.000,0.432,0.000,0.011,0.086,0.500,0.452,0.377,0.118,0.538,0.204,0.333,0.090,0.145,0.417,0.688,0.053,0.000,0.000,0.380,0.382,0.043
model.000.23.pdb,0.123,0.113,0.024,0.491,0.081,0.075,0.518,0.123,0.333,0.119,0.028,0.067,0.646,0.167,0.049,0.299,0.646,0.153,0.030,0.071,0.652,0.023,0.257,0.105,0.491,0.068,0.062,0.029,0.129,0.013
model.000.24.pdb,0.148,0.810,0.077,0.065,0.481,0.643,0.093,0.000,0.000,0.145,0.000,0.011,0.118,0.761,0.452,0.556,0.134,0.739,0.413,0.600,0.106,0.130,0.545,0.723,0.097,0.000,0.000,0.169,0.583,0.123
model.000.25.pdb,0.194,0.147,0.044,0.508,0.130,0.082,0.533,0.164,0.361,0.090,0.026,0.041,0.623,0.230,0.044,0.362,0.654,0.200,0.071,0.123,0.627,0.032,0.301,0.152,0.459,0.036,0.014,0.026,0.194,0.025
model.000.26.pdb,0.683,0.136,0.169,0.227,0.056,0.062,0.227,0.000,0.075,0.000,0.030,0.096,0.293,0.143,0.000,0.221,0.271,0.113,0.333,0.246,0.286,0.089,0.151,0.111,0.279,0.103,0.085,0.000,0.250,0.200
model.000.27.pdb,0.039,0.090,0.388,0.011,0.117,0.114,0.000,0.094,0.038,0.125,0.317,0.278,0.000,0.084,0.186,0.045,0.000,0.099,0.072,0.066,0.000,0.574,0.033,0.125,0.000,0.164,0.072,0.279,0.024,0.302
model.000.28.pdb,0.000,0.000,0.091,0.296,0.000,0.000,0.207,0.815,0.419,0.020,0.234,0.143,0.164,0.000,0.000,0.029,0.143,0.000,0.000,0.000,0.173,0.087,0.028,0.000,0.196,0.164,0.104,0.018,0.000,0.000
model.000.29.pdb,0.000,0.000,0.261,0.037,0.053,0.000,0.024,0.208,0.086,0.138,0.377,0.267,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.027,0.324,0.011,0.037,0.000,0.129,0.015,0.263,0.000,0.101
