 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.103,0.367,0.145,0.127,0.080,0.077,0.346,0.093,0.404,0.091,0.357,0.000,0.061,0.333,0.029,0.000,0.138,0.105,0.128,0.149,0.721,0.081,0.079,0.096,0.011,0.036,0.107,0.188,0.054,0.339
model.000.01.pdb,0.000,0.057,0.590,0.047,0.000,0.288,0.081,0.011,0.200,0.403,0.246,0.013,0.000,0.034,0.000,0.013,0.254,0.424,0.531,0.526,0.135,0.000,0.022,0.423,0.153,0.231,0.431,0.241,0.011,0.024
model.000.02.pdb,0.213,0.230,0.000,0.587,0.480,0.000,0.235,0.471,0.159,0.013,0.113,0.052,0.105,0.259,0.102,0.260,0.000,0.000,0.000,0.000,0.264,0.490,0.442,0.000,0.025,0.000,0.000,0.000,0.420,0.283
model.000.03.pdb,0.100,0.431,0.013,0.420,0.286,0.000,0.070,0.352,0.029,0.014,0.000,0.000,0.017,0.420,0.212,0.271,0.000,0.000,0.013,0.000,0.250,0.268,0.304,0.025,0.013,0.013,0.024,0.000,0.278,0.500
model.000.04.pdb,0.676,0.042,0.067,0.259,0.233,0.185,0.312,0.190,0.259,0.013,0.169,0.356,0.615,0.043,0.000,0.033,0.175,0.000,0.000,0.061,0.098,0.259,0.210,0.000,0.227,0.113,0.103,0.000,0.203,0.062
model.000.05.pdb,0.017,0.100,0.000,0.250,0.462,0.026,0.000,0.400,0.000,0.129,0.000,0.086,0.083,0.136,0.523,0.585,0.000,0.113,0.025,0.000,0.000,0.415,0.400,0.178,0.169,0.141,0.060,0.000,0.431,0.129
model.000.06.pdb,0.312,0.141,0.000,0.717,0.667,0.012,0.169,0.723,0.113,0.025,0.056,0.136,0.255,0.162,0.127,0.353,0.000,0.000,0.000,0.000,0.123,0.756,0.688,0.023,0.087,0.024,0.000,0.000,0.674,0.156
model.000.07.pdb,0.127,0.290,0.118,0.164,0.113,0.051,0.417,0.127,0.472,0.038,0.396,0.000,0.079,0.238,0.000,0.015,0.143,0.038,0.075,0.154,0.565,0.114,0.111,0.035,0.024,0.024,0.046,0.250,0.070,0.281
model.000.08.pdb,0.163,0.250,0.067,0.197,0.121,0.055,0.537,0.136,0.490,0.027,0.408,0.000,0.105,0.217,0.016,0.016,0.136,0.027,0.025,0.094,0.523,0.123,0.119,0.037,0.025,0.026,0.049,0.111,0.076,0.259
model.000.09.pdb,0.017,0.000,0.200,0.027,0.130,0.246,0.000,0.113,0.000,0.446,0.000,0.182,0.063,0.013,0.255,0.136,0.076,0.421,0.232,0.138,0.000,0.085,0.145,0.600,0.466,0.509,0.385,0.000,0.087,0.029
model.000.10.pdb,0.465,0.095,0.000,0.549,0.569,0.064,0.211,0.528,0.145,0.025,0.087,0.241,0.408,0.097,0.060,0.255,0.028,0.012,0.000,0.000,0.106,0.612,0.588,0.023,0.145,0.049,0.022,0.000,0.540,0.104
model.000.11.pdb,0.319,0.231,0.000,0.660,0.463,0.025,0.236,0.509,0.164,0.025,0.104,0.119,0.214,0.238,0.077,0.259,0.000,0.000,0.000,0.000,0.241,0.500,0.481,0.000,0.075,0.012,0.000,0.000,0.434,0.281
model.000.12.pdb,0.447,0.028,0.040,0.203,0.143,0.119,0.564,0.106,0.420,0.000,0.340,0.180,0.419,0.029,0.000,0.000,0.204,0.000,0.000,0.062,0.161,0.164,0.123,0.000,0.129,0.069,0.077,0.021,0.131,0.065
model.000.13.pdb,0.000,0.000,0.197,0.040,0.145,0.242,0.000,0.143,0.000,0.439,0.000,0.222,0.097,0.013,0.207,0.153,0.059,0.414,0.229,0.119,0.000,0.099,0.159,0.483,0.536,0.556,0.319,0.000,0.118,0.014
model.000.14.pdb,0.559,0.060,0.027,0.255,0.167,0.074,0.475,0.145,0.327,0.000,0.250,0.213,0.439,0.062,0.000,0.035,0.125,0.000,0.000,0.015,0.167,0.190,0.145,0.000,0.116,0.056,0.051,0.000,0.155,0.103
model.000.15.pdb,0.172,0.229,0.138,0.120,0.076,0.114,0.574,0.075,0.680,0.086,0.633,0.000,0.104,0.200,0.000,0.000,0.258,0.086,0.108,0.174,0.529,0.077,0.062,0.080,0.034,0.071,0.102,0.196,0.051,0.234
model.000.16.pdb,0.581,0.000,0.075,0.161,0.119,0.190,0.250,0.081,0.226,0.000,0.151,0.395,0.571,0.000,0.000,0.019,0.204,0.015,0.014,0.069,0.035,0.140,0.117,0.013,0.237,0.127,0.114,0.000,0.125,0.017
model.000.17.pdb,0.015,0.024,0.444,0.037,0.037,0.443,0.028,0.075,0.063,0.544,0.081,0.220,0.104,0.037,0.070,0.028,0.164,0.571,0.460,0.328,0.054,0.037,0.075,0.610,0.415,0.475,0.565,0.052,0.065,0.026
model.000.18.pdb,0.333,0.083,0.000,0.462,0.571,0.096,0.119,0.560,0.070,0.067,0.029,0.280,0.375,0.086,0.097,0.294,0.000,0.039,0.000,0.000,0.077,0.617,0.625,0.036,0.183,0.093,0.011,0.000,0.644,0.076
model.000.19.pdb,0.015,0.755,0.083,0.120,0.090,0.011,0.072,0.103,0.120,0.023,0.127,0.000,0.000,0.680,0.118,0.057,0.040,0.048,0.122,0.066,0.418,0.091,0.075,0.022,0.000,0.000,0.032,0.151,0.079,0.549
model.000.20.pdb,0.079,0.020,0.400,0.065,0.100,0.569,0.035,0.124,0.077,0.545,0.080,0.323,0.205,0.010,0.084,0.073,0.278,0.457,0.309,0.301,0.045,0.089,0.149,0.557,0.559,0.651,0.609,0.042,0.103,0.022
model.000.21.pdb,0.000,0.147,0.000,0.267,0.375,0.000,0.000,0.368,0.000,0.143,0.000,0.016,0.015,0.188,0.619,0.610,0.000,0.111,0.024,0.000,0.000,0.333,0.322,0.176,0.120,0.123,0.072,0.000,0.345,0.183
model.000.22.pdb,0.562,0.000,0.074,0.158,0.117,0.207,0.244,0.079,0.245,0.000,0.192,0.385,0.556,0.000,0.000,0.018,0.224,0.000,0.000,0.068,0.017,0.138,0.115,0.000,0.233,0.125,0.129,0.000,0.143,0.000
model.000.23.pdb,0.278,0.115,0.000,0.604,0.830,0.060,0.119,0.706,0.076,0.072,0.025,0.197,0.293,0.133,0.222,0.471,0.000,0.047,0.000,0.000,0.082,0.771,0.740,0.055,0.148,0.096,0.000,0.000,0.729,0.127
model.000.24.pdb,0.000,0.177,0.258,0.014,0.000,0.136,0.196,0.000,0.392,0.136,0.489,0.000,0.000,0.127,0.000,0.000,0.354,0.136,0.215,0.308,0.354,0.000,0.000,0.093,0.026,0.069,0.120,0.500,0.000,0.138
model.000.25.pdb,0.244,0.045,0.088,0.136,0.079,0.127,0.676,0.078,0.595,0.029,0.537,0.019,0.163,0.031,0.000,0.000,0.271,0.029,0.027,0.143,0.220,0.081,0.062,0.040,0.056,0.058,0.111,0.100,0.048,0.069
model.000.26.pdb,0.000,0.000,0.281,0.000,0.070,0.254,0.016,0.055,0.056,0.519,0.092,0.068,0.032,0.014,0.218,0.083,0.150,0.549,0.361,0.241,0.045,0.027,0.069,0.623,0.297,0.421,0.375,0.083,0.043,0.029
model.000.27.pdb,0.455,0.093,0.012,0.481,0.500,0.077,0.296,0.464,0.212,0.024,0.152,0.214,0.429,0.096,0.091,0.207,0.057,0.012,0.000,0.013,0.121,0.538,0.464,0.022,0.128,0.049,0.033,0.000,0.472,0.119
model.000.28.pdb,0.239,0.056,0.000,0.404,0.609,0.055,0.050,0.630,0.028,0.069,0.000,0.220,0.235,0.074,0.182,0.370,0.000,0.055,0.000,0.000,0.047,0.698,0.744,0.063,0.157,0.082,0.012,0.000,0.690,0.046
model.000.29.pdb,0.500,0.080,0.012,0.519,0.509,0.051,0.232,0.500,0.162,0.025,0.103,0.218,0.408,0.082,0.060,0.255,0.043,0.000,0.000,0.000,0.090,0.580,0.528,0.023,0.115,0.037,0.022,0.000,0.510,0.088
