 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb,model.000.20.pdb,model.000.21.pdb,model.000.22.pdb,model.000.23.pdb,model.000.24.pdb,model.000.25.pdb,model.000.26.pdb,model.000.27.pdb,model.000.28.pdb,model.000.29.pdb
model.000.00.pdb,0.149,0.000,0.407,0.070,0.025,0.000,0.133,0.000,0.045,0.000,0.000,0.114,0.525,0.016,0.048,0.167,0.169,0.052,0.231,0.000,0.062,0.134,0.044,0.138,0.164,0.191,0.707,0.026,0.000,0.000
model.000.01.pdb,0.025,0.294,0.286,0.180,0.000,0.415,0.051,0.523,0.115,0.090,0.241,0.056,0.017,0.000,0.561,0.000,0.370,0.646,0.000,0.167,0.122,0.057,0.769,0.091,0.408,0.097,0.000,0.099,0.000,0.059
model.000.02.pdb,0.700,0.104,0.136,0.182,0.420,0.013,0.594,0.075,0.036,0.227,0.147,0.044,0.164,0.328,0.000,0.261,0.081,0.032,0.446,0.035,0.437,0.453,0.023,0.046,0.060,0.054,0.160,0.347,0.118,0.213
model.000.03.pdb,0.066,0.000,0.131,0.000,0.134,0.059,0.054,0.013,0.464,0.012,0.000,0.667,0.090,0.101,0.130,0.139,0.086,0.107,0.000,0.333,0.000,0.048,0.051,0.593,0.064,0.576,0.242,0.000,0.268,0.024
model.000.04.pdb,0.000,0.550,0.132,0.222,0.000,0.385,0.053,0.537,0.067,0.255,0.432,0.014,0.000,0.000,0.304,0.000,0.186,0.471,0.000,0.138,0.234,0.077,0.477,0.030,0.226,0.027,0.000,0.254,0.000,0.153
model.000.05.pdb,0.089,0.000,0.129,0.000,0.119,0.028,0.065,0.012,0.383,0.000,0.000,0.596,0.121,0.041,0.145,0.186,0.099,0.119,0.055,0.214,0.010,0.060,0.063,0.582,0.077,0.593,0.297,0.000,0.161,0.012
model.000.06.pdb,0.576,0.087,0.030,0.111,0.613,0.013,0.444,0.048,0.060,0.237,0.114,0.090,0.039,0.383,0.012,0.435,0.022,0.020,0.277,0.071,0.333,0.267,0.011,0.069,0.011,0.053,0.060,0.303,0.164,0.274
model.000.07.pdb,0.054,0.176,0.696,0.259,0.011,0.125,0.102,0.306,0.079,0.061,0.141,0.139,0.304,0.000,0.393,0.000,0.692,0.500,0.056,0.063,0.090,0.158,0.482,0.162,0.729,0.224,0.206,0.082,0.000,0.000
model.000.08.pdb,0.040,0.089,0.551,0.256,0.000,0.019,0.099,0.148,0.016,0.046,0.127,0.060,0.385,0.000,0.157,0.000,0.408,0.213,0.075,0.000,0.068,0.131,0.208,0.063,0.422,0.104,0.312,0.043,0.000,0.000
model.000.09.pdb,0.552,0.141,0.128,0.245,0.246,0.016,0.636,0.104,0.014,0.270,0.213,0.012,0.158,0.302,0.014,0.172,0.080,0.036,0.605,0.027,0.525,0.500,0.041,0.026,0.070,0.036,0.154,0.349,0.085,0.215
model.000.10.pdb,0.033,0.169,0.685,0.278,0.000,0.115,0.107,0.305,0.068,0.064,0.149,0.117,0.278,0.000,0.396,0.000,0.680,0.508,0.043,0.053,0.094,0.151,0.436,0.139,0.717,0.203,0.164,0.086,0.000,0.000
model.000.11.pdb,0.557,0.260,0.081,0.197,0.329,0.024,0.557,0.163,0.022,0.456,0.310,0.030,0.090,0.275,0.000,0.175,0.053,0.094,0.397,0.032,0.652,0.389,0.067,0.043,0.056,0.050,0.106,0.552,0.092,0.463
model.000.12.pdb,0.000,0.318,0.106,0.041,0.000,0.667,0.000,0.372,0.154,0.121,0.204,0.062,0.000,0.000,0.436,0.000,0.119,0.392,0.000,0.265,0.087,0.015,0.419,0.103,0.151,0.092,0.000,0.111,0.021,0.123
model.000.13.pdb,0.033,0.182,0.550,0.224,0.011,0.148,0.067,0.317,0.143,0.049,0.145,0.189,0.203,0.000,0.490,0.000,0.654,0.569,0.014,0.123,0.092,0.089,0.473,0.217,0.653,0.282,0.127,0.084,0.015,0.000
model.000.14.pdb,0.571,0.108,0.021,0.136,0.583,0.000,0.478,0.064,0.037,0.219,0.122,0.082,0.042,0.345,0.013,0.400,0.023,0.022,0.300,0.036,0.356,0.324,0.012,0.086,0.024,0.033,0.063,0.324,0.141,0.239
model.000.15.pdb,0.022,0.188,0.625,0.255,0.000,0.172,0.081,0.351,0.083,0.051,0.132,0.089,0.232,0.000,0.480,0.000,0.615,0.534,0.029,0.081,0.081,0.120,0.549,0.123,0.717,0.171,0.147,0.073,0.000,0.000
model.000.16.pdb,0.024,0.000,0.155,0.000,0.053,0.073,0.012,0.030,0.438,0.000,0.000,0.571,0.091,0.000,0.204,0.113,0.119,0.143,0.000,0.246,0.000,0.014,0.094,0.490,0.094,0.481,0.232,0.000,0.137,0.000
model.000.17.pdb,0.397,0.368,0.081,0.340,0.264,0.029,0.532,0.274,0.026,0.491,0.436,0.011,0.060,0.233,0.027,0.111,0.103,0.123,0.298,0.012,0.727,0.433,0.125,0.037,0.110,0.034,0.039,0.667,0.095,0.355
model.000.18.pdb,0.044,0.116,0.769,0.186,0.011,0.113,0.056,0.238,0.082,0.024,0.099,0.145,0.346,0.000,0.364,0.000,0.667,0.475,0.043,0.066,0.044,0.104,0.404,0.169,0.600,0.233,0.234,0.047,0.000,0.000
model.000.19.pdb,0.057,0.169,0.685,0.302,0.000,0.062,0.120,0.262,0.040,0.078,0.167,0.089,0.327,0.000,0.321,0.000,0.680,0.435,0.075,0.013,0.107,0.183,0.411,0.093,0.681,0.156,0.200,0.100,0.000,0.012
model.000.20.pdb,0.472,0.219,0.030,0.123,0.397,0.052,0.377,0.111,0.071,0.412,0.268,0.100,0.025,0.349,0.000,0.282,0.000,0.041,0.269,0.069,0.452,0.260,0.045,0.056,0.000,0.041,0.071,0.530,0.159,0.508
model.000.21.pdb,0.269,0.000,0.000,0.000,0.620,0.000,0.181,0.000,0.045,0.087,0.000,0.083,0.000,0.362,0.000,0.522,0.000,0.000,0.085,0.059,0.104,0.086,0.000,0.028,0.000,0.025,0.014,0.143,0.204,0.138
model.000.22.pdb,0.052,0.000,0.082,0.000,0.100,0.000,0.025,0.000,0.179,0.000,0.000,0.254,0.036,0.053,0.016,0.294,0.000,0.013,0.071,0.115,0.013,0.029,0.000,0.250,0.015,0.242,0.320,0.013,0.100,0.000
model.000.23.pdb,0.026,0.148,0.540,0.310,0.000,0.059,0.082,0.212,0.016,0.045,0.145,0.043,0.279,0.000,0.333,0.000,0.522,0.364,0.018,0.000,0.082,0.111,0.354,0.046,0.667,0.103,0.164,0.057,0.000,0.000
